VENTTUBE,PULMEMBOLUS,INTUBATION,MINVOL,VENTALV,SHUNT,VENTLUNG,PRESS
LOW,False,ONESIDED,LOW,LOW,HIGH,LOW,HIGH
LOW,False,ONESIDED,NORMAL,NORMAL,HIGH,ZERO,ZERO
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,ESOPHAGEAL,LOW,LOW,NORMAL,ZERO,ZERO
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,ZERO
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,ONESIDED,NORMAL,NORMAL,HIGH,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
ZERO,False,NORMAL,NORMAL,HIGH,HIGH,LOW,HIGH
LOW,False,NORMAL,LOW,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,ZERO,ZERO,HIGH,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,ESOPHAGEAL,LOW,LOW,NORMAL,ZERO,ZERO
ZERO,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,HIGH
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,ESOPHAGEAL,ZERO,ZERO,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,ZERO
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,HIGH,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,ONESIDED,NORMAL,NORMAL,HIGH,ZERO,LOW
ZERO,False,NORMAL,HIGH,ZERO,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,HIGH,NORMAL,ZERO,NORMAL
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,LOW,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,HIGH,HIGH,NORMAL,LOW,NORMAL
HIGH,False,NORMAL,LOW,HIGH,HIGH,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,ZERO
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,HIGH,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,ONESIDED,NORMAL,NORMAL,HIGH,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,ONESIDED,ZERO,LOW,HIGH,LOW,HIGH
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,ONESIDED,ZERO,LOW,HIGH,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
ZERO,False,ESOPHAGEAL,LOW,LOW,NORMAL,ZERO,ZERO
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
NORMAL,False,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH
LOW,False,NORMAL,ZERO,LOW,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,HIGH,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,LOW,ZERO,NORMAL,ZERO,HIGH
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,NORMAL,NORMAL,ZERO,HIGH
LOW,False,ESOPHAGEAL,LOW,LOW,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
ZERO,False,ESOPHAGEAL,LOW,LOW,NORMAL,ZERO,ZERO
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
NORMAL,False,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL
LOW,False,NORMAL,ZERO,ZERO,HIGH,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
ZERO,False,ESOPHAGEAL,LOW,LOW,NORMAL,ZERO,ZERO
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,ZERO
LOW,False,ESOPHAGEAL,LOW,LOW,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,NORMAL,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,HIGH,ZERO,ZERO
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,ONESIDED,ZERO,LOW,HIGH,LOW,HIGH
LOW,False,NORMAL,ZERO,NORMAL,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,HIGH,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
HIGH,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
NORMAL,False,NORMAL,ZERO,LOW,NORMAL,HIGH,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,HIGH,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,ESOPHAGEAL,ZERO,ZERO,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,LOW,NORMAL,ZERO,LOW
ZERO,False,NORMAL,ZERO,ZERO,HIGH,ZERO,ZERO
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
HIGH,False,ONESIDED,HIGH,LOW,HIGH,HIGH,HIGH
LOW,False,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
HIGH,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,HIGH,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,ESOPHAGEAL,LOW,LOW,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
NORMAL,False,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH
LOW,False,NORMAL,HIGH,HIGH,NORMAL,LOW,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
HIGH,False,NORMAL,HIGH,HIGH,HIGH,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,HIGH,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
NORMAL,False,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,LOW,ZERO,NORMAL,ZERO,HIGH
LOW,False,ONESIDED,HIGH,NORMAL,HIGH,HIGH,HIGH
ZERO,False,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,ONESIDED,NORMAL,NORMAL,HIGH,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,ONESIDED,ZERO,LOW,HIGH,LOW,HIGH
NORMAL,False,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
ZERO,False,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,ONESIDED,LOW,LOW,HIGH,LOW,ZERO
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,ESOPHAGEAL,ZERO,ZERO,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,NORMAL,NORMAL,ZERO,ZERO
ZERO,False,ONESIDED,NORMAL,NORMAL,HIGH,ZERO,LOW
LOW,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,HIGH,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,HIGH,ZERO,HIGH
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,HIGH,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,HIGH,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
HIGH,False,ONESIDED,HIGH,LOW,HIGH,HIGH,HIGH
LOW,False,NORMAL,HIGH,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,ONESIDED,LOW,NORMAL,HIGH,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,HIGH,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,True,NORMAL,ZERO,ZERO,HIGH,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
ZERO,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH
LOW,False,ONESIDED,ZERO,LOW,HIGH,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
LOW,False,ONESIDED,ZERO,LOW,HIGH,LOW,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,LOW,HIGH,ZERO,LOW
LOW,False,NORMAL,NORMAL,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,False,NORMAL,ZERO,LOW,NORMAL,ZERO,NORMAL
LOW,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,LOW
ZERO,False,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH
