LungFlow,ChestXray,DuctFlow,CardiacMixing,LungParench
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Transp.,Normal
Low,Asy/Patch,Lt_to_Rt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Normal,Asy/Patch,Lt_to_Rt,Complete,Abnormal
High,Oligaemic,,Transp.,Abnormal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Complete,Normal
High,Plethoric,,Complete,Normal
High,Plethoric,,Mild,Normal
High,Normal,,Transp.,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,,Transp.,Congested
High,Plethoric,,Transp.,Normal
Normal,Normal,,Complete,Normal
Low,Grd_Glass,,Transp.,Normal
High,Grd_Glass,,,Abnormal
Low,Plethoric,Lt_to_Rt,Complete,Congested
High,Plethoric,,Transp.,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,Rt_to_Lt,Complete,Abnormal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Normal,Lt_to_Rt,Transp.,Normal
Low,Oligaemic,,Complete,Normal
Normal,Normal,,Transp.,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,Rt_to_Lt,Transp.,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Asy/Patch,Rt_to_Lt,Complete,Abnormal
High,Normal,,Transp.,Abnormal
Low,Plethoric,Lt_to_Rt,Complete,Abnormal
Low,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,Lt_to_Rt,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,,Mild,Abnormal
High,Plethoric,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Congested
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
High,Grd_Glass,,Transp.,Abnormal
Normal,Normal,Lt_to_Rt,Complete,Normal
Normal,Normal,,Complete,Normal
High,Plethoric,Lt_to_Rt,Mild,Normal
Normal,Normal,,Transp.,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Asy/Patch,,Complete,Abnormal
Low,Oligaemic,,,Normal
High,Normal,,Transp.,Normal
Normal,Grd_Glass,,,Congested
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Plethoric,Lt_to_Rt,Complete,Normal
High,Grd_Glass,,Complete,Congested
High,Plethoric,,Mild,Normal
Normal,Asy/Patch,,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Asy/Patch,,Transp.,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Normal
Normal,Plethoric,Lt_to_Rt,Complete,Abnormal
High,Plethoric,,Transp.,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Grd_Glass,Lt_to_Rt,Complete,Congested
High,Plethoric,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
High,Grd_Glass,Lt_to_Rt,Complete,Congested
Low,Oligaemic,Rt_to_Lt,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Normal,Plethoric,Rt_to_Lt,Transp.,Normal
High,Grd_Glass,,Mild,Abnormal
High,Plethoric,Rt_to_Lt,Mild,Normal
Normal,Plethoric,Rt_to_Lt,Complete,Congested
Low,Oligaemic,Lt_to_Rt,,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,,Transp.,Abnormal
Low,Oligaemic,Lt_to_Rt,Transp.,Normal
Low,Normal,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Abnormal
Normal,Normal,,Transp.,Normal
High,Oligaemic,Lt_to_Rt,Complete,Abnormal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
Normal,Normal,Lt_to_Rt,Mild,Normal
Low,Oligaemic,,Complete,Normal
Normal,Normal,Lt_to_Rt,Transp.,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
High,Grd_Glass,,Transp.,Abnormal
Low,Oligaemic,,Complete,Normal
High,Oligaemic,,Transp.,Abnormal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
High,Oligaemic,,Complete,Normal
High,Plethoric,Lt_to_Rt,Transp.,Normal
High,Oligaemic,Lt_to_Rt,Complete,Abnormal
High,Plethoric,,Transp.,Normal
Low,Asy/Patch,Lt_to_Rt,Mild,Abnormal
Normal,Grd_Glass,Lt_to_Rt,Complete,Congested
High,Plethoric,,Transp.,Normal
High,Plethoric,,Transp.,Normal
High,Oligaemic,,Transp.,Normal
Low,Oligaemic,Rt_to_Lt,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Transp.,Normal
High,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Congested
Normal,Grd_Glass,Lt_to_Rt,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Mild,Abnormal
High,Normal,Lt_to_Rt,Complete,Normal
Normal,Plethoric,,Transp.,Normal
Normal,Normal,,Complete,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Asy/Patch,Rt_to_Lt,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,Rt_to_Lt,,Abnormal
Normal,Asy/Patch,Rt_to_Lt,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Grd_Glass,,Transp.,Congested
High,Plethoric,Rt_to_Lt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Mild,Normal
Normal,Normal,,Transp.,Normal
Low,Oligaemic,Rt_to_Lt,,Normal
High,Normal,Rt_to_Lt,Complete,Abnormal
High,Plethoric,Lt_to_Rt,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
High,Oligaemic,,Transp.,Abnormal
High,Plethoric,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Plethoric,Lt_to_Rt,Complete,Congested
Normal,Normal,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Complete,Normal
High,Grd_Glass,Rt_to_Lt,Complete,Congested
High,Plethoric,,Transp.,Normal
High,Normal,,Complete,Normal
High,Grd_Glass,Lt_to_Rt,Transp.,Normal
High,Normal,,Mild,Abnormal
Low,Asy/Patch,,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Mild,Normal
High,Grd_Glass,,,Abnormal
Normal,Normal,Lt_to_Rt,Transp.,Normal
Low,Grd_Glass,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Rt_to_Lt,Mild,Normal
Low,Oligaemic,Rt_to_Lt,Mild,Normal
Normal,Normal,Lt_to_Rt,Mild,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Mild,Normal
High,Plethoric,,Transp.,Normal
Normal,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Transp.,Abnormal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Oligaemic,,Transp.,Abnormal
Low,Oligaemic,Rt_to_Lt,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Plethoric,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Normal,,Mild,Normal
Normal,Grd_Glass,Lt_to_Rt,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Rt_to_Lt,,Normal
Low,Oligaemic,,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,Lt_to_Rt,Mild,Normal
High,Plethoric,Lt_to_Rt,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Congested
Low,Oligaemic,Rt_to_Lt,Mild,Abnormal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
Normal,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Low,Plethoric,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Complete,Normal
High,Plethoric,,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Normal,,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,Rt_to_Lt,Complete,Congested
Normal,Asy/Patch,Lt_to_Rt,Mild,Abnormal
Low,Asy/Patch,Lt_to_Rt,Transp.,Abnormal
Normal,Plethoric,Rt_to_Lt,Complete,Abnormal
Normal,Normal,,Complete,Normal
Normal,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
Normal,Normal,,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Normal,Normal,,Transp.,Normal
High,Plethoric,Rt_to_Lt,Mild,Normal
Low,Oligaemic,,Complete,Normal
Normal,Asy/Patch,,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Plethoric,Rt_to_Lt,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Transp.,Normal
Normal,Asy/Patch,Rt_to_Lt,,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
High,Plethoric,Lt_to_Rt,Transp.,Normal
High,Plethoric,,Mild,Normal
High,Oligaemic,,Transp.,Abnormal
High,Plethoric,,,Normal
Normal,Normal,Lt_to_Rt,Mild,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Rt_to_Lt,,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
High,Oligaemic,Rt_to_Lt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Low,Normal,,Transp.,Normal
Normal,Grd_Glass,Rt_to_Lt,,Abnormal
High,Grd_Glass,,Transp.,Abnormal
High,Plethoric,Rt_to_Lt,Transp.,Normal
High,Oligaemic,,Complete,Abnormal
Normal,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Normal,Normal,,Transp.,Normal
High,Normal,,Transp.,Normal
High,Plethoric,,Mild,Normal
High,Grd_Glass,,Complete,Abnormal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Normal,Normal,Rt_to_Lt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Grd_Glass,,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Mild,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Oligaemic,Rt_to_Lt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Mild,Normal
High,Normal,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Plethoric,Lt_to_Rt,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Congested
High,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,,Transp.,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,,,Abnormal
Normal,Normal,,Transp.,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Congested
Low,Oligaemic,Rt_to_Lt,,Normal
Normal,Oligaemic,,Mild,Abnormal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,,Transp.,Normal
Low,Asy/Patch,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Asy/Patch,Rt_to_Lt,Mild,Normal
High,Grd_Glass,,Mild,Abnormal
High,Plethoric,,,Normal
Normal,Asy/Patch,,Complete,Abnormal
High,Plethoric,,Complete,Normal
Normal,Asy/Patch,,Mild,Abnormal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,Rt_to_Lt,Transp.,Normal
High,Grd_Glass,,Complete,Congested
High,Plethoric,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Grd_Glass,,Transp.,Abnormal
Low,Oligaemic,Rt_to_Lt,,Normal
Low,Oligaemic,,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
High,Plethoric,,,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,,Complete,Normal
High,Grd_Glass,Rt_to_Lt,Complete,Congested
Normal,Normal,,Transp.,Normal
Normal,Plethoric,Lt_to_Rt,Complete,Normal
High,Plethoric,,Mild,Congested
High,Plethoric,,Complete,Congested
Low,Grd_Glass,,Complete,Congested
Low,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Mild,Normal
Normal,Oligaemic,,Transp.,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Normal,Plethoric,,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Congested
Normal,Normal,Lt_to_Rt,Mild,Normal
High,Grd_Glass,,Transp.,Congested
Normal,Normal,,Transp.,Normal
Low,Oligaemic,,Transp.,Normal
High,Oligaemic,Rt_to_Lt,,Abnormal
Low,Asy/Patch,Lt_to_Rt,Mild,Abnormal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Asy/Patch,,,Abnormal
High,Grd_Glass,Rt_to_Lt,Complete,Congested
Normal,Grd_Glass,Lt_to_Rt,Mild,Congested
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Mild,Normal
High,Grd_Glass,Lt_to_Rt,Complete,Congested
High,Plethoric,Rt_to_Lt,Transp.,Normal
Low,Asy/Patch,,Transp.,Abnormal
Low,Plethoric,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Transp.,Congested
High,Plethoric,,Transp.,Normal
Low,Normal,,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Abnormal
Low,Grd_Glass,Lt_to_Rt,Complete,Congested
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Complete,Normal
Low,Grd_Glass,,Transp.,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,Rt_to_Lt,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
Normal,Asy/Patch,Rt_to_Lt,Mild,Abnormal
Low,Oligaemic,,Complete,Normal
Normal,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Low,Oligaemic,,Complete,Normal
Low,Oligaemic,,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,Lt_to_Rt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Mild,Normal
High,Normal,,Transp.,Normal
Normal,Normal,,Complete,Normal
Low,Oligaemic,,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Transp.,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Normal,Asy/Patch,Lt_to_Rt,Complete,Abnormal
High,Plethoric,,Mild,Normal
High,Normal,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,,Transp.,Abnormal
Low,Normal,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Oligaemic,Lt_to_Rt,Transp.,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,,Abnormal
Low,Oligaemic,Lt_to_Rt,Transp.,Normal
High,Plethoric,,Transp.,Congested
Normal,Asy/Patch,Lt_to_Rt,Transp.,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,,,Congested
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Asy/Patch,Lt_to_Rt,Mild,Abnormal
Normal,Asy/Patch,,,Abnormal
Low,Grd_Glass,,,Congested
Normal,Normal,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,Rt_to_Lt,Complete,Normal
Normal,Grd_Glass,,Complete,Congested
Low,Grd_Glass,Lt_to_Rt,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Normal,Normal,,,Normal
Normal,Asy/Patch,Lt_to_Rt,,Abnormal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Normal,Asy/Patch,Rt_to_Lt,Mild,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,Rt_to_Lt,Mild,Congested
Normal,Grd_Glass,Lt_to_Rt,Complete,Congested
Normal,Normal,,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Mild,Normal
Normal,Normal,,Mild,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
Normal,Grd_Glass,Rt_to_Lt,Complete,Congested
Low,Asy/Patch,,Transp.,Abnormal
Low,Oligaemic,,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Normal,Normal,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
Low,Normal,Lt_to_Rt,Mild,Normal
High,Plethoric,,Transp.,Normal
High,Asy/Patch,,Transp.,Abnormal
Normal,Grd_Glass,Rt_to_Lt,,Congested
High,Grd_Glass,Rt_to_Lt,Transp.,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,,Complete,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Normal,Asy/Patch,Lt_to_Rt,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
High,Plethoric,,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Grd_Glass,,Mild,Abnormal
High,Oligaemic,Rt_to_Lt,,Abnormal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Normal,Normal,Rt_to_Lt,Transp.,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Grd_Glass,Rt_to_Lt,Complete,Congested
Low,Normal,,Complete,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Normal,Normal,,Transp.,Normal
Low,Asy/Patch,,Complete,Abnormal
Low,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Complete,Normal
Normal,Normal,Lt_to_Rt,Transp.,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
Normal,Asy/Patch,,Transp.,Abnormal
High,Plethoric,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Abnormal
Normal,Grd_Glass,,Transp.,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,Lt_to_Rt,Complete,Normal
Normal,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Normal,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Congested
High,Plethoric,,Transp.,Normal
High,Plethoric,Lt_to_Rt,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Complete,Congested
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Rt_to_Lt,Mild,Congested
High,Plethoric,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Grd_Glass,Lt_to_Rt,Complete,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Normal,Asy/Patch,,Mild,Abnormal
Normal,Grd_Glass,Lt_to_Rt,Complete,Congested
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Plethoric,,Transp.,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
High,Oligaemic,,Transp.,Abnormal
Normal,Normal,Rt_to_Lt,Transp.,Normal
Normal,Normal,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Plethoric,Lt_to_Rt,Complete,Normal
Low,Oligaemic,,Complete,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
High,Grd_Glass,Lt_to_Rt,Mild,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Asy/Patch,Lt_to_Rt,,Abnormal
High,Normal,,Transp.,Normal
Low,Oligaemic,Lt_to_Rt,Complete,Normal
Low,Oligaemic,Lt_to_Rt,,Normal
Low,Asy/Patch,Lt_to_Rt,Complete,Abnormal
High,Plethoric,,Transp.,Normal
