HRBP,ERRCAUTER,INSUFFANESTH,LVFAILURE,LVEDVOLUME,EXPCO2,CO,HREKG,PCWP,VENTALV,TPR,ARTCO2,CVP,STROKEVOLUME,BP,ERRLOWOUTPUT,HISTORY
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,True,False,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
LOW,False,False,False,NORMAL,LOW,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,NORMAL,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,HIGH,LOW,LOW,HIGH,HIGH,ZERO,LOW,HIGH,HIGH,LOW,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
NORMAL,False,False,False,NORMAL,LOW,LOW,LOW,NORMAL,HIGH,NORMAL,LOW,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,True,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,HIGH,LOW,LOW,HIGH,HIGH,ZERO,NORMAL,HIGH,NORMAL,LOW,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
LOW,False,False,False,HIGH,NORMAL,LOW,LOW,HIGH,LOW,NORMAL,HIGH,HIGH,LOW,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,NORMAL,LOW,NORMAL,NORMAL,HIGH,False,False
HIGH,True,False,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
NORMAL,True,False,False,HIGH,LOW,HIGH,NORMAL,HIGH,ZERO,LOW,HIGH,HIGH,NORMAL,LOW,True,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,NORMAL,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,HIGH,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,HIGH,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,HIGH,LOW,NORMAL,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,LOW,NORMAL,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,True,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,True,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
LOW,True,False,False,NORMAL,LOW,NORMAL,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,True,True,False,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL,LOW,False,False
LOW,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,False
LOW,False,False,False,NORMAL,LOW,NORMAL,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL,NORMAL,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,True,LOW,LOW,LOW,HIGH,LOW,ZERO,HIGH,HIGH,LOW,LOW,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,NORMAL,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
LOW,False,False,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL,NORMAL,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
LOW,False,False,False,NORMAL,LOW,NORMAL,LOW,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,False
NORMAL,False,False,False,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,LOW,LOW,NORMAL,NORMAL,LOW,True,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
LOW,False,False,False,NORMAL,LOW,NORMAL,LOW,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,False
LOW,False,False,False,HIGH,LOW,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,NORMAL,NORMAL,NORMAL,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,HIGH,HIGH,False,False
HIGH,True,True,False,HIGH,LOW,NORMAL,NORMAL,HIGH,ZERO,NORMAL,HIGH,HIGH,LOW,NORMAL,False,True
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,HIGH,HIGH,False,False
HIGH,False,False,False,NORMAL,NORMAL,HIGH,HIGH,LOW,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,NORMAL,NORMAL,False,False
LOW,False,True,False,NORMAL,LOW,NORMAL,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
LOW,True,False,False,NORMAL,LOW,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,True,LOW,LOW,LOW,HIGH,LOW,ZERO,HIGH,HIGH,LOW,LOW,NORMAL,False,True
HIGH,False,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,HIGH,LOW,LOW,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,LOW,HIGH,HIGH,NORMAL,LOW,False,False
HIGH,False,True,False,HIGH,LOW,LOW,HIGH,HIGH,ZERO,HIGH,HIGH,HIGH,LOW,HIGH,False,False
HIGH,False,False,False,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,LOW,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,True,False,False,NORMAL,HIGH,HIGH,NORMAL,NORMAL,LOW,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
LOW,False,False,False,NORMAL,LOW,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,HIGH,LOW,LOW,HIGH,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,NORMAL,False,False
HIGH,False,False,False,NORMAL,LOW,NORMAL,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,LOW,LOW,False,False
HIGH,True,False,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH,HIGH,False,False
NORMAL,False,False,False,HIGH,LOW,LOW,HIGH,HIGH,ZERO,HIGH,HIGH,HIGH,LOW,LOW,True,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH,HIGH,False,False
HIGH,False,True,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
NORMAL,False,False,False,NORMAL,LOW,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,NORMAL,True,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,True,True,LOW,LOW,LOW,HIGH,LOW,ZERO,LOW,HIGH,LOW,LOW,LOW,False,True
HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,NORMAL,NORMAL,HIGH,False,False
LOW,False,False,False,NORMAL,LOW,NORMAL,LOW,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,LOW,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,HIGH,HIGH,False,False
HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,True,False,NORMAL,LOW,LOW,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,NORMAL,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH,HIGH,False,False
NORMAL,False,True,False,NORMAL,LOW,LOW,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,LOW,LOW,True,False
HIGH,False,False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,True,False,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,HIGH,LOW,False,False
NORMAL,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
LOW,False,False,False,NORMAL,LOW,NORMAL,LOW,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL,LOW,False,False
HIGH,True,False,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH,HIGH,False,False
NORMAL,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,True,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL,HIGH,False,False
LOW,False,False,False,HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,True,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
LOW,False,False,False,NORMAL,LOW,LOW,LOW,NORMAL,HIGH,LOW,LOW,NORMAL,LOW,LOW,False,False
HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL,HIGH,False,False
LOW,False,False,True,LOW,LOW,LOW,LOW,LOW,HIGH,HIGH,LOW,LOW,LOW,NORMAL,False,True
HIGH,False,False,False,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL,LOW,False,False
NORMAL,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH,True,False
HIGH,True,False,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,LOW,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
LOW,False,False,False,NORMAL,LOW,NORMAL,LOW,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,True,False,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,HIGH,LOW,LOW,HIGH,HIGH,ZERO,HIGH,HIGH,HIGH,LOW,LOW,False,False
HIGH,False,False,False,LOW,LOW,HIGH,NORMAL,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
LOW,False,False,False,HIGH,LOW,LOW,LOW,HIGH,ZERO,LOW,HIGH,HIGH,LOW,LOW,False,False
LOW,False,False,False,HIGH,LOW,LOW,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,LOW,NORMAL,False,False
NORMAL,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,LOW,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,LOW,LOW,False,False
HIGH,False,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False,False
LOW,False,False,False,NORMAL,LOW,NORMAL,LOW,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,LOW,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,NORMAL,False,False
LOW,False,False,False,NORMAL,LOW,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,NORMAL,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,LOW,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,LOW,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
LOW,False,True,False,HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL,HIGH,False,False
HIGH,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,NORMAL,HIGH,False,False
HIGH,False,False,False,HIGH,LOW,LOW,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,LOW,LOW,False,False
HIGH,False,False,True,LOW,LOW,LOW,HIGH,LOW,ZERO,HIGH,HIGH,LOW,LOW,LOW,False,True
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,HIGH,LOW,False,False
HIGH,True,False,False,NORMAL,LOW,HIGH,NORMAL,LOW,ZERO,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,HIGH,LOW,LOW,HIGH,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
LOW,False,False,True,LOW,LOW,LOW,HIGH,LOW,ZERO,HIGH,HIGH,LOW,LOW,NORMAL,False,True
NORMAL,True,False,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,HIGH,ZERO,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,False
HIGH,False,True,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,True,False,HIGH,LOW,LOW,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,LOW,LOW,False,False
HIGH,False,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
LOW,False,False,False,NORMAL,LOW,NORMAL,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL,HIGH,False,False
LOW,False,False,False,NORMAL,NORMAL,NORMAL,LOW,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL,NORMAL,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,LOW,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,NORMAL,LOW,False,False
NORMAL,False,False,False,NORMAL,LOW,LOW,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,True,False,LOW,LOW,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,LOW,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,NORMAL,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,LOW,LOW,False,False
HIGH,False,False,False,HIGH,LOW,LOW,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,LOW,LOW,False,False
LOW,True,True,False,HIGH,HIGH,NORMAL,HIGH,HIGH,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
LOW,False,False,False,NORMAL,LOW,NORMAL,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL,NORMAL,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,HIGH,False,False
LOW,False,False,False,HIGH,LOW,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,NORMAL,NORMAL,HIGH,False,False
LOW,False,False,False,NORMAL,ZERO,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,True,False,HIGH,LOW,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,HIGH,LOW,NORMAL,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,NORMAL,NORMAL,False,False
HIGH,False,False,False,HIGH,LOW,LOW,HIGH,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,LOW,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH,LOW,NORMAL,NORMAL,NORMAL,LOW,False,False
HIGH,False,False,True,LOW,LOW,LOW,HIGH,LOW,ZERO,LOW,HIGH,LOW,LOW,LOW,False,True
HIGH,False,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,False,True,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,NORMAL,HIGH,LOW,False,False
HIGH,False,True,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False
HIGH,True,False,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
LOW,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,False
HIGH,False,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,False
