INSUFFANESTH,LVFAILURE,LVEDVOLUME,CO,PCWP,VENTALV,CVP,DISCONNECT,STROKEVOLUME,BP,ERRLOWOUTPUT,HISTORY
False,False,NORMAL,HIGH,NORMAL,LOW,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
True,False,LOW,HIGH,LOW,ZERO,LOW,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,LOW,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
True,False,NORMAL,NORMAL,NORMAL,LOW,NORMAL,True,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,LOW,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,LOW,HIGH,LOW,ZERO,LOW,True,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,LOW,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,NORMAL,False,False
False,True,LOW,LOW,LOW,ZERO,LOW,False,LOW,LOW,False,True
False,True,LOW,LOW,LOW,ZERO,LOW,False,LOW,LOW,False,True
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,False,False
False,False,HIGH,HIGH,HIGH,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,HIGH,LOW,HIGH,ZERO,NORMAL,False,LOW,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,LOW,NORMAL,HIGH,NORMAL,False,LOW,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,NORMAL,False,False
False,False,NORMAL,HIGH,LOW,NORMAL,NORMAL,False,NORMAL,LOW,False,False
True,False,NORMAL,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,HIGH,LOW,HIGH,ZERO,HIGH,False,LOW,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,LOW,LOW,False,NORMAL,HIGH,False,False
False,False,HIGH,HIGH,HIGH,ZERO,HIGH,False,NORMAL,NORMAL,False,False
False,False,HIGH,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH,False,False
False,False,HIGH,HIGH,HIGH,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,NORMAL,NORMAL,LOW,NORMAL,True,NORMAL,HIGH,False,False
False,False,HIGH,LOW,HIGH,ZERO,NORMAL,False,LOW,LOW,False,False
False,False,HIGH,LOW,HIGH,ZERO,NORMAL,False,LOW,HIGH,False,False
False,False,HIGH,LOW,HIGH,LOW,NORMAL,False,LOW,NORMAL,False,False
True,False,NORMAL,LOW,NORMAL,ZERO,NORMAL,False,LOW,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,True,LOW,LOW,LOW,ZERO,LOW,False,LOW,LOW,False,True
False,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,NORMAL,NORMAL,False,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,HIGH,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,LOW,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,LOW,NORMAL,LOW,HIGH,HIGH,True,NORMAL,NORMAL,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,True,LOW,HIGH,LOW,ZERO,LOW,False,NORMAL,LOW,False,True
False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,True,NORMAL,HIGH,False,False
False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,True,NORMAL,HIGH,False,False
False,False,HIGH,HIGH,HIGH,LOW,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,True,NORMAL,LOW,False,False
False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,False,False
False,False,HIGH,HIGH,HIGH,ZERO,HIGH,False,NORMAL,NORMAL,False,False
True,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,NORMAL,False,False
False,False,HIGH,LOW,HIGH,ZERO,HIGH,False,LOW,LOW,True,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,HIGH,HIGH,HIGH,ZERO,HIGH,False,NORMAL,LOW,False,False
False,False,HIGH,LOW,HIGH,ZERO,HIGH,False,LOW,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,True,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
True,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,NORMAL,NORMAL,False,False
True,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,HIGH,HIGH,HIGH,LOW,HIGH,False,NORMAL,HIGH,True,False
True,False,HIGH,HIGH,HIGH,NORMAL,HIGH,False,NORMAL,HIGH,False,False
False,False,HIGH,LOW,HIGH,ZERO,HIGH,False,LOW,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
True,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
True,False,HIGH,HIGH,HIGH,ZERO,HIGH,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,HIGH,NORMAL,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,LOW,NORMAL,LOW,LOW,True,LOW,LOW,False,False
False,True,LOW,LOW,LOW,ZERO,LOW,False,LOW,LOW,False,True
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,False,False
False,False,HIGH,LOW,HIGH,ZERO,HIGH,False,LOW,LOW,False,False
True,False,NORMAL,LOW,NORMAL,HIGH,NORMAL,False,LOW,LOW,False,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
True,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,True,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,HIGH,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,LOW,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,True,NORMAL,LOW,False,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,LOW,True,NORMAL,NORMAL,False,False
True,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,True,LOW,LOW,LOW,HIGH,LOW,True,LOW,LOW,False,True
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
True,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,LOW,NORMAL,False,NORMAL,LOW,False,True
False,False,NORMAL,HIGH,NORMAL,LOW,NORMAL,False,NORMAL,HIGH,False,False
False,False,HIGH,NORMAL,HIGH,ZERO,HIGH,False,LOW,HIGH,False,False
False,False,HIGH,HIGH,HIGH,ZERO,NORMAL,False,NORMAL,HIGH,False,False
True,True,LOW,NORMAL,LOW,ZERO,LOW,False,LOW,NORMAL,False,True
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,HIGH,NORMAL,HIGH,ZERO,NORMAL,False,LOW,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
True,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,True,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,HIGH,LOW,HIGH,ZERO,NORMAL,False,LOW,LOW,False,False
False,False,HIGH,HIGH,HIGH,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,HIGH,LOW,HIGH,ZERO,HIGH,False,LOW,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,LOW,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,HIGH,HIGH,HIGH,ZERO,HIGH,False,NORMAL,NORMAL,False,False
False,False,HIGH,HIGH,HIGH,ZERO,HIGH,False,NORMAL,LOW,False,False
False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,True,NORMAL,NORMAL,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,False,True
False,False,NORMAL,LOW,HIGH,LOW,NORMAL,True,LOW,LOW,False,False
False,True,LOW,LOW,HIGH,HIGH,LOW,False,LOW,NORMAL,False,True
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,NORMAL,False,False
False,False,LOW,LOW,LOW,HIGH,LOW,False,LOW,LOW,False,False
False,False,NORMAL,NORMAL,LOW,HIGH,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
True,False,NORMAL,LOW,NORMAL,ZERO,NORMAL,False,LOW,LOW,False,False
False,False,HIGH,LOW,HIGH,HIGH,NORMAL,True,LOW,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
True,False,HIGH,NORMAL,HIGH,ZERO,HIGH,False,NORMAL,NORMAL,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,HIGH,NORMAL,HIGH,ZERO,HIGH,False,LOW,NORMAL,False,False
True,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,NORMAL,LOW,ZERO,NORMAL,False,NORMAL,NORMAL,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,HIGH,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,LOW,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,HIGH,HIGH,HIGH,ZERO,HIGH,False,NORMAL,LOW,False,False
False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL,False,False
False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,True,LOW,LOW,False,False
False,True,LOW,LOW,LOW,ZERO,LOW,False,LOW,LOW,False,True
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,True,NORMAL,HIGH,False,False
False,False,NORMAL,LOW,NORMAL,ZERO,NORMAL,False,LOW,LOW,False,False
False,False,HIGH,HIGH,HIGH,ZERO,HIGH,False,NORMAL,LOW,False,False
False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,True,NORMAL,NORMAL,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,HIGH,NORMAL,HIGH,LOW,HIGH,False,LOW,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,LOW,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,False,False
False,False,NORMAL,HIGH,HIGH,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,HIGH,NORMAL,HIGH,ZERO,NORMAL,False,NORMAL,NORMAL,False,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,HIGH,HIGH,HIGH,HIGH,HIGH,True,NORMAL,NORMAL,True,False
False,False,LOW,LOW,LOW,ZERO,LOW,False,LOW,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,True,False
False,False,HIGH,LOW,HIGH,ZERO,HIGH,False,LOW,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,LOW,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,LOW,HIGH,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,LOW,NORMAL,ZERO,NORMAL,False,LOW,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,HIGH,LOW,HIGH,HIGH,NORMAL,False,NORMAL,LOW,False,False
False,False,HIGH,NORMAL,HIGH,ZERO,NORMAL,False,LOW,NORMAL,False,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,LOW,NORMAL,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,NORMAL,LOW,True,False
False,False,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,LOW,ZERO,NORMAL,False,NORMAL,NORMAL,False,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,NORMAL,False,False
False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,NORMAL,HIGH,False,False
False,False,HIGH,LOW,HIGH,HIGH,HIGH,False,LOW,LOW,False,False
False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,LOW,HIGH,LOW,ZERO,LOW,True,NORMAL,HIGH,False,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,HIGH,LOW,HIGH,ZERO,HIGH,False,LOW,NORMAL,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,False,False
True,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,HIGH,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,True,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,True,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,HIGH,HIGH,HIGH,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,True,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,LOW,NORMAL,ZERO,NORMAL,False,LOW,LOW,True,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,NORMAL,False,False
False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,HIGH,HIGH,HIGH,ZERO,NORMAL,False,NORMAL,HIGH,True,False
False,False,NORMAL,LOW,NORMAL,LOW,NORMAL,False,LOW,LOW,False,False
True,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,LOW,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,LOW,HIGH,LOW,ZERO,LOW,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,HIGH,LOW,HIGH,NORMAL,NORMAL,False,LOW,LOW,False,False
True,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,LOW,ZERO,LOW,False,HIGH,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,LOW,NORMAL,HIGH,NORMAL,False,LOW,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,True,NORMAL,NORMAL,False,False
False,False,HIGH,HIGH,HIGH,ZERO,HIGH,False,NORMAL,HIGH,False,False
False,False,HIGH,LOW,HIGH,HIGH,HIGH,True,LOW,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,True
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,False,False
True,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,LOW,NORMAL,ZERO,NORMAL,False,LOW,NORMAL,False,False
False,False,NORMAL,LOW,NORMAL,ZERO,LOW,False,NORMAL,NORMAL,False,False
False,False,HIGH,HIGH,HIGH,ZERO,HIGH,False,NORMAL,HIGH,False,False
True,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,LOW,NORMAL,False,NORMAL,HIGH,False,False
False,False,HIGH,LOW,HIGH,ZERO,HIGH,False,LOW,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,True,False
False,True,LOW,LOW,LOW,ZERO,LOW,False,LOW,NORMAL,False,True
False,True,LOW,LOW,LOW,ZERO,LOW,False,LOW,LOW,False,True
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,False,False
False,False,HIGH,LOW,HIGH,ZERO,HIGH,False,LOW,LOW,False,False
False,False,NORMAL,HIGH,LOW,LOW,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,NORMAL,NORMAL,False,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,LOW,NORMAL,False,False
False,False,NORMAL,HIGH,NORMAL,LOW,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,LOW,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,HIGH,HIGH,HIGH,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,LOW,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,LOW,NORMAL,False,NORMAL,HIGH,False,False
True,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,True,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,LOW,HIGH,LOW,ZERO,LOW,False,NORMAL,LOW,True,False
True,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
True,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,True,NORMAL,LOW,False,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,NORMAL,NORMAL,False,False
False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,True,NORMAL,NORMAL,False,False
True,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,NORMAL,NORMAL,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,True,False
False,False,HIGH,HIGH,HIGH,ZERO,HIGH,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,LOW,HIGH,NORMAL,True,NORMAL,HIGH,False,False
False,False,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL,HIGH,False,False
False,True,LOW,LOW,LOW,ZERO,LOW,False,LOW,NORMAL,True,True
True,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,False,LOW,LOW,False,False
True,False,LOW,HIGH,LOW,ZERO,LOW,True,NORMAL,HIGH,False,False
False,False,HIGH,HIGH,HIGH,HIGH,HIGH,False,NORMAL,LOW,False,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,LOW,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,HIGH,LOW,HIGH,HIGH,NORMAL,False,LOW,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,True,False
False,False,NORMAL,HIGH,NORMAL,HIGH,LOW,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,NORMAL,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,HIGH,LOW,False,False
False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,LOW,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,NORMAL,HIGH,NORMAL,ZERO,NORMAL,False,NORMAL,HIGH,False,False
False,False,LOW,HIGH,LOW,ZERO,LOW,False,NORMAL,HIGH,False,False
False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,True,NORMAL,NORMAL,True,False
