HRBP,VENTTUBE,ERRCAUTER,INSUFFANESTH,INTUBATION,PVSAT,CO,MINVOL,HRSAT,HREKG,VENTALV,TPR,VENTLUNG,ARTCO2,HR,SAO2,CATECHOL,DISCONNECT,BP,HISTORY
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False
HIGH,ZERO,True,True,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,ZERO,False,True,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,True,NORMAL,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
LOW,LOW,False,False,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,HIGH,ZERO,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,False
NORMAL,LOW,False,False,NORMAL,LOW,NORMAL,ZERO,LOW,HIGH,ZERO,LOW,ZERO,HIGH,LOW,NORMAL,HIGH,False,LOW,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,LOW,False,True,ESOPHAGEAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,False,HIGH,False
LOW,ZERO,False,False,NORMAL,LOW,LOW,LOW,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,HIGH,False,HIGH,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,HIGH,False,False,NORMAL,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,False,LOW,False
NORMAL,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
HIGH,ZERO,False,True,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,True,LOW,True
LOW,HIGH,False,False,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,NORMAL,False,HIGH,False
HIGH,HIGH,True,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False,LOW,False
HIGH,HIGH,False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,False,HIGH,False
NORMAL,LOW,False,False,NORMAL,NORMAL,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,NORMAL,HIGH,False,LOW,False
HIGH,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False
NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
HIGH,ZERO,False,False,NORMAL,HIGH,LOW,HIGH,LOW,HIGH,HIGH,HIGH,LOW,LOW,HIGH,HIGH,NORMAL,False,LOW,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
LOW,ZERO,True,False,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,True,NORMAL,False
NORMAL,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,NORMAL,HIGH,LOW,HIGH,False,LOW,False
HIGH,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,True
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,True
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
HIGH,LOW,True,False,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
HIGH,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
HIGH,LOW,True,True,NORMAL,LOW,NORMAL,ZERO,NORMAL,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,LOW,False,True,NORMAL,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,LOW,NORMAL,LOW,HIGH,HIGH,HIGH,False,LOW,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
HIGH,LOW,True,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,False,LOW,False
NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,ZERO,False,True,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,False,LOW,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,LOW,True,False,NORMAL,HIGH,LOW,HIGH,NORMAL,NORMAL,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,False,LOW,False
HIGH,ZERO,False,False,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,ZERO,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,True,LOW,False
HIGH,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,False,LOW,False
HIGH,ZERO,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False
HIGH,LOW,False,True,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False
HIGH,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,LOW,False,False,ONESIDED,LOW,HIGH,ZERO,HIGH,HIGH,LOW,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,False,HIGH,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL,ZERO,NORMAL,HIGH,LOW,HIGH,False,HIGH,False
HIGH,NORMAL,False,False,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,LOW,HIGH,LOW,HIGH,False,HIGH,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,True
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,LOW,False,True,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
HIGH,HIGH,False,False,NORMAL,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,False,LOW,False
HIGH,LOW,True,False,NORMAL,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False
HIGH,ZERO,True,False,NORMAL,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
HIGH,LOW,False,False,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
HIGH,ZERO,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False
HIGH,LOW,False,False,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,True
HIGH,LOW,False,True,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False
HIGH,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,LOW,HIGH,LOW,HIGH,False,LOW,False
LOW,LOW,True,False,NORMAL,LOW,NORMAL,ZERO,LOW,HIGH,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH,False,NORMAL,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
LOW,ZERO,False,False,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH,False,NORMAL,False
HIGH,ZERO,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
HIGH,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
LOW,ZERO,False,False,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,NORMAL,False,HIGH,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False
HIGH,LOW,False,True,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,True
HIGH,LOW,True,False,NORMAL,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
HIGH,LOW,False,False,NORMAL,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,False,LOW,False
HIGH,LOW,False,True,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
HIGH,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,True,LOW,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
LOW,LOW,True,False,NORMAL,LOW,NORMAL,ZERO,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,NORMAL,LOW,NORMAL,False,HIGH,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
HIGH,LOW,False,False,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,LOW,True,False,NORMAL,LOW,NORMAL,ZERO,NORMAL,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
LOW,ZERO,False,False,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,NORMAL,True,HIGH,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
LOW,LOW,False,False,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,ZERO,LOW,ZERO,HIGH,NORMAL,LOW,HIGH,False,LOW,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
HIGH,LOW,True,False,NORMAL,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,ZERO,False,True,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,True,HIGH,False
HIGH,LOW,True,False,NORMAL,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
HIGH,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False
HIGH,LOW,False,False,ONESIDED,LOW,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,LOW,HIGH,HIGH,LOW,HIGH,False,HIGH,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
LOW,LOW,False,False,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,ZERO,LOW,ZERO,HIGH,NORMAL,LOW,HIGH,False,LOW,False
HIGH,ZERO,False,False,NORMAL,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,HIGH,True,LOW,False
HIGH,LOW,False,False,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False
HIGH,LOW,False,False,NORMAL,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,HIGH,False,LOW,False
HIGH,LOW,False,False,ONESIDED,LOW,HIGH,ZERO,HIGH,HIGH,LOW,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,False,HIGH,False
HIGH,HIGH,False,True,ESOPHAGEAL,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH,LOW,HIGH,False,HIGH,False
HIGH,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,True,LOW,False
HIGH,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False,HIGH,False
HIGH,LOW,True,False,NORMAL,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,LOW,False,False,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
LOW,NORMAL,False,False,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,ZERO,HIGH,ZERO,HIGH,NORMAL,LOW,NORMAL,True,NORMAL,True
HIGH,LOW,False,True,NORMAL,LOW,HIGH,ZERO,LOW,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
HIGH,LOW,False,False,ESOPHAGEAL,LOW,HIGH,LOW,HIGH,HIGH,LOW,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,ZERO,False,False,NORMAL,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,True,NORMAL,False
LOW,LOW,False,True,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH,False,NORMAL,False
NORMAL,LOW,False,False,NORMAL,LOW,LOW,ZERO,NORMAL,HIGH,ZERO,HIGH,ZERO,HIGH,LOW,LOW,HIGH,False,LOW,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,True,HIGH,False
NORMAL,ZERO,False,True,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,True,LOW,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
LOW,LOW,False,False,NORMAL,LOW,LOW,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH,False,LOW,False
LOW,LOW,False,False,NORMAL,LOW,NORMAL,ZERO,HIGH,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH,False,NORMAL,False
LOW,LOW,False,False,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,LOW,HIGH,ZERO,HIGH,NORMAL,LOW,HIGH,False,NORMAL,False
HIGH,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,True,LOW,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
HIGH,LOW,False,False,ESOPHAGEAL,LOW,HIGH,LOW,HIGH,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
HIGH,LOW,True,False,NORMAL,LOW,LOW,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,ZERO,True,True,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False,HIGH,False
HIGH,ZERO,False,True,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,True,HIGH,False
HIGH,LOW,True,False,NORMAL,LOW,NORMAL,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False
HIGH,ZERO,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
NORMAL,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,ZERO,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
HIGH,LOW,False,True,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
HIGH,NORMAL,False,False,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,False,HIGH,False
HIGH,ZERO,False,False,NORMAL,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,False,LOW,True
HIGH,LOW,False,False,NORMAL,LOW,LOW,ZERO,NORMAL,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
NORMAL,HIGH,False,False,NORMAL,HIGH,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,LOW,LOW,LOW,NORMAL,NORMAL,False,NORMAL,True
NORMAL,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
NORMAL,LOW,False,False,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,HIGH,False
LOW,LOW,False,False,NORMAL,LOW,LOW,ZERO,LOW,HIGH,ZERO,LOW,ZERO,HIGH,LOW,LOW,HIGH,False,LOW,False
HIGH,LOW,True,False,NORMAL,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False,LOW,False
HIGH,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,False,LOW,False
HIGH,NORMAL,False,False,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,LOW,LOW,HIGH,HIGH,HIGH,LOW,HIGH,True,LOW,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False
LOW,LOW,False,False,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,ZERO,HIGH,ZERO,HIGH,NORMAL,LOW,HIGH,False,HIGH,False
HIGH,LOW,False,False,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False,NORMAL,False
