PULMEMBOLUS,INSUFFANESTH,LVEDVOLUME,PAP,HRSAT,PCWP,KINKEDTUBE,SHUNT,TPR,CVP,SAO2,BP
False,False,NORMAL,LOW,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,NORMAL
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,False,HIGH,NORMAL,HIGH,HIGH,False,HIGH,NORMAL,HIGH,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW
False,False,HIGH,NORMAL,NORMAL,HIGH,False,NORMAL,NORMAL,HIGH,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,True,NORMAL,HIGH,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,False,HIGH,NORMAL,LOW,HIGH,False,HIGH,NORMAL,HIGH,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,LOW,False,NORMAL,NORMAL,NORMAL,LOW,LOW
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,NORMAL,HIGH,LOW,NORMAL
False,True,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL
False,False,HIGH,NORMAL,HIGH,HIGH,True,NORMAL,HIGH,HIGH,LOW,HIGH
False,False,NORMAL,NORMAL,NORMAL,NORMAL,True,HIGH,NORMAL,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,NORMAL
False,True,NORMAL,NORMAL,HIGH,LOW,False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,LOW,NORMAL,HIGH,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,False,LOW,NORMAL,HIGH,LOW,False,HIGH,LOW,LOW,LOW,LOW
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,LOW,HIGH,LOW,LOW
False,False,HIGH,NORMAL,LOW,HIGH,False,NORMAL,HIGH,HIGH,HIGH,NORMAL
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,NORMAL,HIGH,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH,NORMAL,NORMAL,LOW,NORMAL
False,False,LOW,NORMAL,LOW,LOW,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,HIGH,HIGH,LOW,HIGH
False,False,NORMAL,NORMAL,LOW,NORMAL,False,HIGH,NORMAL,NORMAL,LOW,NORMAL
False,False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW
False,False,HIGH,HIGH,LOW,HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH
False,False,NORMAL,NORMAL,HIGH,HIGH,False,NORMAL,HIGH,NORMAL,LOW,NORMAL
False,False,NORMAL,LOW,HIGH,NORMAL,False,HIGH,NORMAL,NORMAL,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,HIGH,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,NORMAL
False,False,LOW,NORMAL,HIGH,LOW,False,NORMAL,NORMAL,LOW,LOW,LOW
False,False,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,HIGH,NORMAL,LOW,NORMAL
False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,NORMAL
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,LOW,LOW,NORMAL
False,False,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,LOW
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,False,NORMAL,LOW,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,LOW,NORMAL,LOW,LOW
False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,HIGH,NORMAL,HIGH,HIGH
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,LOW,HIGH,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,LOW,False,NORMAL,LOW,NORMAL,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW
False,False,HIGH,NORMAL,NORMAL,HIGH,False,NORMAL,HIGH,HIGH,LOW,HIGH
False,False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,True,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,HIGH,NORMAL,LOW,LOW
False,False,NORMAL,LOW,HIGH,NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW
False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,LOW,False,NORMAL,LOW,NORMAL,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,LOW,NORMAL,LOW,LOW
False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW
False,True,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,True,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,LOW,NORMAL,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,HIGH,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,NORMAL,HIGH,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH,LOW,NORMAL,LOW,LOW
False,False,LOW,LOW,HIGH,LOW,False,NORMAL,LOW,NORMAL,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH,NORMAL,NORMAL,LOW,HIGH
False,False,NORMAL,LOW,HIGH,NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW
False,False,LOW,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,LOW,LOW,HIGH
False,True,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,HIGH,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL
False,False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,NORMAL
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW
False,True,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,LOW,HIGH,LOW,LOW
False,False,NORMAL,NORMAL,LOW,NORMAL,True,NORMAL,NORMAL,NORMAL,HIGH,NORMAL
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,LOW,LOW,NORMAL
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH,LOW,NORMAL,LOW,LOW
False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL
False,False,LOW,NORMAL,LOW,LOW,False,NORMAL,NORMAL,LOW,LOW,LOW
False,False,LOW,HIGH,HIGH,LOW,False,NORMAL,NORMAL,LOW,LOW,LOW
False,True,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,HIGH,NORMAL,LOW,NORMAL
False,True,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,NORMAL,HIGH,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL
False,False,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,HIGH,False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,NORMAL
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,NORMAL
False,False,HIGH,NORMAL,LOW,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,LOW
False,False,NORMAL,LOW,NORMAL,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,False,LOW,NORMAL,LOW,LOW,False,NORMAL,LOW,LOW,LOW,LOW
True,False,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,HIGH,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,False,LOW,NORMAL,LOW,LOW,False,NORMAL,LOW,LOW,HIGH,LOW
False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,False,LOW,NORMAL,HIGH,LOW,False,HIGH,HIGH,LOW,LOW,LOW
False,False,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,LOW,NORMAL,NORMAL,LOW
False,False,NORMAL,HIGH,LOW,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,NORMAL
False,False,NORMAL,HIGH,LOW,NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW
False,True,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,LOW,HIGH,LOW,LOW
False,True,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,NORMAL,LOW,False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,LOW,NORMAL,False,HIGH,HIGH,NORMAL,LOW,NORMAL
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL
False,True,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,NORMAL,LOW,NORMAL
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,NORMAL,LOW,LOW,HIGH
False,False,HIGH,NORMAL,HIGH,HIGH,True,NORMAL,LOW,NORMAL,NORMAL,LOW
False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,HIGH,LOW,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,HIGH,NORMAL,HIGH,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,NORMAL
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,LOW,HIGH,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH,NORMAL,NORMAL,LOW,HIGH
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,NORMAL,HIGH,LOW,HIGH
False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,LOW,HIGH,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,LOW,HIGH,LOW,LOW
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,LOW,NORMAL,LOW,LOW
False,False,HIGH,NORMAL,LOW,HIGH,False,NORMAL,HIGH,NORMAL,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW
True,False,LOW,HIGH,HIGH,LOW,False,NORMAL,HIGH,LOW,LOW,NORMAL
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,LOW,HIGH,HIGH
False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,LOW,LOW,HIGH,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,NORMAL,HIGH,HIGH,HIGH
False,False,LOW,NORMAL,HIGH,LOW,False,NORMAL,LOW,LOW,LOW,LOW
False,True,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH,HIGH,NORMAL,LOW,HIGH
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,LOW,HIGH,NORMAL,LOW
False,False,LOW,HIGH,HIGH,NORMAL,False,HIGH,LOW,LOW,LOW,LOW
False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,HIGH,NORMAL,HIGH,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW
False,False,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW
False,True,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,LOW,HIGH,HIGH,LOW
False,False,NORMAL,NORMAL,NORMAL,NORMAL,False,HIGH,LOW,NORMAL,LOW,LOW
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,NORMAL,NORMAL,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,LOW,False,NORMAL,NORMAL,NORMAL,LOW,NORMAL
False,False,NORMAL,LOW,HIGH,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,False,LOW,NORMAL,HIGH,LOW,False,NORMAL,HIGH,LOW,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW
False,False,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL,NORMAL,HIGH,HIGH
False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,NORMAL
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,HIGH,HIGH,LOW,LOW
False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,LOW,NORMAL,HIGH,LOW
False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,NORMAL
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,NORMAL,HIGH,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW
False,False,HIGH,NORMAL,HIGH,HIGH,True,NORMAL,LOW,HIGH,LOW,LOW
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,NORMAL,HIGH,LOW,LOW
False,True,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,HIGH,HIGH,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,NORMAL,HIGH,LOW
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,HIGH,HIGH,LOW,HIGH
False,False,NORMAL,LOW,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,NORMAL
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,NORMAL,HIGH,LOW,LOW
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,NORMAL,HIGH,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH,NORMAL,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW
False,True,NORMAL,NORMAL,HIGH,NORMAL,True,NORMAL,HIGH,NORMAL,LOW,HIGH
False,False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,NORMAL
False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,NORMAL
False,False,LOW,NORMAL,HIGH,LOW,False,NORMAL,NORMAL,LOW,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW
False,False,LOW,HIGH,HIGH,LOW,False,NORMAL,HIGH,LOW,LOW,NORMAL
False,False,LOW,NORMAL,HIGH,LOW,False,NORMAL,LOW,LOW,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,LOW,HIGH,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,LOW
False,True,NORMAL,LOW,NORMAL,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,HIGH,NORMAL,NORMAL,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,False,LOW,NORMAL,HIGH,LOW,False,NORMAL,NORMAL,LOW,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH,LOW,NORMAL,LOW,LOW
False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,NORMAL
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW
False,True,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,LOW,HIGH,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH,NORMAL,NORMAL,LOW,NORMAL
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,HIGH,HIGH,LOW,HIGH
False,False,LOW,NORMAL,HIGH,LOW,False,NORMAL,LOW,LOW,LOW,LOW
False,False,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL,NORMAL,HIGH,HIGH
False,False,LOW,NORMAL,HIGH,LOW,False,NORMAL,LOW,LOW,LOW,LOW
False,True,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,LOW,HIGH,LOW,LOW
False,True,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,False,NORMAL,LOW,HIGH,NORMAL,True,NORMAL,NORMAL,NORMAL,LOW,NORMAL
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,True,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,NORMAL,HIGH,LOW
False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,NORMAL
False,False,LOW,NORMAL,HIGH,LOW,False,NORMAL,LOW,LOW,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,False,LOW,NORMAL,HIGH,LOW,False,NORMAL,NORMAL,LOW,NORMAL,HIGH
False,True,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,HIGH,False,NORMAL,LOW,NORMAL,LOW,LOW
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,NORMAL,HIGH,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,True,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,NORMAL,NORMAL,HIGH
False,False,HIGH,NORMAL,NORMAL,HIGH,False,HIGH,LOW,HIGH,LOW,LOW
False,False,NORMAL,LOW,HIGH,NORMAL,False,HIGH,LOW,NORMAL,LOW,LOW
False,False,HIGH,NORMAL,NORMAL,HIGH,False,NORMAL,LOW,HIGH,LOW,LOW
False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,LOW,NORMAL,HIGH,LOW
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,LOW,HIGH,LOW,LOW
False,True,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,LOW,HIGH,NORMAL,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,NORMAL,LOW,NORMAL
False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,NORMAL,LOW,LOW,LOW
False,False,LOW,NORMAL,LOW,LOW,False,HIGH,HIGH,LOW,LOW,LOW
False,False,HIGH,NORMAL,HIGH,HIGH,False,HIGH,NORMAL,HIGH,LOW,NORMAL
False,False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,HIGH,NORMAL,HIGH,HIGH
False,False,LOW,NORMAL,HIGH,LOW,False,NORMAL,HIGH,LOW,LOW,NORMAL
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,False,HIGH,NORMAL,NORMAL,HIGH,False,NORMAL,NORMAL,HIGH,LOW,LOW
False,True,NORMAL,HIGH,HIGH,LOW,False,NORMAL,HIGH,LOW,LOW,HIGH
False,False,HIGH,HIGH,NORMAL,HIGH,False,NORMAL,NORMAL,NORMAL,LOW,NORMAL
False,True,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,NORMAL,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,NORMAL,HIGH,LOW,HIGH
False,False,HIGH,NORMAL,LOW,HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,HIGH,HIGH,LOW,NORMAL
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,NORMAL,HIGH,LOW,HIGH
False,False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,NORMAL,NORMAL,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW,NORMAL,HIGH,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,HIGH,HIGH
False,False,LOW,NORMAL,HIGH,LOW,False,NORMAL,LOW,LOW,LOW,LOW
False,False,NORMAL,LOW,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,LOW
False,False,LOW,NORMAL,HIGH,LOW,False,NORMAL,LOW,LOW,LOW,LOW
False,False,NORMAL,NORMAL,HIGH,NORMAL,True,NORMAL,LOW,NORMAL,LOW,LOW
False,False,NORMAL,LOW,HIGH,NORMAL,False,NORMAL,NORMAL,NORMAL,LOW,HIGH
