Facility Type,Risk,City,State,Inspection Type,Results
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 2 (Medium),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Grocery Store,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 2 (Medium),CHICAGO,IL,Complaint,Pass
Grocery Store,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Grocery Store,Risk 1 (High),CHICAGO,IL,Recent Inspection,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Suspected Food Poisoning,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Short Form Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Grocery Store,Risk 2 (Medium),CHICAGO,IL,Complaint,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
School,Risk 1 (High),CHICAGO,IL,Canvass,Pass
School,Risk 1 (High),CHICAGO,IL,Canvass,Pass
School,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
School,Risk 1 (High),CHICAGO,IL,Canvass,Pass
School,Risk 1 (High),CHICAGO,IL,Canvass,Pass
School,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
School,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Suspected Food Poisoning,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Fail
Restaurant,Risk 2 (Medium),CHICAGO,IL,Canvass Re-Inspection,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Short Form Complaint,Fail
Grocery Store,Risk 2 (Medium),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass w/ Conditions
Hospital,Risk 1 (High),CHICAGO,IL,Canvass,Fail
School,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
School,Risk 1 (High),CHICAGO,IL,Complaint Re-Inspection,Pass w/ Conditions
School,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
School,Risk 1 (High),CHICAGO,IL,Canvass,Pass
School,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
School,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
School,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
School,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
School,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Short Form Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Grocery Store,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass w/ Conditions
Grocery Store,Risk 2 (Medium),CHICAGO,IL,Complaint,Pass
Grocery Store,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Grocery Store,Risk 2 (Medium),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass w/ Conditions
School,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint Re-Inspection,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Grocery Store,Risk 1 (High),CHICAGO,IL,Complaint Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Catering,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Catering,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Catering,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 2 (Medium),CHICAGO,IL,Canvass Re-Inspection,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Fail
Grocery Store,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Grocery Store,Risk 2 (Medium),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Bakery,Risk 2 (Medium),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 2 (Medium),CHICAGO,IL,Short Form Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 2 (Medium),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Tag Removal,Pass
PASTRY school,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass w/ Conditions
Grocery Store,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint Re-Inspection,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint Re-Inspection,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 2 (Medium),CHICAGO,IL,Complaint,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Bakery,Risk 2 (Medium),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Short Form Complaint,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 2 (Medium),CHICAGO,IL,Short Form Complaint,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Grocery Store,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 2 (Medium),CHICAGO,IL,Canvass,Pass
Grocery Store,Risk 2 (Medium),CHICAGO,IL,Complaint,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Short Form Complaint,Pass
School,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass w/ Conditions
RESTAURANT/BAR,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Suspected Food Poisoning,Pass
Restaurant,Risk 2 (Medium),CHICAGO,IL,Complaint,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 2 (Medium),CHICAGO,IL,Short Form Complaint,Fail
Restaurant,Risk 2 (Medium),CHICAGO,IL,Canvass,Pass
Grocery Store,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 2 (Medium),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
School,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
School,Risk 3 (Low),CHICAGO,IL,Canvass,Fail
School,Risk 1 (High),CHICAGO,IL,Canvass,Pass
School,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Tag Removal,Pass w/ Conditions
Grocery Store,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Catering,Risk 1 (High),CHICAGO,IL,Canvass,Pass
School,Risk 1 (High),CHICAGO,IL,Canvass,Pass
School,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
School,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 2 (Medium),CHICAGO,IL,Complaint,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass w/ Conditions
School,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Bakery,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Grocery Store,Risk 2 (Medium),CHICAGO,IL,Complaint,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Bakery,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Grocery Store,Risk 2 (Medium),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Fail
Grocery Store,Risk 1 (High),CHICAGO,IL,Complaint,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
School,Risk 2 (Medium),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 2 (Medium),CHICAGO,IL,Canvass,Fail
Grocery Store,Risk 1 (High),CHICAGO,IL,Complaint,Fail
Grocery Store,Risk 1 (High),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 2 (Medium),CHICAGO,IL,Short Form Complaint,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
School,Risk 1 (High),CHicago,IL,Canvass Re-Inspection,Pass
School,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
School,Risk 1 (High),CHICAGO,IL,Canvass,Pass
School,Risk 1 (High),CHICAGO,IL,Canvass,Pass
School,Risk 1 (High),chicago,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
School,Risk 1 (High),CHICAGO,IL,Canvass,Fail
School,Risk 2 (Medium),CHICAGO,IL,Canvass,Pass
School,Risk 3 (Low),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Grocery Store,Risk 1 (High),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass w/ Conditions
Bakery,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Short Form Complaint,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint Re-Inspection,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 2 (Medium),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 2 (Medium),CHICAGO,IL,Canvass,Pass
Grocery Store,Risk 2 (Medium),CHICAGO,IL,Canvass,Pass
Long Term Care,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Fail
Restaurant,Risk 2 (Medium),CHICAGO,IL,Short Form Complaint,Fail
Grocery Store,Risk 1 (High),CHICAGO,IL,Short Form Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Grocery Store,Risk 2 (Medium),CHICAGO,IL,Canvass Re-Inspection,Pass w/ Conditions
Restaurant,Risk 2 (Medium),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 2 (Medium),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Short Form Complaint,Pass w/ Conditions
Restaurant,Risk 2 (Medium),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 2 (Medium),CHICAGO,IL,Complaint Re-Inspection,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 2 (Medium),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 2 (Medium),CHICAGO,IL,Complaint,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Short Form Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Suspected Food Poisoning,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Recent Inspection,Pass
Bakery,Risk 2 (Medium),CHICAGO,IL,Complaint,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 2 (Medium),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Short Form Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Tag Removal,Pass
LIVE POULTRY,Risk 2 (Medium),CHICAGO,IL,Complaint,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Tag Removal,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Grocery Store,Risk 1 (High),CHICAGO,IL,Canvass,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Tag Removal,Pass
Restaurant,Risk 2 (Medium),CHICAGO,IL,Short Form Complaint,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Fail
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass
Grocery Store,Risk 2 (Medium),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 2 (Medium),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 2 (Medium),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass Re-Inspection,Pass w/ Conditions
Restaurant,Risk 1 (High),CHICAGO,IL,Canvass,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Complaint,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Tag Removal,Pass
Restaurant,Risk 1 (High),CHICAGO,IL,Suspected Food Poisoning,Fail
Grocery Store,Risk 2 (Medium),CHICAGO,IL,Canvass Re-Inspection,Pass w/ Conditions
