meldug_1,lai_0,udbytte,foto_2,lai_3,middel_1,meldug_2,meldug_3,lai_1,foto_1,meldug_4,dm_2,straaling_2,lai_4,foto_3,dm_1,lai_2,dm_4,foto_4,dm_3
10___25__,3_5___4_5,65___67_hkg_ha,0_40_kg_m2,1_5___2_5,0_25_l_ha,2___6__,0_00___0_01__,3_5___4_5,0_50_kg_m2,0_00___0_01__,0_42_kg_m2,150___199_MJ_m2,0_5___1_5,0_60_kg_m2,0_24_kg_m2,2_5___3_5,0_78_kg_m2,0_35_kg_m2,0_72_kg_m2
50___100__,3_5___4_5,19___21_hkg_ha,0_30_kg_m2,0_5___1_5,0_25_l_ha,1___2__,0_5___1__,0_5___1_5,0_15_kg_m2,0_00___0_01__,0_18_kg_m2,200___249_MJ_m2,0_0___0_5,0_35_kg_m2,0_04_kg_m2,0_5___1_5,0_24_kg_m2,0_00_kg_m2,0_34_kg_m2
10___25__,5_5___6_5,89___91_hkg_ha,0_55_kg_m2,2_5___3_5,0_75_l_ha,0_01___0_5__,0_5___1__,4_5___5_5,0_55_kg_m2,0_00___0_01__,0_56_kg_m2,200___249_MJ_m2,0_5___1_5,0_75_kg_m2,0_28_kg_m2,4_5___5_5,1_06_kg_m2,0_45_kg_m2,0_90_kg_m2
6___10__,4_5___5_5,87___89_hkg_ha,0_60_kg_m2,3_5___4_5,0_50_l_ha,0_00___0_01__,0_00___0_01__,4_5___5_5,0_40_kg_m2,0_00___0_01__,0_50_kg_m2,200___249_MJ_m2,0_5___1_5,0_80_kg_m2,0_20_kg_m2,4_5___5_5,1_04_kg_m2,0_40_kg_m2,0_94_kg_m2
2___6__,5_5___6_5,115___117_hkg_ha,0_60_kg_m2,2_5___3_5,0_50_l_ha,0_00___0_01__,0_00___0_01__,5_5___6_5,0_80_kg_m2,0_00___0_01__,0_84_kg_m2,200___249_MJ_m2,0_5___1_5,0_75_kg_m2,0_52_kg_m2,4_5___5_5,1_36_kg_m2,0_50_kg_m2,1_22_kg_m2
6___10__,3_5___4_5,81___83_hkg_ha,0_40_kg_m2,1_5___2_5,0_50_l_ha,1___2__,1___2__,2_5___3_5,0_50_kg_m2,1___2__,0_44_kg_m2,200___249_MJ_m2,0_5___1_5,0_75_kg_m2,0_26_kg_m2,2_5___3_5,0_96_kg_m2,0_40_kg_m2,0_84_kg_m2
0_5___1__,2_5___3_5,65___67_hkg_ha,0_45_kg_m2,0_5___1_5,0_l_ha,0_5___1__,2___6__,2_5___3_5,0_75_kg_m2,0_00___0_01__,0_66_kg_m2,200___249_MJ_m2,0_0___0_5,0_45_kg_m2,0_44_kg_m2,1_5___2_5,0_78_kg_m2,0_10_kg_m2,0_86_kg_m2
25___50__,5_5___6_5,97___99_hkg_ha,0_40_kg_m2,1_5___2_5,0_50_l_ha,1___2__,25___50__,3_5___4_5,0_65_kg_m2,1___2__,0_56_kg_m2,150___199_MJ_m2,0_5___1_5,0_75_kg_m2,0_40_kg_m2,3_5___4_5,1_16_kg_m2,0_55_kg_m2,0_94_kg_m2
0_01___0_5__,___6_5,113___115_hkg_ha,0_50_kg_m2,3_5___4_5,0_50_l_ha,0_00___0_01__,0_00___0_01__,___6_5,0_65_kg_m2,0_00___0_01__,0_60_kg_m2,150___199_MJ_m2,0_5___1_5,0_85_kg_m2,0_36_kg_m2,5_5___6_5,1_34_kg_m2,0_60_kg_m2,1_06_kg_m2
0_01___0_5__,2_5___3_5,101___103_hkg_ha,0_50_kg_m2,2_5___3_5,0_75_l_ha,0_00___0_01__,0_00___0_01__,3_5___4_5,0_45_kg_m2,0_00___0_01__,0_54_kg_m2,200___249_MJ_m2,0_5___1_5,0_90_kg_m2,0_26_kg_m2,3_5___4_5,1_22_kg_m2,0_55_kg_m2,1_04_kg_m2
50___100__,4_5___5_5,0___1_hkg_ha,0_00_kg_m2,0_0___0_5,0_25_l_ha,10___25__,6___10__,0_5___1_5,0_25_kg_m2,0_01___0_5__,0_02_kg_m2,____250_MJ_m2,0_0___0_5,0_00_kg_m2,0_10_kg_m2,0_0___0_5,0_00_kg_m2,0_00_kg_m2,0_00_kg_m2
2___6__,3_5___4_5,77___79_hkg_ha,0_40_kg_m2,1_5___2_5,0_50_l_ha,0_01___0_5__,0_00___0_01__,2_5___3_5,0_45_kg_m2,0_00___0_01__,0_42_kg_m2,200___249_MJ_m2,0_5___1_5,0_70_kg_m2,0_22_kg_m2,2_5___3_5,0_92_kg_m2,0_40_kg_m2,0_78_kg_m2
6___10__,3_5___4_5,73___75_hkg_ha,0_35_kg_m2,1_5___2_5,0_50_l_ha,0_01___0_5__,0_00___0_01__,2_5___3_5,0_35_kg_m2,0_00___0_01__,0_32_kg_m2,150___199_MJ_m2,0_5___1_5,0_70_kg_m2,0_16_kg_m2,2_5___3_5,0_88_kg_m2,0_45_kg_m2,0_72_kg_m2
50___100__,___6_5,9___11_hkg_ha,0_10_kg_m2,0_0___0_5,0_l_ha,50___100__,50___100__,0_5___1_5,0_25_kg_m2,6___10__,0_08_kg_m2,150___199_MJ_m2,0_0___0_5,0_25_kg_m2,0_08_kg_m2,0_0___0_5,0_12_kg_m2,0_00_kg_m2,0_18_kg_m2
6___10__,4_5___5_5,89___91_hkg_ha,0_45_kg_m2,1_5___2_5,0_25_l_ha,0_5___1__,0_00___0_01__,3_5___4_5,0_55_kg_m2,0_00___0_01__,0_52_kg_m2,200___249_MJ_m2,0_5___1_5,0_60_kg_m2,0_30_kg_m2,2_5___3_5,1_06_kg_m2,0_60_kg_m2,0_82_kg_m2
6___10__,___6_5,99___101_hkg_ha,0_60_kg_m2,3_5___4_5,0_75_l_ha,0_00___0_01__,0_00___0_01__,___6_5,0_45_kg_m2,0_00___0_01__,0_58_kg_m2,200___249_MJ_m2,0_5___1_5,0_75_kg_m2,0_26_kg_m2,5_5___6_5,1_18_kg_m2,0_50_kg_m2,0_98_kg_m2
6___10__,4_5___5_5,107___109_hkg_ha,0_60_kg_m2,2_5___3_5,0_75_l_ha,0_01___0_5__,0_00___0_01__,4_5___5_5,0_55_kg_m2,0_00___0_01__,0_62_kg_m2,200___249_MJ_m2,0_5___1_5,0_95_kg_m2,0_30_kg_m2,4_5___5_5,1_26_kg_m2,0_45_kg_m2,1_10_kg_m2
0_01___0_5__,2_5___3_5,89___91_hkg_ha,0_55_kg_m2,2_5___3_5,0_25_l_ha,0_00___0_01__,0_00___0_01__,2_5___3_5,0_40_kg_m2,0_00___0_01__,0_48_kg_m2,200___249_MJ_m2,0_5___1_5,0_75_kg_m2,0_20_kg_m2,3_5___4_5,1_06_kg_m2,0_50_kg_m2,0_88_kg_m2
0_01___0_5__,5_5___6_5,95___97_hkg_ha,0_55_kg_m2,3_5___4_5,0_l_ha,0_5___1__,2___6__,___6_5,0_55_kg_m2,0_5___1__,0_56_kg_m2,150___199_MJ_m2,0_5___1_5,0_95_kg_m2,0_30_kg_m2,___6_5,1_12_kg_m2,0_40_kg_m2,1_04_kg_m2
25___50__,3_5___4_5,51___53_hkg_ha,0_45_kg_m2,0_5___1_5,0_75_l_ha,0_00___0_01__,0_00___0_01__,1_5___2_5,0_40_kg_m2,0_00___0_01__,0_36_kg_m2,200___249_MJ_m2,0_0___0_5,0_50_kg_m2,0_18_kg_m2,1_5___2_5,0_60_kg_m2,0_15_kg_m2,0_62_kg_m2
2___6__,3_5___4_5,113___115_hkg_ha,0_75_kg_m2,3_5___4_5,0_25_l_ha,0_5___1__,0_00___0_01__,4_5___5_5,0_65_kg_m2,0_00___0_01__,0_78_kg_m2,____250_MJ_m2,0_5___1_5,0_95_kg_m2,0_36_kg_m2,5_5___6_5,1_34_kg_m2,0_40_kg_m2,1_30_kg_m2
0_00___0_01__,5_5___6_5,109___111_hkg_ha,0_50_kg_m2,3_5___4_5,0_25_l_ha,0_00___0_01__,0_00___0_01__,4_5___5_5,0_55_kg_m2,0_00___0_01__,0_56_kg_m2,150___199_MJ_m2,0_5___1_5,0_95_kg_m2,0_30_kg_m2,4_5___5_5,1_30_kg_m2,0_45_kg_m2,1_12_kg_m2
0_01___0_5__,___6_5,127___129_hkg_ha,0_70_kg_m2,4_5___5_5,0_25_l_ha,0_00___0_01__,0_00___0_01__,___6_5,0_65_kg_m2,0_00___0_01__,0_76_kg_m2,200___249_MJ_m2,1_5___2_5,0_95_kg_m2,0_38_kg_m2,___6_5,1_50_kg_m2,0_70_kg_m2,1_22_kg_m2
6___10__,4_5___5_5,33___35_hkg_ha,0_25_kg_m2,0_5___1_5,0_l_ha,50___100__,0_5___1__,3_5___4_5,0_40_kg_m2,0_00___0_01__,0_26_kg_m2,150___199_MJ_m2,0_0___0_5,0_50_kg_m2,0_18_kg_m2,0_5___1_5,0_40_kg_m2,0_05_kg_m2,0_50_kg_m2
0_5___1__,5_5___6_5,107___109_hkg_ha,0_50_kg_m2,4_5___5_5,0_50_l_ha,0_00___0_01__,0_00___0_01__,5_5___6_5,0_40_kg_m2,0_00___0_01__,0_46_kg_m2,150___199_MJ_m2,1_5___2_5,1_00_kg_m2,0_20_kg_m2,___6_5,1_28_kg_m2,0_60_kg_m2,1_02_kg_m2
10___25__,2_5___3_5,93___95_hkg_ha,0_50_kg_m2,2_5___3_5,0_l_ha,1___2__,0_00___0_01__,2_5___3_5,0_55_kg_m2,0_00___0_01__,0_54_kg_m2,150___199_MJ_m2,0_5___1_5,0_80_kg_m2,0_30_kg_m2,3_5___4_5,1_10_kg_m2,0_40_kg_m2,0_94_kg_m2
0_01___0_5__,3_5___4_5,81___83_hkg_ha,0_45_kg_m2,1_5___2_5,0_25_l_ha,0_00___0_01__,0_00___0_01__,2_5___3_5,0_40_kg_m2,0_00___0_01__,0_40_kg_m2,200___249_MJ_m2,0_5___1_5,0_85_kg_m2,0_20_kg_m2,1_5___2_5,0_96_kg_m2,0_35_kg_m2,0_84_kg_m2
50___100__,5_5___6_5,37___39_hkg_ha,0_40_kg_m2,0_5___1_5,0_25_l_ha,6___10__,0_00___0_01__,1_5___2_5,0_25_kg_m2,0_00___0_01__,0_28_kg_m2,150___199_MJ_m2,0_0___0_5,0_60_kg_m2,0_10_kg_m2,1_5___2_5,0_44_kg_m2,0_00_kg_m2,0_58_kg_m2
25___50__,3_5___4_5,83___85_hkg_ha,0_45_kg_m2,1_5___2_5,0_50_l_ha,6___10__,1___2__,2_5___3_5,0_50_kg_m2,1___2__,0_46_kg_m2,200___249_MJ_m2,0_5___1_5,0_80_kg_m2,0_28_kg_m2,2_5___3_5,1_00_kg_m2,0_35_kg_m2,0_92_kg_m2
0_5___1__,2_5___3_5,69___71_hkg_ha,0_45_kg_m2,1_5___2_5,0_50_l_ha,0_00___0_01__,0_00___0_01__,2_5___3_5,0_30_kg_m2,0_00___0_01__,0_34_kg_m2,150___199_MJ_m2,0_5___1_5,0_65_kg_m2,0_12_kg_m2,2_5___3_5,0_82_kg_m2,0_45_kg_m2,0_66_kg_m2
0_5___1__,___6_5,113___115_hkg_ha,0_65_kg_m2,3_5___4_5,0_50_l_ha,0_00___0_01__,0_00___0_01__,5_5___6_5,0_65_kg_m2,0_00___0_01__,0_70_kg_m2,____250_MJ_m2,0_5___1_5,0_95_kg_m2,0_36_kg_m2,5_5___6_5,1_34_kg_m2,0_50_kg_m2,1_22_kg_m2
0_5___1__,5_5___6_5,87___89_hkg_ha,0_55_kg_m2,2_5___3_5,0_75_l_ha,0_00___0_01__,0_00___0_01__,4_5___5_5,0_45_kg_m2,0_00___0_01__,0_52_kg_m2,150___199_MJ_m2,0_5___1_5,0_80_kg_m2,0_22_kg_m2,4_5___5_5,1_04_kg_m2,0_45_kg_m2,0_92_kg_m2
50___100__,2_5___3_5,25___27_hkg_ha,0_30_kg_m2,0_0___0_5,0_75_l_ha,1___2__,1___2__,0_5___1_5,0_30_kg_m2,0_00___0_01__,0_22_kg_m2,150___199_MJ_m2,0_0___0_5,0_25_kg_m2,0_12_kg_m2,0_5___1_5,0_30_kg_m2,0_20_kg_m2,0_30_kg_m2
10___25__,3_5___4_5,91___93_hkg_ha,0_35_kg_m2,1_5___2_5,0_75_l_ha,0_00___0_01__,0_00___0_01__,2_5___3_5,0_40_kg_m2,0_00___0_01__,0_36_kg_m2,150___199_MJ_m2,0_5___1_5,0_85_kg_m2,0_22_kg_m2,2_5___3_5,1_08_kg_m2,0_60_kg_m2,0_80_kg_m2
2___6__,3_5___4_5,89___91_hkg_ha,0_45_kg_m2,2_5___3_5,0_25_l_ha,0_00___0_01__,0_00___0_01__,4_5___5_5,0_60_kg_m2,0_00___0_01__,0_50_kg_m2,150___199_MJ_m2,0_5___1_5,0_80_kg_m2,0_32_kg_m2,4_5___5_5,1_04_kg_m2,0_40_kg_m2,0_94_kg_m2
25___50__,___6_5,81___83_hkg_ha,0_50_kg_m2,1_5___2_5,0_25_l_ha,0_00___0_01__,0_00___0_01__,2_5___3_5,0_45_kg_m2,0_00___0_01__,0_46_kg_m2,150___199_MJ_m2,0_5___1_5,0_65_kg_m2,0_24_kg_m2,2_5___3_5,0_98_kg_m2,0_50_kg_m2,0_80_kg_m2
50___100__,2_5___3_5,5___7_hkg_ha,0_10_kg_m2,0_0___0_5,0_75_l_ha,0_5___1__,0_00___0_01__,0_0___0_5,0_00_kg_m2,0_00___0_01__,0_00_kg_m2,200___249_MJ_m2,0_0___0_5,0_00_kg_m2,0_00_kg_m2,0_0___0_5,0_06_kg_m2,0_15_kg_m2,0_00_kg_m2
25___50__,3_5___4_5,35___37_hkg_ha,0_35_kg_m2,0_5___1_5,0_50_l_ha,0_01___0_5__,0_00___0_01__,2_5___3_5,0_45_kg_m2,0_00___0_01__,0_36_kg_m2,150___199_MJ_m2,0_0___0_5,0_40_kg_m2,0_24_kg_m2,1_5___2_5,0_42_kg_m2,0_00_kg_m2,0_52_kg_m2
6___10__,3_5___4_5,85___87_hkg_ha,0_40_kg_m2,2_5___3_5,0_25_l_ha,0_01___0_5__,0_00___0_01__,3_5___4_5,0_55_kg_m2,0_00___0_01__,0_50_kg_m2,150___199_MJ_m2,0_5___1_5,0_75_kg_m2,0_32_kg_m2,3_5___4_5,1_00_kg_m2,0_40_kg_m2,0_86_kg_m2
25___50__,3_5___4_5,7___9_hkg_ha,0_25_kg_m2,0_0___0_5,0_l_ha,50___100__,50___100__,2_5___3_5,0_40_kg_m2,0_5___1__,0_30_kg_m2,150___199_MJ_m2,0_0___0_5,0_00_kg_m2,0_22_kg_m2,0_5___1_5,0_10_kg_m2,0_00_kg_m2,0_18_kg_m2
50___100__,2_5___3_5,0___1_hkg_ha,0_00_kg_m2,0_0___0_5,0_75_l_ha,2___6__,10___25__,0_0___0_5,0_15_kg_m2,50___100__,0_00_kg_m2,____250_MJ_m2,0_0___0_5,0_05_kg_m2,0_04_kg_m2,0_0___0_5,0_00_kg_m2,0_00_kg_m2,0_00_kg_m2
50___100__,5_5___6_5,0___1_hkg_ha,0_05_kg_m2,0_0___0_5,0_50_l_ha,0_5___1__,2___6__,0_0___0_5,0_00_kg_m2,0_00___0_01__,0_00_kg_m2,200___249_MJ_m2,0_0___0_5,0_15_kg_m2,0_00_kg_m2,0_0___0_5,0_00_kg_m2,0_00_kg_m2,0_02_kg_m2
0_00___0_01__,3_5___4_5,71___73_hkg_ha,0_30_kg_m2,1_5___2_5,0_l_ha,0_00___0_01__,0_00___0_01__,3_5___4_5,0_55_kg_m2,0_00___0_01__,0_42_kg_m2,___150_MJ_m2,0_5___1_5,0_70_kg_m2,0_30_kg_m2,2_5___3_5,0_84_kg_m2,0_30_kg_m2,0_76_kg_m2
0_01___0_5__,___6_5,111___113_hkg_ha,0_65_kg_m2,5_5___6_5,0_25_l_ha,0_00___0_01__,0_00___0_01__,___6_5,0_55_kg_m2,0_00___0_01__,0_66_kg_m2,200___249_MJ_m2,1_5___2_5,0_95_kg_m2,0_32_kg_m2,___6_5,1_32_kg_m2,0_50_kg_m2,1_18_kg_m2
6___10__,4_5___5_5,85___87_hkg_ha,0_55_kg_m2,1_5___2_5,0_25_l_ha,0_01___0_5__,0_00___0_01__,3_5___4_5,0_55_kg_m2,0_00___0_01__,0_58_kg_m2,200___249_MJ_m2,0_5___1_5,0_55_kg_m2,0_30_kg_m2,2_5___3_5,1_02_kg_m2,0_50_kg_m2,0_82_kg_m2
0_00___0_01__,5_5___6_5,115___117_hkg_ha,0_65_kg_m2,3_5___4_5,0_75_l_ha,0_00___0_01__,0_00___0_01__,___6_5,0_50_kg_m2,0_00___0_01__,0_64_kg_m2,200___249_MJ_m2,0_5___1_5,1_05_kg_m2,0_28_kg_m2,___6_5,1_36_kg_m2,0_50_kg_m2,1_18_kg_m2
1___2__,3_5___4_5,101___103_hkg_ha,0_65_kg_m2,2_5___3_5,0_50_l_ha,0_00___0_01__,0_00___0_01__,3_5___4_5,0_65_kg_m2,0_00___0_01__,0_72_kg_m2,200___249_MJ_m2,0_5___1_5,0_70_kg_m2,0_38_kg_m2,3_5___4_5,1_22_kg_m2,0_60_kg_m2,1_00_kg_m2
6___10__,5_5___6_5,117___119_hkg_ha,0_45_kg_m2,3_5___4_5,0_75_l_ha,0_5___1__,0_00___0_01__,5_5___6_5,0_65_kg_m2,0_00___0_01__,0_54_kg_m2,150___199_MJ_m2,0_5___1_5,1_10_kg_m2,0_34_kg_m2,4_5___5_5,1_40_kg_m2,0_60_kg_m2,1_16_kg_m2
50___100__,___6_5,19___21_hkg_ha,0_20_kg_m2,0_5___1_5,0_50_l_ha,2___6__,25___50__,0_5___1_5,0_25_kg_m2,1___2__,0_18_kg_m2,200___249_MJ_m2,0_0___0_5,0_35_kg_m2,0_10_kg_m2,0_5___1_5,0_24_kg_m2,0_00_kg_m2,0_34_kg_m2
1___2__,___6_5,99___101_hkg_ha,0_55_kg_m2,3_5___4_5,0_25_l_ha,0_01___0_5__,0_00___0_01__,5_5___6_5,0_45_kg_m2,0_00___0_01__,0_58_kg_m2,150___199_MJ_m2,0_5___1_5,0_85_kg_m2,0_26_kg_m2,5_5___6_5,1_18_kg_m2,0_40_kg_m2,1_06_kg_m2
25___50__,5_5___6_5,63___65_hkg_ha,0_55_kg_m2,1_5___2_5,0_75_l_ha,0_5___1__,0_00___0_01__,2_5___3_5,0_35_kg_m2,0_01___0_5__,0_48_kg_m2,200___249_MJ_m2,0_0___0_5,0_75_kg_m2,0_16_kg_m2,2_5___3_5,0_76_kg_m2,0_00_kg_m2,0_90_kg_m2
0_00___0_01__,___6_5,123___125_hkg_ha,0_65_kg_m2,3_5___4_5,0_25_l_ha,0_00___0_01__,0_00___0_01__,___6_5,0_50_kg_m2,0_00___0_01__,0_66_kg_m2,200___249_MJ_m2,0_5___1_5,1_00_kg_m2,0_28_kg_m2,___6_5,1_46_kg_m2,0_55_kg_m2,1_22_kg_m2
6___10__,5_5___6_5,77___79_hkg_ha,0_40_kg_m2,1_5___2_5,0_l_ha,10___25__,0_01___0_5__,4_5___5_5,0_60_kg_m2,0_00___0_01__,0_50_kg_m2,150___199_MJ_m2,0_5___1_5,0_75_kg_m2,0_34_kg_m2,3_5___4_5,0_92_kg_m2,0_30_kg_m2,0_88_kg_m2
50___100__,2_5___3_5,23___25_hkg_ha,0_20_kg_m2,0_5___1_5,0_75_l_ha,0_01___0_5__,0_00___0_01__,0_5___1_5,0_30_kg_m2,0_00___0_01__,0_20_kg_m2,150___199_MJ_m2,0_0___0_5,0_35_kg_m2,0_14_kg_m2,0_5___1_5,0_28_kg_m2,0_10_kg_m2,0_36_kg_m2
50___100__,5_5___6_5,7___9_hkg_ha,0_10_kg_m2,0_0___0_5,0_25_l_ha,10___25__,0_01___0_5__,0_0___0_5,0_05_kg_m2,0_5___1__,0_00_kg_m2,____250_MJ_m2,0_0___0_5,0_00_kg_m2,0_00_kg_m2,0_0___0_5,0_10_kg_m2,0_30_kg_m2,0_00_kg_m2
25___50__,4_5___5_5,99___101_hkg_ha,0_55_kg_m2,2_5___3_5,0_50_l_ha,0_5___1__,0_00___0_01__,3_5___4_5,0_40_kg_m2,0_00___0_01__,0_44_kg_m2,____250_MJ_m2,0_5___1_5,0_90_kg_m2,0_20_kg_m2,3_5___4_5,1_16_kg_m2,0_60_kg_m2,0_92_kg_m2
25___50__,4_5___5_5,63___65_hkg_ha,0_40_kg_m2,1_5___2_5,0_50_l_ha,6___10__,1___2__,2_5___3_5,0_35_kg_m2,0_00___0_01__,0_34_kg_m2,150___199_MJ_m2,0_5___1_5,0_65_kg_m2,0_14_kg_m2,2_5___3_5,0_76_kg_m2,0_35_kg_m2,0_70_kg_m2
0_01___0_5__,5_5___6_5,117___119_hkg_ha,0_60_kg_m2,4_5___5_5,0_75_l_ha,0_00___0_01__,0_00___0_01__,5_5___6_5,0_65_kg_m2,0_00___0_01__,0_70_kg_m2,150___199_MJ_m2,1_5___2_5,0_85_kg_m2,0_34_kg_m2,___6_5,1_40_kg_m2,0_60_kg_m2,1_14_kg_m2
10___25__,5_5___6_5,85___87_hkg_ha,0_40_kg_m2,2_5___3_5,0_50_l_ha,2___6__,6___10__,4_5___5_5,0_35_kg_m2,1___2__,0_34_kg_m2,150___199_MJ_m2,0_5___1_5,1_05_kg_m2,0_16_kg_m2,4_5___5_5,1_00_kg_m2,0_35_kg_m2,0_94_kg_m2
2___6__,3_5___4_5,103___105_hkg_ha,0_40_kg_m2,2_5___3_5,0_25_l_ha,0_00___0_01__,0_00___0_01__,3_5___4_5,0_60_kg_m2,0_00___0_01__,0_54_kg_m2,150___199_MJ_m2,0_5___1_5,0_90_kg_m2,0_34_kg_m2,3_5___4_5,1_22_kg_m2,0_50_kg_m2,1_02_kg_m2
0_5___1__,5_5___6_5,103___105_hkg_ha,0_65_kg_m2,4_5___5_5,0_l_ha,0_5___1__,0_00___0_01__,___6_5,0_50_kg_m2,0_00___0_01__,0_66_kg_m2,200___249_MJ_m2,1_5___2_5,0_75_kg_m2,0_28_kg_m2,___6_5,1_24_kg_m2,0_50_kg_m2,1_06_kg_m2
2___6__,4_5___5_5,79___81_hkg_ha,0_55_kg_m2,1_5___2_5,0_l_ha,10___25__,0_01___0_5__,3_5___4_5,0_45_kg_m2,0_00___0_01__,0_52_kg_m2,200___249_MJ_m2,0_5___1_5,0_70_kg_m2,0_24_kg_m2,2_5___3_5,0_96_kg_m2,0_35_kg_m2,0_86_kg_m2
0_5___1__,4_5___5_5,105___107_hkg_ha,0_60_kg_m2,2_5___3_5,0_25_l_ha,0_00___0_01__,0_00___0_01__,4_5___5_5,0_55_kg_m2,0_00___0_01__,0_62_kg_m2,150___199_MJ_m2,0_5___1_5,0_75_kg_m2,0_30_kg_m2,4_5___5_5,1_24_kg_m2,0_60_kg_m2,1_02_kg_m2
10___25__,3_5___4_5,61___63_hkg_ha,0_45_kg_m2,1_5___2_5,0_50_l_ha,0_5___1__,0_00___0_01__,2_5___3_5,0_30_kg_m2,0_00___0_01__,0_32_kg_m2,____250_MJ_m2,0_5___1_5,0_60_kg_m2,0_12_kg_m2,2_5___3_5,0_74_kg_m2,0_35_kg_m2,0_66_kg_m2
1___2__,5_5___6_5,97___99_hkg_ha,0_40_kg_m2,3_5___4_5,0_25_l_ha,0_00___0_01__,0_00___0_01__,5_5___6_5,0_40_kg_m2,0_00___0_01__,0_38_kg_m2,150___199_MJ_m2,1_5___2_5,0_90_kg_m2,0_20_kg_m2,5_5___6_5,1_16_kg_m2,0_65_kg_m2,0_86_kg_m2
50___100__,4_5___5_5,99___101_hkg_ha,0_35_kg_m2,1_5___2_5,0_25_l_ha,2___6__,0_01___0_5__,1_5___2_5,0_50_kg_m2,0_00___0_01__,0_44_kg_m2,150___199_MJ_m2,0_5___1_5,0_90_kg_m2,0_30_kg_m2,1_5___2_5,1_18_kg_m2,0_55_kg_m2,0_94_kg_m2
0_01___0_5__,___6_5,89___91_hkg_ha,0_75_kg_m2,3_5___4_5,0_l_ha,0_5___1__,0_00___0_01__,___6_5,0_40_kg_m2,0_00___0_01__,0_58_kg_m2,200___249_MJ_m2,0_5___1_5,0_80_kg_m2,0_20_kg_m2,___6_5,1_04_kg_m2,0_35_kg_m2,1_00_kg_m2
1___2__,5_5___6_5,81___83_hkg_ha,0_65_kg_m2,2_5___3_5,0_25_l_ha,0_01___0_5__,0_00___0_01__,4_5___5_5,0_35_kg_m2,0_00___0_01__,0_54_kg_m2,200___249_MJ_m2,0_5___1_5,0_80_kg_m2,0_16_kg_m2,4_5___5_5,0_96_kg_m2,0_30_kg_m2,0_92_kg_m2
0_01___0_5__,3_5___4_5,91___93_hkg_ha,0_55_kg_m2,2_5___3_5,0_25_l_ha,0_00___0_01__,0_00___0_01__,3_5___4_5,0_65_kg_m2,0_00___0_01__,0_66_kg_m2,200___249_MJ_m2,0_5___1_5,0_80_kg_m2,0_36_kg_m2,3_5___4_5,1_08_kg_m2,0_25_kg_m2,1_06_kg_m2
6___10__,5_5___6_5,121___123_hkg_ha,0_70_kg_m2,4_5___5_5,0_75_l_ha,0_00___0_01__,0_00___0_01__,5_5___6_5,0_65_kg_m2,0_00___0_01__,0_80_kg_m2,200___249_MJ_m2,0_5___1_5,0_95_kg_m2,0_38_kg_m2,___6_5,1_44_kg_m2,0_45_kg_m2,1_30_kg_m2
0_01___0_5__,4_5___5_5,99___101_hkg_ha,0_55_kg_m2,2_5___3_5,0_l_ha,0_5___1__,6___10__,3_5___4_5,0_65_kg_m2,0_00___0_01__,0_62_kg_m2,200___249_MJ_m2,0_5___1_5,0_75_kg_m2,0_36_kg_m2,3_5___4_5,1_18_kg_m2,0_50_kg_m2,1_02_kg_m2
1___2__,___6_5,115___117_hkg_ha,0_60_kg_m2,4_5___5_5,0_50_l_ha,0_00___0_01__,0_00___0_01__,___6_5,0_35_kg_m2,0_00___0_01__,0_48_kg_m2,200___249_MJ_m2,1_5___2_5,1_10_kg_m2,0_16_kg_m2,___6_5,1_36_kg_m2,0_65_kg_m2,1_12_kg_m2
0_01___0_5__,3_5___4_5,105___107_hkg_ha,0_50_kg_m2,2_5___3_5,0_75_l_ha,0_00___0_01__,0_00___0_01__,3_5___4_5,0_60_kg_m2,0_00___0_01__,0_58_kg_m2,200___249_MJ_m2,0_5___1_5,0_95_kg_m2,0_34_kg_m2,3_5___4_5,1_24_kg_m2,0_50_kg_m2,1_10_kg_m2
0_00___0_01__,___6_5,97___99_hkg_ha,0_55_kg_m2,2_5___3_5,0_l_ha,0_00___0_01__,0_00___0_01__,5_5___6_5,0_55_kg_m2,0_00___0_01__,0_62_kg_m2,200___249_MJ_m2,0_5___1_5,0_75_kg_m2,0_30_kg_m2,4_5___5_5,1_16_kg_m2,0_45_kg_m2,1_02_kg_m2
10___25__,5_5___6_5,81___83_hkg_ha,0_50_kg_m2,2_5___3_5,0_25_l_ha,0_5___1__,0_00___0_01__,4_5___5_5,0_50_kg_m2,0_00___0_01__,0_54_kg_m2,150___199_MJ_m2,0_5___1_5,0_75_kg_m2,0_26_kg_m2,3_5___4_5,0_98_kg_m2,0_35_kg_m2,0_92_kg_m2
10___25__,3_5___4_5,79___81_hkg_ha,0_45_kg_m2,1_5___2_5,0_75_l_ha,0_00___0_01__,0_00___0_01__,2_5___3_5,0_35_kg_m2,0_00___0_01__,0_40_kg_m2,200___249_MJ_m2,0_5___1_5,0_80_kg_m2,0_18_kg_m2,2_5___3_5,0_94_kg_m2,0_40_kg_m2,0_80_kg_m2
1___2__,2_5___3_5,45___47_hkg_ha,0_45_kg_m2,0_5___1_5,0_l_ha,1___2__,0_5___1__,2_5___3_5,0_55_kg_m2,0_00___0_01__,0_46_kg_m2,200___249_MJ_m2,0_0___0_5,0_25_kg_m2,0_28_kg_m2,1_5___2_5,0_54_kg_m2,0_20_kg_m2,0_54_kg_m2
