HRBP,VENTTUBE,LVEDVOLUME,PVSAT,CO,MINVOL,HRSAT,HREKG,VENTALV,TPR,VENTLUNG,ARTCO2,HR
HIGH,LOW,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,LOW,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,LOW,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,LOW,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
LOW,LOW,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,ZERO,HIGH,ZERO,HIGH,NORMAL
LOW,LOW,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL
LOW,LOW,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,ZERO,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,LOW,LOW,LOW,HIGH,ZERO,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,ZERO,NORMAL,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,HIGH,LOW,LOW,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,LOW,ZERO,NORMAL,NORMAL,LOW,NORMAL,LOW,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,LOW,LOW,ZERO,HIGH,HIGH
HIGH,LOW,HIGH,LOW,LOW,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,ZERO,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,LOW,LOW,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,ZERO,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,LOW,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,LOW,HIGH,LOW,NORMAL,ZERO,NORMAL,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH
LOW,LOW,HIGH,LOW,LOW,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,ZERO,LOW,LOW,HIGH,HIGH
LOW,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,LOW,NORMAL,LOW,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,HIGH,LOW,HIGH,ZERO,NORMAL,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,ZERO,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
LOW,ZERO,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL
LOW,LOW,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,ZERO,HIGH,ZERO,HIGH,NORMAL
NORMAL,ZERO,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
LOW,LOW,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,ZERO,HIGH,ZERO,HIGH,NORMAL
HIGH,ZERO,LOW,LOW,HIGH,HIGH,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,ZERO,LOW,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
LOW,ZERO,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL,LOW,LOW,NORMAL
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,LOW,HIGH
HIGH,ZERO,NORMAL,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
LOW,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,ZERO,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH
LOW,ZERO,LOW,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL
HIGH,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,ZERO,NORMAL,HIGH
HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,HIGH,LOW,NORMAL,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,LOW,HIGH,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,HIGH,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,NORMAL,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,LOW,HIGH,NORMAL,HIGH,LOW,HIGH,HIGH,LOW,HIGH,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,LOW,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,LOW,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL
LOW,LOW,HIGH,LOW,LOW,ZERO,LOW,LOW,LOW,HIGH,LOW,HIGH,NORMAL
LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,ZERO,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,LOW,NORMAL,LOW,NORMAL,NORMAL,LOW,LOW,ZERO,HIGH,ZERO,HIGH,NORMAL
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,LOW,NORMAL,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,LOW,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,NORMAL,HIGH
HIGH,LOW,HIGH,NORMAL,LOW,ZERO,NORMAL,HIGH,HIGH,LOW,ZERO,LOW,HIGH
LOW,ZERO,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,HIGH,LOW,LOW,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,LOW,HIGH,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
NORMAL,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,ZERO,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,LOW,HIGH,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,ZERO,HIGH,LOW,LOW,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,ZERO,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
LOW,LOW,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,HIGH,ZERO,NORMAL,NORMAL
NORMAL,LOW,HIGH,LOW,NORMAL,ZERO,LOW,HIGH,ZERO,LOW,ZERO,HIGH,LOW
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,LOW,HIGH,HIGH
LOW,ZERO,LOW,LOW,LOW,LOW,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,LOW
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH
NORMAL,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,ZERO,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL
HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,LOW,LOW,NORMAL,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH
HIGH,LOW,HIGH,LOW,LOW,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
NORMAL,LOW,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,LOW,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,LOW,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,ZERO,NORMAL,HIGH,LOW,HIGH,LOW,HIGH,HIGH,HIGH,LOW,LOW,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,ZERO,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,NORMAL,NORMAL
NORMAL,LOW,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,NORMAL,HIGH
HIGH,LOW,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,LOW,LOW,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,NORMAL,ZERO,NORMAL,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,LOW,NORMAL,LOW,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,LOW,LOW,LOW,HIGH
NORMAL,LOW,HIGH,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,LOW,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,ZERO,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,LOW,HIGH,HIGH,LOW,HIGH,NORMAL,NORMAL,HIGH,LOW,LOW,LOW,HIGH
HIGH,ZERO,HIGH,LOW,NORMAL,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,ZERO,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,ZERO,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH
HIGH,ZERO,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH
HIGH,ZERO,HIGH,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,LOW,NORMAL,LOW,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL,ZERO,NORMAL,HIGH
HIGH,NORMAL,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,LOW,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH
HIGH,LOW,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,ZERO,NORMAL,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,HIGH,LOW,NORMAL,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,ZERO,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,LOW,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,LOW,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,LOW,HIGH
LOW,LOW,HIGH,LOW,NORMAL,ZERO,LOW,HIGH,ZERO,NORMAL,ZERO,HIGH,NORMAL
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,ZERO,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL
HIGH,ZERO,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,ZERO,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,LOW,LOW,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH
HIGH,LOW,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,ZERO,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,LOW,LOW,LOW,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
LOW,LOW,NORMAL,LOW,NORMAL,ZERO,LOW,HIGH,ZERO,HIGH,ZERO,NORMAL,NORMAL
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,NORMAL,ZERO,NORMAL,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH
LOW,ZERO,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
LOW,LOW,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,ZERO,LOW,ZERO,HIGH,NORMAL
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,ZERO,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,HIGH,LOW,LOW,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,LOW,HIGH,LOW,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,LOW,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,LOW,LOW,LOW,NORMAL,ZERO,LOW,LOW,ZERO,LOW,ZERO,HIGH,NORMAL
HIGH,ZERO,NORMAL,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,LOW,NORMAL,LOW,HIGH,HIGH
HIGH,HIGH,NORMAL,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH
HIGH,ZERO,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH
HIGH,LOW,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
LOW,NORMAL,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,ZERO,HIGH,ZERO,HIGH,NORMAL
HIGH,LOW,HIGH,LOW,HIGH,ZERO,LOW,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,LOW,LOW,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,LOW,LOW,ZERO,HIGH,HIGH
HIGH,ZERO,NORMAL,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
LOW,LOW,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL
NORMAL,LOW,NORMAL,LOW,LOW,ZERO,NORMAL,HIGH,ZERO,HIGH,ZERO,HIGH,LOW
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH
HIGH,LOW,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH
