ERRCAUTER,LVEDVOLUME,HRSAT,HREKG,PCWP,KINKEDTUBE,FIO2,CVP
False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
True,HIGH,NORMAL,NORMAL,HIGH,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,LOW
True,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,NORMAL
True,HIGH,NORMAL,NORMAL,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,True,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,LOW,NORMAL,NORMAL,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,LOW,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
True,NORMAL,LOW,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,LOW,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,LOW,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,LOW,HIGH,HIGH,LOW,True,NORMAL,LOW
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,True,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,LOW
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
True,HIGH,LOW,LOW,NORMAL,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,LOW,NORMAL,HIGH,LOW,True,NORMAL,LOW
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,LOW
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,True,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,True,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,LOW,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,HIGH,LOW,LOW,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,LOW,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,HIGH,LOW,HIGH,HIGH,False,NORMAL,NORMAL
False,HIGH,LOW,LOW,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,LOW,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,LOW,LOW,NORMAL,True,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,LOW,LOW,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,LOW,False,NORMAL,HIGH
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,LOW,LOW,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,True,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,HIGH
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,True,NORMAL,NORMAL
False,HIGH,LOW,LOW,NORMAL,False,NORMAL,NORMAL
True,HIGH,NORMAL,NORMAL,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,LOW,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,HIGH
True,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,LOW
True,HIGH,NORMAL,NORMAL,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,LOW,True,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,LOW,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,LOW,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,True,LOW,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,LOW,LOW,HIGH,False,NORMAL,HIGH
False,HIGH,LOW,LOW,HIGH,False,NORMAL,HIGH
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,NORMAL
True,HIGH,NORMAL,NORMAL,HIGH,False,NORMAL,HIGH
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,LOW,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,HIGH,LOW,LOW,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,LOW,LOW,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,NORMAL,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,NORMAL,HIGH,False,LOW,HIGH
True,HIGH,NORMAL,NORMAL,HIGH,False,NORMAL,HIGH
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,NORMAL
False,LOW,LOW,LOW,LOW,False,NORMAL,LOW
False,HIGH,HIGH,HIGH,HIGH,False,LOW,HIGH
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,True,NORMAL,NORMAL
True,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,HIGH,LOW,LOW,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,LOW,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,LOW,NORMAL,NORMAL,LOW,False,NORMAL,LOW
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,LOW,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,LOW,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,LOW,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,LOW
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,LOW,LOW,HIGH,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,LOW,LOW,LOW,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,LOW,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
True,NORMAL,LOW,NORMAL,NORMAL,False,NORMAL,NORMAL
True,HIGH,LOW,NORMAL,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,True,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,LOW,HIGH,HIGH,False,NORMAL,HIGH
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,HIGH,NORMAL,NORMAL,HIGH,True,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,LOW,NORMAL,NORMAL,True,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,LOW
False,LOW,LOW,LOW,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,True,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
True,HIGH,NORMAL,NORMAL,HIGH,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,True,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,NORMAL,HIGH,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,HIGH,False,NORMAL,NORMAL
False,LOW,LOW,LOW,HIGH,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,NORMAL
True,LOW,NORMAL,NORMAL,LOW,False,NORMAL,LOW
False,NORMAL,LOW,LOW,LOW,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,LOW,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,LOW,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,LOW,LOW,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,HIGH,LOW,LOW,HIGH,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,LOW,NORMAL,False,LOW,NORMAL
False,HIGH,HIGH,LOW,HIGH,True,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
