HRBP,VENTMACH,VENTTUBE,ERRCAUTER,PVSAT,CO,MINVOL,HRSAT,HREKG,PCWP,VENTALV,TPR,ARTCO2,HR,FIO2
HIGH,NORMAL,NORMAL,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,LOW
LOW,NORMAL,LOW,False,LOW,LOW,ZERO,LOW,LOW,LOW,ZERO,LOW,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,HIGH,HIGH,False,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL
LOW,NORMAL,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL
NORMAL,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
LOW,NORMAL,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,LOW,ZERO,False,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,ZERO,False,HIGH,LOW,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,NORMAL,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,LOW
HIGH,NORMAL,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,HIGH,HIGH,True,LOW,HIGH,HIGH,NORMAL,NORMAL,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL
HIGH,ZERO,ZERO,False,LOW,NORMAL,ZERO,HIGH,HIGH,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,HIGH,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,HIGH,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
NORMAL,HIGH,HIGH,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,NORMAL,HIGH,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,ZERO,False,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,ZERO,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,HIGH,NORMAL,True,LOW,LOW,LOW,NORMAL,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,NORMAL
LOW,NORMAL,LOW,False,HIGH,LOW,HIGH,LOW,LOW,HIGH,HIGH,HIGH,LOW,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,LOW
LOW,HIGH,HIGH,True,HIGH,LOW,HIGH,NORMAL,NORMAL,LOW,HIGH,LOW,LOW,HIGH,NORMAL
LOW,LOW,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,LOW,HIGH,HIGH,LOW,NORMAL,NORMAL
HIGH,HIGH,HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,NORMAL
LOW,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,LOW,ZERO,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,LOW
HIGH,NORMAL,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,LOW,ZERO,NORMAL,HIGH,NORMAL,NORMAL
LOW,HIGH,HIGH,False,HIGH,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL
HIGH,NORMAL,NORMAL,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,ZERO,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,LOW,HIGH,HIGH,LOW
HIGH,ZERO,ZERO,False,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL
HIGH,NORMAL,LOW,True,LOW,HIGH,LOW,NORMAL,NORMAL,NORMAL,ZERO,LOW,LOW,HIGH,NORMAL
LOW,NORMAL,LOW,False,LOW,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL,NORMAL,LOW,NORMAL,NORMAL
HIGH,NORMAL,ZERO,False,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL
LOW,NORMAL,LOW,False,LOW,LOW,ZERO,LOW,LOW,LOW,ZERO,NORMAL,HIGH,NORMAL,NORMAL
HIGH,NORMAL,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,ZERO,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,LOW,HIGH,HIGH,NORMAL
LOW,NORMAL,ZERO,False,LOW,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,ZERO,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,NORMAL,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
LOW,ZERO,ZERO,False,HIGH,NORMAL,ZERO,LOW,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,LOW,HIGH,HIGH,NORMAL
LOW,NORMAL,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL
LOW,NORMAL,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL
NORMAL,NORMAL,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,NORMAL
NORMAL,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,LOW,NORMAL,ZERO,NORMAL,HIGH,HIGH,LOW
NORMAL,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,LOW,HIGH,ZERO,LOW,HIGH,LOW,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL
HIGH,HIGH,HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,NORMAL,LOW,True,LOW,LOW,ZERO,NORMAL,NORMAL,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,ZERO,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
NORMAL,HIGH,HIGH,False,HIGH,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,LOW,NORMAL
HIGH,NORMAL,LOW,True,LOW,NORMAL,ZERO,NORMAL,NORMAL,HIGH,ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,NORMAL,NORMAL,NORMAL,HIGH,NORMAL
NORMAL,ZERO,ZERO,False,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,LOW,NORMAL,HIGH,NORMAL
HIGH,NORMAL,LOW,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,LOW,True,HIGH,NORMAL,ZERO,LOW,LOW,NORMAL,HIGH,NORMAL,LOW,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,NORMAL
HIGH,ZERO,ZERO,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL
LOW,HIGH,HIGH,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL
HIGH,HIGH,HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,ZERO,True,LOW,HIGH,ZERO,NORMAL,NORMAL,LOW,ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,LOW,ZERO,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,ZERO,LOW,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,HIGH,HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,NORMAL
NORMAL,HIGH,HIGH,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,NORMAL,LOW,True,LOW,HIGH,ZERO,NORMAL,LOW,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,LOW,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,ZERO,True,LOW,NORMAL,ZERO,NORMAL,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
NORMAL,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
LOW,NORMAL,LOW,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
NORMAL,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,HIGH,HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
LOW,NORMAL,LOW,False,HIGH,LOW,HIGH,NORMAL,LOW,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL
LOW,NORMAL,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,True,LOW,HIGH,ZERO,HIGH,NORMAL,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,LOW,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
LOW,LOW,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL,NORMAL,NORMAL
LOW,ZERO,ZERO,False,HIGH,LOW,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL,NORMAL
HIGH,NORMAL,ZERO,True,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,ZERO,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,LOW,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
LOW,NORMAL,LOW,False,LOW,LOW,ZERO,LOW,HIGH,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,LOW,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,True,LOW,LOW,ZERO,NORMAL,NORMAL,HIGH,ZERO,LOW,HIGH,HIGH,NORMAL
NORMAL,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,LOW,HIGH,HIGH,HIGH,NORMAL
LOW,NORMAL,LOW,True,LOW,NORMAL,ZERO,HIGH,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,NORMAL,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,NORMAL,HIGH,HIGH,LOW
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,LOW,NORMAL,HIGH,HIGH,LOW
NORMAL,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,LOW,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
NORMAL,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,LOW,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL
HIGH,NORMAL,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
LOW,NORMAL,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL
HIGH,NORMAL,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,NORMAL
LOW,NORMAL,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,NORMAL
NORMAL,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,ZERO,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,HIGH,HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL
NORMAL,NORMAL,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL
HIGH,NORMAL,LOW,False,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,NORMAL
HIGH,NORMAL,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,NORMAL
