HRBP,ANAPHYLAXIS,LVFAILURE,CO,HRSAT,HREKG,PCWP,TPR,ARTCO2,HR
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH
HIGH,False,False,LOW,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
LOW,False,False,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,LOW
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,LOW,NORMAL,NORMAL,HIGH,LOW,HIGH,HIGH
NORMAL,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,True,LOW,HIGH,HIGH,LOW,HIGH,HIGH,HIGH
HIGH,False,True,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,HIGH
HIGH,False,False,LOW,HIGH,HIGH,HIGH,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,HIGH
LOW,False,False,NORMAL,HIGH,LOW,NORMAL,HIGH,HIGH,NORMAL
HIGH,False,False,NORMAL,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,HIGH
NORMAL,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
NORMAL,False,False,HIGH,HIGH,HIGH,LOW,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
NORMAL,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,LOW,NORMAL,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH
NORMAL,False,True,LOW,HIGH,HIGH,LOW,HIGH,HIGH,HIGH
HIGH,False,False,LOW,HIGH,HIGH,NORMAL,NORMAL,NORMAL,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL
HIGH,False,False,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH
NORMAL,False,False,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL
HIGH,False,False,HIGH,NORMAL,NORMAL,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH
NORMAL,False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,LOW,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,HIGH,HIGH,LOW,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,HIGH
HIGH,True,False,HIGH,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL
NORMAL,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,LOW,NORMAL
HIGH,False,False,NORMAL,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
LOW,False,False,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL
HIGH,False,False,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH
LOW,False,False,LOW,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
NORMAL,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH
HIGH,False,False,HIGH,HIGH,LOW,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,LOW,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH
NORMAL,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,LOW,LOW,LOW,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH
HIGH,False,True,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,True,False,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH
HIGH,False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL
LOW,False,False,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,NORMAL
HIGH,False,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH
HIGH,True,False,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,False,False,HIGH,NORMAL,NORMAL,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,NORMAL,NORMAL,NORMAL,LOW,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,LOW,HIGH,HIGH,HIGH,LOW,HIGH,HIGH
HIGH,False,False,HIGH,NORMAL,NORMAL,HIGH,LOW,NORMAL,HIGH
HIGH,False,False,HIGH,NORMAL,NORMAL,HIGH,LOW,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
NORMAL,False,False,LOW,LOW,LOW,HIGH,NORMAL,HIGH,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH
LOW,False,False,HIGH,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,LOW,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
NORMAL,False,False,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,HIGH
HIGH,False,False,LOW,HIGH,HIGH,HIGH,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
LOW,False,False,LOW,LOW,LOW,HIGH,HIGH,LOW,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,NORMAL,NORMAL,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
NORMAL,False,False,LOW,LOW,LOW,NORMAL,HIGH,HIGH,LOW
LOW,False,False,NORMAL,LOW,LOW,LOW,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,NORMAL
LOW,False,False,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH
HIGH,False,False,HIGH,LOW,HIGH,HIGH,LOW,HIGH,HIGH
NORMAL,False,False,LOW,HIGH,HIGH,NORMAL,HIGH,LOW,LOW
HIGH,False,False,LOW,HIGH,HIGH,LOW,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,NORMAL
LOW,False,False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,HIGH,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,NORMAL,HIGH,LOW,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
NORMAL,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
LOW,False,False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,HIGH,NORMAL
HIGH,False,False,LOW,NORMAL,NORMAL,HIGH,NORMAL,HIGH,HIGH
NORMAL,False,False,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH
LOW,False,False,NORMAL,LOW,LOW,HIGH,HIGH,LOW,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,HIGH
LOW,False,False,LOW,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,LOW,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH
HIGH,False,True,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,HIGH
NORMAL,False,False,LOW,HIGH,HIGH,NORMAL,HIGH,HIGH,LOW
NORMAL,False,False,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,HIGH
HIGH,False,False,NORMAL,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,False,False,HIGH,NORMAL,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,HIGH
HIGH,False,False,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,True,LOW,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH
HIGH,False,True,LOW,HIGH,HIGH,LOW,NORMAL,LOW,HIGH
LOW,False,False,NORMAL,LOW,LOW,HIGH,LOW,HIGH,NORMAL
HIGH,False,False,HIGH,NORMAL,NORMAL,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH
HIGH,False,False,LOW,HIGH,HIGH,HIGH,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH
NORMAL,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,True,LOW,HIGH,LOW,LOW,LOW,LOW,HIGH
HIGH,False,True,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH
HIGH,False,False,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,LOW,NORMAL,NORMAL,NORMAL,LOW,LOW,HIGH
LOW,False,False,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH
HIGH,False,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH
HIGH,False,True,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,NORMAL,NORMAL,NORMAL,HIGH,HIGH
HIGH,True,False,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
NORMAL,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH
HIGH,False,True,LOW,HIGH,HIGH,LOW,HIGH,HIGH,HIGH
HIGH,False,False,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,LOW,NORMAL
NORMAL,False,False,NORMAL,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,NORMAL,NORMAL,LOW,NORMAL,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,LOW,NORMAL,LOW,LOW,NORMAL
HIGH,False,True,LOW,HIGH,HIGH,LOW,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
NORMAL,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,HIGH,LOW,HIGH,NORMAL
HIGH,False,False,HIGH,NORMAL,NORMAL,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
NORMAL,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
LOW,False,False,HIGH,NORMAL,NORMAL,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,NORMAL,HIGH,HIGH,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,LOW,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,HIGH
HIGH,False,False,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,LOW,HIGH,NORMAL,LOW,NORMAL,HIGH
LOW,False,False,NORMAL,LOW,LOW,LOW,HIGH,LOW,NORMAL
HIGH,False,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,LOW,NORMAL,NORMAL,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH
HIGH,False,False,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
LOW,False,False,LOW,NORMAL,HIGH,NORMAL,NORMAL,LOW,LOW
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,LOW,HIGH,HIGH,HIGH,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH
HIGH,False,True,LOW,HIGH,HIGH,LOW,NORMAL,LOW,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
NORMAL,False,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,True,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL
HIGH,False,True,LOW,LOW,HIGH,LOW,LOW,HIGH,HIGH
LOW,False,False,HIGH,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH
LOW,False,False,NORMAL,LOW,LOW,LOW,HIGH,HIGH,NORMAL
HIGH,False,False,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH
