E,F,G,H,I,J,O
13,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
9,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Female,<=50K
13,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
9,Married-civ-spouse,Transport-moving,Husband,White,Male,>50K
9,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
9,Married-civ-spouse,Protective-serv,Husband,White,Male,>50K
13,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
10,Never-married,Adm-clerical,Own-child,White,Female,<=50K
12,Divorced,Prof-specialty,Not-in-family,White,Female,<=50K
13,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,>50K
9,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
12,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
5,Divorced,noValueSetHere123156456,Not-in-family,White,Female,<=50K
11,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
13,Never-married,Exec-managerial,Unmarried,White,Female,<=50K
13,Never-married,Other-service,Own-child,White,Female,<=50K
10,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,<=50K
13,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
12,Married-spouse-absent,Other-service,Unmarried,White,Female,<=50K
9,Divorced,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,<=50K
9,Separated,Craft-repair,Not-in-family,Black,Male,<=50K
10,Married-civ-spouse,Tech-support,Wife,Black,Female,<=50K
13,Married-civ-spouse,Sales,Husband,White,Male,>50K
15,Never-married,Prof-specialty,Not-in-family,White,Male,>50K
13,Never-married,Prof-specialty,Own-child,White,Male,<=50K
10,Divorced,Adm-clerical,Not-in-family,White,Female,<=50K
4,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,<=50K
10,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,<=50K
9,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
10,Separated,Adm-clerical,Not-in-family,White,Female,<=50K
10,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
13,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
9,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,>50K
13,Never-married,Exec-managerial,Not-in-family,White,Male,<=50K
6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
9,Never-married,Sales,Not-in-family,White,Female,<=50K
9,Never-married,Craft-repair,Own-child,White,Male,<=50K
9,Never-married,Adm-clerical,Not-in-family,White,Male,<=50K
14,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
10,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
13,Divorced,Exec-managerial,Not-in-family,White,Female,<=50K
9,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50K
10,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
10,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
9,Never-married,Transport-moving,Not-in-family,White,Male,<=50K
10,Divorced,noValueSetHere123156456,Not-in-family,White,Female,>50K
13,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
13,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
11,Never-married,Sales,Own-child,White,Female,<=50K
11,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,<=50K
9,Never-married,Other-service,Unmarried,White,Female,<=50K
14,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
10,Never-married,Tech-support,Not-in-family,White,Female,<=50K
10,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
12,Married-civ-spouse,Adm-clerical,Husband,Black,Male,>50K
9,Divorced,Adm-clerical,Unmarried,White,Male,<=50K
9,Widowed,Machine-op-inspct,Unmarried,White,Male,<=50K
9,Married-civ-spouse,Sales,Husband,White,Male,>50K
9,Married-civ-spouse,Transport-moving,Husband,Black,Male,<=50K
9,Married-civ-spouse,Sales,Husband,White,Male,>50K
14,Married-civ-spouse,Prof-specialty,Wife,White,Female,<=50K
16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,<=50K
15,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
6,Divorced,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,<=50K
4,Divorced,Adm-clerical,Not-in-family,White,Female,<=50K
9,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
12,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
9,Never-married,Adm-clerical,Own-child,White,Female,<=50K
10,Married-civ-spouse,Craft-repair,Husband,Black,Male,>50K
4,Married-civ-spouse,Sales,Husband,White,Male,<=50K
13,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
9,Divorced,Adm-clerical,Not-in-family,White,Female,<=50K
10,Divorced,Adm-clerical,Not-in-family,White,Female,<=50K
12,Never-married,Tech-support,Not-in-family,White,Female,<=50K
9,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
4,Never-married,Farming-fishing,Own-child,White,Male,<=50K
10,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
14,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
10,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
13,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
9,Never-married,Craft-repair,Other-relative,White,Male,<=50K
6,Divorced,Other-service,Not-in-family,White,Female,<=50K
13,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50K
9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,>50K
6,Never-married,Machine-op-inspct,Not-in-family,White,Male,<=50K
13,Married-civ-spouse,Prof-specialty,Wife,White,Female,>50K
9,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
10,Never-married,Adm-clerical,Own-child,White,Female,<=50K
14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,>50K
12,Married-civ-spouse,Sales,Husband,White,Male,>50K
10,Never-married,noValueSetHere123156456,Own-child,White,Female,<=50K
9,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
10,Never-married,noValueSetHere123156456,Own-child,White,Female,<=50K
10,Married-civ-spouse,Sales,Husband,White,Male,<=50K
9,Divorced,Adm-clerical,Unmarried,White,Female,<=50K
7,Never-married,Other-service,Own-child,White,Male,<=50K
9,Never-married,Adm-clerical,Not-in-family,White,Male,<=50K
16,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,<=50K
10,Never-married,Adm-clerical,Own-child,White,Female,<=50K
10,Divorced,Machine-op-inspct,Unmarried,White,Male,<=50K
9,Widowed,Other-service,Other-relative,White,Female,<=50K
13,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
9,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
10,Married-spouse-absent,Adm-clerical,Own-child,Asian-Pac-Islander,Female,<=50K
13,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,<=50K
9,Married-civ-spouse,Other-service,Wife,White,Female,<=50K
9,Separated,Exec-managerial,Own-child,White,Male,<=50K
13,Never-married,noValueSetHere123156456,Own-child,White,Male,<=50K
13,Married-civ-spouse,Sales,Husband,White,Male,>50K
9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
11,Divorced,Sales,Unmarried,White,Female,<=50K
5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50K
10,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,<=50K
13,Never-married,Adm-clerical,Not-in-family,White,Male,<=50K
10,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
12,Married-civ-spouse,Protective-serv,Husband,White,Male,<=50K
9,Married-civ-spouse,Protective-serv,Husband,White,Male,<=50K
14,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
13,Divorced,Prof-specialty,Not-in-family,White,Male,<=50K
15,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
9,Widowed,Craft-repair,Not-in-family,White,Male,<=50K
10,Never-married,Other-service,Own-child,Black,Male,<=50K
9,Divorced,Adm-clerical,Unmarried,White,Female,<=50K
14,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,<=50K
10,Divorced,Tech-support,Unmarried,White,Female,<=50K
10,Married-civ-spouse,Transport-moving,Husband,White,Male,>50K
13,Never-married,Sales,Not-in-family,White,Male,<=50K
13,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
4,Divorced,Machine-op-inspct,Unmarried,White,Male,<=50K
10,Married-civ-spouse,Sales,Husband,Black,Male,>50K
13,Married-civ-spouse,Sales,Husband,White,Male,>50K
13,Never-married,Sales,Not-in-family,White,Female,>50K
10,Divorced,Sales,Unmarried,White,Female,<=50K
10,Never-married,Adm-clerical,Own-child,Black,Male,<=50K
11,Never-married,Adm-clerical,Own-child,Black,Female,<=50K
9,Never-married,Farming-fishing,Not-in-family,White,Male,<=50K
7,Divorced,Sales,Not-in-family,White,Female,<=50K
8,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
10,Divorced,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,<=50K
16,Divorced,Sales,Unmarried,White,Female,>50K
7,Married-civ-spouse,Sales,Husband,White,Male,<=50K
16,Married-civ-spouse,Tech-support,Wife,White,Female,<=50K
10,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
6,Widowed,Exec-managerial,Unmarried,White,Female,>50K
7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
11,Never-married,noValueSetHere123156456,Own-child,Asian-Pac-Islander,Male,<=50K
6,Never-married,Adm-clerical,Unmarried,Black,Female,<=50K
14,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50K
13,Never-married,Exec-managerial,Own-child,White,Male,<=50K
10,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
4,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
9,Divorced,Adm-clerical,Unmarried,White,Female,<=50K
13,Never-married,Adm-clerical,Not-in-family,Black,Male,<=50K
10,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,<=50K
10,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
9,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Female,<=50K
13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,>50K
9,Never-married,Other-service,Own-child,White,Female,<=50K
13,Never-married,Exec-managerial,Own-child,White,Female,<=50K
9,Divorced,Other-service,Unmarried,White,Female,<=50K
14,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
13,Never-married,Exec-managerial,Own-child,White,Male,<=50K
9,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
9,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
9,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
9,Divorced,Transport-moving,Not-in-family,White,Male,<=50K
1,Never-married,Farming-fishing,Not-in-family,White,Male,<=50K
13,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50K
9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,<=50K
9,Married-civ-spouse,Transport-moving,Husband,White,Male,>50K
10,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
9,Separated,noValueSetHere123156456,Unmarried,Black,Female,<=50K
13,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
9,Never-married,Machine-op-inspct,Own-child,White,Male,<=50K
11,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,<=50K
9,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
7,Never-married,Sales,Own-child,Other,Female,<=50K
6,Never-married,Other-service,Not-in-family,White,Female,<=50K
13,Never-married,Sales,Not-in-family,White,Female,>50K
13,Married-civ-spouse,Prof-specialty,Wife,White,Female,>50K
14,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
13,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
9,Never-married,Other-service,Own-child,White,Male,<=50K
14,Divorced,Exec-managerial,Not-in-family,White,Female,>50K
10,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
5,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
13,Married-civ-spouse,Sales,Husband,White,Male,>50K
10,Divorced,Other-service,Unmarried,Black,Female,<=50K
6,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
13,Married-civ-spouse,Tech-support,Wife,White,Female,>50K
9,Separated,Adm-clerical,Unmarried,Black,Female,<=50K
9,Married-civ-spouse,Tech-support,Husband,White,Male,<=50K
13,Divorced,Machine-op-inspct,Not-in-family,White,Male,<=50K
11,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
10,Never-married,Tech-support,Not-in-family,White,Female,<=50K
15,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
13,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,>50K
9,Divorced,Machine-op-inspct,Not-in-family,White,Female,<=50K
10,Never-married,noValueSetHere123156456,Own-child,White,Female,<=50K
10,Married-civ-spouse,Sales,Husband,White,Male,>50K
13,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
14,Divorced,Prof-specialty,Unmarried,White,Female,<=50K
9,Divorced,noValueSetHere123156456,Unmarried,White,Female,<=50K
14,Never-married,Exec-managerial,Not-in-family,White,Female,<=50K
9,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
9,Married-civ-spouse,Sales,Husband,White,Female,<=50K
10,Never-married,Protective-serv,Not-in-family,White,Male,>50K
9,Divorced,Farming-fishing,Not-in-family,White,Male,<=50K
13,Married-civ-spouse,Exec-managerial,Wife,White,Female,<=50K
9,Never-married,Sales,Not-in-family,White,Male,<=50K
9,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
12,Never-married,Sales,Own-child,White,Female,<=50K
9,Never-married,Farming-fishing,Own-child,White,Male,<=50K
9,Married-civ-spouse,Sales,Husband,White,Male,>50K
11,Never-married,Transport-moving,Not-in-family,White,Male,<=50K
14,Divorced,Sales,Not-in-family,White,Female,<=50K
16,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
10,Divorced,Transport-moving,Not-in-family,White,Female,<=50K
5,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
9,Married-civ-spouse,Sales,Husband,White,Male,>50K
3,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
11,Married-civ-spouse,Tech-support,Other-relative,White,Female,<=50K
10,Never-married,Adm-clerical,Not-in-family,White,Male,<=50K
12,Never-married,Sales,Not-in-family,White,Male,<=50K
5,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
13,Divorced,Prof-specialty,Not-in-family,White,Male,<=50K
9,Married-civ-spouse,Tech-support,Husband,White,Male,<=50K
13,Married-civ-spouse,Prof-specialty,Wife,White,Female,>50K
10,Never-married,Adm-clerical,Own-child,White,Female,<=50K
4,Never-married,Farming-fishing,Unmarried,White,Male,<=50K
13,Married-civ-spouse,Tech-support,Husband,White,Male,>50K
9,Never-married,Machine-op-inspct,Own-child,White,Male,<=50K
12,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,<=50K
9,Married-civ-spouse,Other-service,Other-relative,Black,Female,<=50K
11,Married-civ-spouse,Other-service,Husband,White,Male,>50K
9,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
9,Married-civ-spouse,Transport-moving,Husband,White,Male,>50K
11,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
9,Married-civ-spouse,Tech-support,Husband,White,Male,<=50K
16,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
7,Divorced,Machine-op-inspct,Unmarried,White,Female,<=50K
9,Never-married,Handlers-cleaners,Own-child,White,Male,<=50K
10,Never-married,Other-service,Own-child,White,Male,<=50K
14,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
10,Divorced,Exec-managerial,Not-in-family,White,Male,<=50K
11,Never-married,noValueSetHere123156456,Own-child,White,Male,<=50K
9,Divorced,Handlers-cleaners,Own-child,White,Male,<=50K
10,Never-married,Adm-clerical,Own-child,White,Female,<=50K
10,Never-married,Craft-repair,Own-child,White,Male,<=50K
10,Never-married,Sales,Own-child,White,Male,<=50K
9,Divorced,Craft-repair,Not-in-family,White,Male,<=50K
14,Divorced,Prof-specialty,Unmarried,White,Male,>50K
9,Never-married,Sales,Unmarried,White,Male,>50K
6,Never-married,Machine-op-inspct,Own-child,White,Male,<=50K
9,Divorced,Sales,Own-child,White,Female,<=50K
10,Married-civ-spouse,Sales,Husband,White,Male,<=50K
12,Divorced,Prof-specialty,Unmarried,White,Female,<=50K
10,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,<=50K
9,Divorced,Adm-clerical,Not-in-family,Black,Male,<=50K
15,Married-civ-spouse,Prof-specialty,Wife,White,Female,>50K
10,Never-married,noValueSetHere123156456,Own-child,White,Female,<=50K
10,Never-married,Adm-clerical,Own-child,White,Female,<=50K
9,Widowed,Handlers-cleaners,Unmarried,White,Male,<=50K
7,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,<=50K
9,Never-married,Machine-op-inspct,Unmarried,Black,Female,<=50K
13,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
13,Never-married,Exec-managerial,Own-child,White,Male,<=50K
13,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
10,Never-married,Adm-clerical,Own-child,Black,Female,<=50K
1,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,<=50K
13,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
9,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
9,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
10,Separated,Machine-op-inspct,Not-in-family,White,Male,>50K
9,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
13,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
10,Never-married,Other-service,Not-in-family,White,Female,<=50K
12,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
10,Never-married,Exec-managerial,Own-child,White,Female,<=50K
13,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
14,Divorced,Prof-specialty,Unmarried,White,Female,<=50K
9,Never-married,Other-service,Own-child,White,Female,<=50K
10,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
10,Never-married,Sales,Own-child,White,Female,<=50K
9,Married-civ-spouse,Craft-repair,Husband,Other,Male,<=50K
9,Separated,Machine-op-inspct,Own-child,Black,Female,<=50K
9,Never-married,Sales,Not-in-family,White,Female,<=50K
13,Divorced,Prof-specialty,Unmarried,Black,Male,<=50K
7,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,<=50K
13,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
10,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,<=50K
9,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
9,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
9,Divorced,Adm-clerical,Not-in-family,White,Female,>50K
4,Divorced,Tech-support,Unmarried,White,Female,<=50K
13,Never-married,Tech-support,Not-in-family,White,Male,<=50K
13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,>50K
15,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
10,Never-married,Sales,Not-in-family,White,Male,<=50K
10,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
4,Never-married,Sales,Other-relative,White,Male,<=50K
13,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,>50K
10,Never-married,Adm-clerical,Unmarried,Black,Female,<=50K
9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,<=50K
10,Married-civ-spouse,Protective-serv,Husband,White,Male,<=50K
7,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
