F,G,H,J,M,O
Married-civ-spouse,Farming-fishing,Husband,Male,60,<=50K
Never-married,Adm-clerical,Not-in-family,Female,40,<=50K
Married-civ-spouse,Farming-fishing,Husband,Male,40,<=50K
Married-civ-spouse,Tech-support,Husband,Male,40,>50K
Married-civ-spouse,Sales,Own-child,Male,63,<=50K
Never-married,Farming-fishing,Own-child,Male,40,<=50K
Never-married,Adm-clerical,Not-in-family,Female,25,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,60,>50K
Married-civ-spouse,Tech-support,Husband,Male,40,>50K
Never-married,Handlers-cleaners,Not-in-family,Male,40,<=50K
Married-civ-spouse,Sales,Husband,Male,50,>50K
Married-civ-spouse,Other-service,Husband,Male,40,<=50K
Separated,Other-service,Not-in-family,Female,40,<=50K
Divorced,Adm-clerical,Unmarried,Female,40,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,45,>50K
Separated,Other-service,Not-in-family,Male,40,>50K
Married-civ-spouse,Craft-repair,Husband,Male,60,<=50K
Divorced,Priv-house-serv,Unmarried,Female,25,<=50K
Never-married,Craft-repair,Not-in-family,Female,50,<=50K
Married-civ-spouse,Sales,Husband,Male,55,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,<=50K
Never-married,Other-service,Other-relative,Male,40,<=50K
Never-married,Exec-managerial,Other-relative,Female,45,<=50K
Divorced,Machine-op-inspct,Own-child,Female,40,<=50K
Married-spouse-absent,Adm-clerical,Not-in-family,Male,20,>50K
Never-married,noValueSetHere123156456,Own-child,Female,40,<=50K
Widowed,Sales,Not-in-family,Female,40,<=50K
Never-married,Sales,Own-child,Male,35,<=50K
Never-married,Other-service,Unmarried,Female,38,<=50K
Divorced,Sales,Unmarried,Female,42,>50K
Never-married,Sales,Not-in-family,Male,50,<=50K
Never-married,Handlers-cleaners,Other-relative,Male,40,<=50K
Married-civ-spouse,Machine-op-inspct,Husband,Male,40,>50K
Married-civ-spouse,Tech-support,Husband,Male,40,>50K
Married-civ-spouse,Sales,Husband,Male,50,<=50K
Married-spouse-absent,Other-service,Not-in-family,Female,40,<=50K
Widowed,Machine-op-inspct,Not-in-family,Female,40,<=50K
Married-civ-spouse,Sales,Husband,Male,50,>50K
Never-married,Other-service,Not-in-family,Male,6,<=50K
Never-married,Other-service,Not-in-family,Male,30,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,>50K
Married-civ-spouse,Prof-specialty,Husband,Male,45,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,50,>50K
Married-civ-spouse,Prof-specialty,Husband,Male,55,>50K
Married-civ-spouse,Protective-serv,Husband,Male,40,<=50K
Widowed,Adm-clerical,Unmarried,Female,25,<=50K
Never-married,Other-service,Not-in-family,Female,50,<=50K
Never-married,Handlers-cleaners,Other-relative,Male,39,<=50K
Married-civ-spouse,Tech-support,Husband,Male,40,>50K
Never-married,Exec-managerial,Not-in-family,Female,45,<=50K
Never-married,Transport-moving,Not-in-family,Male,60,<=50K
Separated,Sales,Unmarried,Female,10,<=50K
Married-civ-spouse,Transport-moving,Husband,Male,99,<=50K
Separated,Adm-clerical,Own-child,Male,35,<=50K
Married-civ-spouse,Farming-fishing,Husband,Male,30,<=50K
Divorced,Exec-managerial,Not-in-family,Male,60,>50K
Married-civ-spouse,Sales,Husband,Male,36,<=50K
Divorced,Craft-repair,Unmarried,Female,40,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,25,>50K
Never-married,Adm-clerical,Unmarried,Female,15,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,48,<=50K
Married-civ-spouse,Transport-moving,Husband,Male,75,<=50K
Never-married,Other-service,Unmarried,Female,35,<=50K
Married-spouse-absent,Sales,Own-child,Female,18,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,<=50K
Divorced,Prof-specialty,Unmarried,Female,40,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,40,>50K
Never-married,Sales,Not-in-family,Male,55,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,45,<=50K
Married-civ-spouse,Transport-moving,Husband,Male,65,<=50K
Never-married,Prof-specialty,Not-in-family,Female,50,>50K
Married-civ-spouse,Craft-repair,Husband,Male,50,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,40,>50K
Never-married,noValueSetHere123156456,Own-child,Female,6,<=50K
Never-married,Machine-op-inspct,Own-child,Male,40,<=50K
Never-married,Adm-clerical,Not-in-family,Male,40,<=50K
Divorced,Prof-specialty,Not-in-family,Male,40,<=50K
Widowed,Craft-repair,Unmarried,Male,40,<=50K
Married-civ-spouse,Sales,Husband,Male,45,<=50K
Separated,noValueSetHere123156456,Unmarried,Male,40,<=50K
Never-married,Adm-clerical,Own-child,Male,25,<=50K
Never-married,Adm-clerical,Not-in-family,Male,70,>50K
Married-civ-spouse,Craft-repair,Husband,Male,32,>50K
Never-married,Handlers-cleaners,Own-child,Female,40,<=50K
Divorced,Transport-moving,Not-in-family,Male,40,<=50K
Married-civ-spouse,Machine-op-inspct,Husband,Male,40,>50K
Married-civ-spouse,Farming-fishing,Husband,Male,65,<=50K
Divorced,Machine-op-inspct,Unmarried,Female,35,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,50,>50K
Divorced,Other-service,Own-child,Female,20,<=50K
Never-married,Handlers-cleaners,Own-child,Male,30,<=50K
Married-civ-spouse,Other-service,Husband,Male,40,>50K
Married-civ-spouse,Sales,Husband,Male,50,<=50K
Married-civ-spouse,Sales,Husband,Male,40,>50K
Married-civ-spouse,Craft-repair,Husband,Male,40,>50K
Never-married,Adm-clerical,Not-in-family,Female,40,<=50K
Never-married,noValueSetHere123156456,Own-child,Male,40,<=50K
Married-civ-spouse,Prof-specialty,Wife,Female,35,>50K
Married-civ-spouse,Protective-serv,Husband,Male,40,>50K
Married-civ-spouse,Adm-clerical,Husband,Male,48,<=50K
Never-married,Prof-specialty,Not-in-family,Female,40,<=50K
Married-civ-spouse,Machine-op-inspct,Wife,Female,40,<=50K
Married-civ-spouse,Exec-managerial,Wife,Female,35,>50K
Never-married,Handlers-cleaners,Not-in-family,Male,40,<=50K
Divorced,Tech-support,Not-in-family,Female,36,<=50K
Never-married,Prof-specialty,Own-child,Female,60,<=50K
Divorced,Adm-clerical,Not-in-family,Female,16,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,45,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,45,>50K
Never-married,Tech-support,Not-in-family,Male,40,<=50K
Married-civ-spouse,Tech-support,Wife,Female,25,>50K
Never-married,Sales,Not-in-family,Male,45,<=50K
Married-civ-spouse,noValueSetHere123156456,Husband,Male,16,<=50K
Married-civ-spouse,Machine-op-inspct,Husband,Male,40,<=50K
Married-civ-spouse,Sales,Husband,Male,40,<=50K
Divorced,Sales,Not-in-family,Male,40,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,45,<=50K
Never-married,Sales,Unmarried,Male,66,<=50K
Never-married,Adm-clerical,Own-child,Male,25,<=50K
Married-civ-spouse,Exec-managerial,Wife,Female,40,>50K
Never-married,Adm-clerical,Not-in-family,Female,40,<=50K
Never-married,Other-service,Own-child,Female,14,<=50K
Married-civ-spouse,Other-service,Husband,Male,60,>50K
Married-civ-spouse,Machine-op-inspct,Husband,Male,40,<=50K
Never-married,Prof-specialty,Unmarried,Male,40,<=50K
Never-married,Adm-clerical,Own-child,Female,14,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,90,<=50K
Separated,Machine-op-inspct,Not-in-family,Female,36,<=50K
Married-civ-spouse,Other-service,Wife,Female,38,<=50K
Never-married,Adm-clerical,Own-child,Female,25,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,>50K
Married-civ-spouse,Prof-specialty,Husband,Male,45,<=50K
Married-civ-spouse,Transport-moving,Husband,Male,65,<=50K
Married-civ-spouse,Adm-clerical,Husband,Male,40,<=50K
Married-civ-spouse,Transport-moving,Husband,Male,36,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,50,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,40,>50K
Divorced,Sales,Not-in-family,Male,40,<=50K
Divorced,Exec-managerial,Own-child,Male,44,<=50K
Divorced,Adm-clerical,Unmarried,Female,42,<=50K
Separated,Other-service,Other-relative,Female,40,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,60,>50K
Divorced,Exec-managerial,Not-in-family,Female,50,<=50K
Never-married,Prof-specialty,Not-in-family,Female,40,<=50K
Never-married,Handlers-cleaners,Other-relative,Male,50,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,<=50K
Divorced,Sales,Unmarried,Male,40,>50K
Married-civ-spouse,Prof-specialty,Husband,Male,50,>50K
Married-civ-spouse,Transport-moving,Husband,Male,40,<=50K
Married-civ-spouse,Exec-managerial,Wife,Female,20,>50K
Married-spouse-absent,Farming-fishing,Other-relative,Male,20,<=50K
Never-married,Other-service,Own-child,Male,20,<=50K
Married-civ-spouse,Machine-op-inspct,Husband,Male,40,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,45,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,16,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,60,<=50K
Married-civ-spouse,Adm-clerical,Husband,Male,40,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,60,<=50K
Divorced,Exec-managerial,Not-in-family,Male,40,<=50K
Never-married,Prof-specialty,Not-in-family,Female,40,<=50K
Divorced,Prof-specialty,Not-in-family,Male,50,>50K
Married-civ-spouse,Craft-repair,Husband,Male,55,>50K
Never-married,Handlers-cleaners,Unmarried,Male,72,<=50K
Divorced,Craft-repair,Not-in-family,Male,40,<=50K
Married-civ-spouse,Sales,Husband,Male,50,<=50K
Never-married,Handlers-cleaners,Other-relative,Female,35,<=50K
Never-married,noValueSetHere123156456,Own-child,Male,20,<=50K
Separated,noValueSetHere123156456,Unmarried,Female,40,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,40,>50K
Never-married,Farming-fishing,Own-child,Male,25,<=50K
Married-civ-spouse,Other-service,Husband,Male,40,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,35,<=50K
Never-married,Exec-managerial,Not-in-family,Male,40,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,<=50K
Divorced,Transport-moving,Own-child,Male,40,<=50K
Never-married,Other-service,Not-in-family,Female,25,<=50K
Married-civ-spouse,Farming-fishing,Husband,Male,90,<=50K
Married-civ-spouse,Farming-fishing,Husband,Male,80,<=50K
Never-married,Other-service,Own-child,Male,15,<=50K
Widowed,Prof-specialty,Unmarried,Male,48,>50K
Never-married,Other-service,Own-child,Male,24,<=50K
Married-civ-spouse,Sales,Husband,Male,15,<=50K
Divorced,Other-service,Not-in-family,Male,40,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,65,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,50,>50K
Married-civ-spouse,Other-service,Husband,Male,45,<=50K
Divorced,noValueSetHere123156456,Not-in-family,Female,40,<=50K
Married-civ-spouse,Other-service,Husband,Male,20,<=50K
Never-married,Machine-op-inspct,Not-in-family,Male,40,<=50K
Married-civ-spouse,Adm-clerical,Wife,Female,40,<=50K
Divorced,Prof-specialty,Own-child,Female,60,<=50K
Married-civ-spouse,Sales,Husband,Male,40,>50K
Married-civ-spouse,Craft-repair,Husband,Male,40,<=50K
Divorced,Craft-repair,Not-in-family,Male,40,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,60,<=50K
Married-civ-spouse,Adm-clerical,Wife,Female,40,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,45,>50K
Married-civ-spouse,Craft-repair,Husband,Male,46,>50K
Married-civ-spouse,Craft-repair,Husband,Male,50,>50K
Married-civ-spouse,noValueSetHere123156456,Husband,Male,10,<=50K
Divorced,Adm-clerical,Not-in-family,Female,40,<=50K
Never-married,Farming-fishing,Own-child,Male,10,<=50K
Married-civ-spouse,Adm-clerical,Husband,Male,45,>50K
Divorced,Adm-clerical,Own-child,Female,55,<=50K
Never-married,Craft-repair,Own-child,Male,40,<=50K
Never-married,Adm-clerical,Not-in-family,Female,45,<=50K
Divorced,Priv-house-serv,Unmarried,Female,10,<=50K
Never-married,Handlers-cleaners,Own-child,Male,35,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,<=50K
Never-married,Adm-clerical,Own-child,Male,40,<=50K
Never-married,Other-service,Unmarried,Female,40,<=50K
Divorced,Exec-managerial,Unmarried,Female,40,<=50K
Divorced,Machine-op-inspct,Not-in-family,Female,70,<=50K
Never-married,Adm-clerical,Other-relative,Female,38,<=50K
Never-married,Farming-fishing,Own-child,Male,40,<=50K
Divorced,Adm-clerical,Not-in-family,Female,38,<=50K
Never-married,Sales,Own-child,Male,13,<=50K
Never-married,Other-service,Not-in-family,Male,20,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,>50K
Never-married,Craft-repair,Not-in-family,Male,40,<=50K
Married-civ-spouse,Sales,Husband,Male,40,>50K
Separated,Craft-repair,Unmarried,Female,40,<=50K
Never-married,Exec-managerial,Own-child,Female,7,<=50K
Never-married,Other-service,Not-in-family,Female,40,<=50K
Never-married,Sales,Own-child,Female,25,<=50K
Married-civ-spouse,Adm-clerical,Husband,Male,40,>50K
Never-married,Adm-clerical,Not-in-family,Female,5,<=50K
Married-civ-spouse,Other-service,Wife,Female,40,<=50K
Never-married,Sales,Unmarried,Female,40,<=50K
Married-civ-spouse,Transport-moving,Husband,Male,40,<=50K
Married-civ-spouse,Sales,Wife,Female,40,>50K
Married-civ-spouse,noValueSetHere123156456,Husband,Male,20,<=50K
Divorced,Exec-managerial,Not-in-family,Female,40,<=50K
Divorced,Exec-managerial,Not-in-family,Female,40,<=50K
Never-married,Sales,Not-in-family,Female,40,<=50K
Widowed,Sales,Unmarried,Female,40,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,50,>50K
Married-civ-spouse,Exec-managerial,Husband,Male,52,>50K
Married-civ-spouse,Craft-repair,Husband,Male,35,<=50K
Never-married,Sales,Own-child,Female,15,<=50K
Married-civ-spouse,Adm-clerical,Wife,Female,40,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,50,<=50K
Divorced,Exec-managerial,Other-relative,Female,55,<=50K
Widowed,Adm-clerical,Not-in-family,Female,40,<=50K
Divorced,Prof-specialty,Not-in-family,Male,40,<=50K
Never-married,Prof-specialty,Own-child,Female,60,<=50K
Divorced,Handlers-cleaners,Own-child,Male,40,<=50K
Married-civ-spouse,Exec-managerial,Wife,Female,40,>50K
Separated,Tech-support,Not-in-family,Female,26,<=50K
Never-married,Prof-specialty,Not-in-family,Female,50,>50K
Married-civ-spouse,Craft-repair,Husband,Male,40,<=50K
Married-civ-spouse,Machine-op-inspct,Husband,Male,40,<=50K
Never-married,Adm-clerical,Not-in-family,Male,38,<=50K
Never-married,Other-service,Own-child,Male,20,<=50K
Divorced,Exec-managerial,Not-in-family,Male,50,<=50K
Never-married,Sales,Not-in-family,Male,80,<=50K
Married-civ-spouse,Sales,Husband,Male,60,>50K
Married-civ-spouse,Other-service,Husband,Male,40,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,50,<=50K
Divorced,Transport-moving,Not-in-family,Male,70,<=50K
Never-married,Other-service,Own-child,Female,20,<=50K
Divorced,Adm-clerical,Not-in-family,Female,40,<=50K
Never-married,Handlers-cleaners,Own-child,Male,12,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,45,<=50K
Divorced,Prof-specialty,Unmarried,Female,50,<=50K
Widowed,Adm-clerical,Not-in-family,Female,40,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,45,>50K
Married-civ-spouse,noValueSetHere123156456,Husband,Male,35,>50K
Divorced,Prof-specialty,Unmarried,Female,40,<=50K
Never-married,Other-service,Own-child,Male,30,<=50K
Never-married,Exec-managerial,Not-in-family,Male,40,<=50K
Separated,Adm-clerical,Other-relative,Female,40,<=50K
Married-civ-spouse,Prof-specialty,Wife,Female,40,<=50K
Never-married,Other-service,Unmarried,Male,40,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,<=50K
Married-civ-spouse,Sales,Wife,Female,42,>50K
Married-civ-spouse,Prof-specialty,Husband,Male,40,>50K
Widowed,Prof-specialty,Not-in-family,Female,40,<=50K
Married-civ-spouse,Adm-clerical,Wife,Female,2,<=50K
Married-civ-spouse,Prof-specialty,Wife,Female,8,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,48,<=50K
Married-civ-spouse,Protective-serv,Husband,Male,72,>50K
Married-civ-spouse,Craft-repair,Husband,Male,40,>50K
Divorced,Transport-moving,Own-child,Male,60,<=50K
Married-civ-spouse,Transport-moving,Own-child,Male,72,<=50K
Never-married,Craft-repair,Not-in-family,Male,40,<=50K
Never-married,Adm-clerical,Not-in-family,Female,50,<=50K
Never-married,Adm-clerical,Not-in-family,Female,40,<=50K
Never-married,Other-service,Own-child,Male,12,<=50K
Divorced,Sales,Not-in-family,Female,46,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,38,<=50K
Never-married,noValueSetHere123156456,Own-child,Female,35,<=50K
Separated,Adm-clerical,Not-in-family,Female,40,<=50K
Married-civ-spouse,noValueSetHere123156456,Husband,Male,50,>50K
Never-married,Other-service,Own-child,Female,24,<=50K
Married-civ-spouse,Farming-fishing,Husband,Male,60,<=50K
Divorced,Sales,Own-child,Female,48,<=50K
Never-married,Transport-moving,Own-child,Male,35,<=50K
Divorced,Handlers-cleaners,Other-relative,Male,40,<=50K
Married-spouse-absent,Other-service,Unmarried,Female,20,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,60,>50K
Never-married,Tech-support,Not-in-family,Female,40,>50K
Never-married,Exec-managerial,Not-in-family,Male,40,<=50K
Married-civ-spouse,Tech-support,Husband,Male,40,<=50K
Married-civ-spouse,Farming-fishing,Husband,Male,18,<=50K
Never-married,Other-service,Own-child,Male,10,<=50K
Separated,Prof-specialty,Unmarried,Female,32,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,40,>50K
Never-married,noValueSetHere123156456,Own-child,Male,40,<=50K
Never-married,Machine-op-inspct,Unmarried,Female,40,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,40,>50K
Married-civ-spouse,Sales,Husband,Male,60,>50K
Separated,Protective-serv,Unmarried,Male,40,<=50K
Separated,Adm-clerical,Unmarried,Female,32,<=50K
Married-civ-spouse,Other-service,Husband,Male,52,<=50K
Married-spouse-absent,Prof-specialty,Unmarried,Female,44,<=50K
Never-married,Prof-specialty,Not-in-family,Male,40,<=50K
Divorced,Transport-moving,Unmarried,Male,40,<=50K
Never-married,Sales,Own-child,Male,60,<=50K
Never-married,Adm-clerical,Own-child,Male,20,<=50K
Divorced,Adm-clerical,Not-in-family,Female,35,<=50K
Married-civ-spouse,Prof-specialty,Husband,Male,45,>50K
Divorced,Adm-clerical,Unmarried,Female,50,<=50K
Never-married,Prof-specialty,Not-in-family,Male,40,<=50K
Never-married,Other-service,Not-in-family,Male,35,<=50K
Married-civ-spouse,Craft-repair,Husband,Male,40,<=50K
Never-married,Sales,Own-child,Female,25,<=50K
Married-civ-spouse,noValueSetHere123156456,Husband,Male,40,<=50K
Married-civ-spouse,Adm-clerical,Husband,Male,40,>50K
Married-spouse-absent,Transport-moving,Not-in-family,Male,99,<=50K
Never-married,Craft-repair,Not-in-family,Male,40,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,45,>50K
Married-civ-spouse,Exec-managerial,Husband,Male,70,<=50K
Never-married,Other-service,Unmarried,Female,32,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,38,<=50K
Married-civ-spouse,Transport-moving,Husband,Male,50,>50K
Married-civ-spouse,Prof-specialty,Husband,Male,40,<=50K
Married-civ-spouse,Protective-serv,Husband,Male,40,>50K
Married-civ-spouse,Prof-specialty,Husband,Male,45,<=50K
Never-married,Adm-clerical,Own-child,Female,40,<=50K
Divorced,Prof-specialty,Not-in-family,Female,50,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,70,<=50K
Married-civ-spouse,Machine-op-inspct,Husband,Male,40,>50K
Married-civ-spouse,Craft-repair,Husband,Male,60,<=50K
Married-civ-spouse,Adm-clerical,Husband,Male,40,<=50K
Divorced,noValueSetHere123156456,Not-in-family,Female,40,<=50K
Married-civ-spouse,Exec-managerial,Husband,Male,50,<=50K
Never-married,Exec-managerial,Unmarried,Female,40,<=50K
Never-married,Other-service,Own-child,Female,30,<=50K
Never-married,Sales,Not-in-family,Female,50,<=50K
Never-married,Prof-specialty,Not-in-family,Female,48,<=50K
Married-spouse-absent,Other-service,Unmarried,Female,30,<=50K
Divorced,Handlers-cleaners,Unmarried,Female,40,<=50K
Separated,Craft-repair,Not-in-family,Male,40,<=50K
Married-civ-spouse,Tech-support,Wife,Female,45,<=50K
Married-civ-spouse,Sales,Husband,Male,40,>50K
