E,H,J,K,L,M,O
9,Not-in-family,Male,0,0,40,<=50K
14,Husband,Male,0,1902,50,>50K
10,Not-in-family,Male,0,0,45,<=50K
13,Not-in-family,Male,0,0,40,<=50K
9,Husband,Male,0,2377,60,<=50K
13,Husband,Male,15024,0,45,>50K
10,Husband,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,40,>50K
10,Not-in-family,Male,0,0,30,<=50K
12,Unmarried,Female,0,0,40,<=50K
10,Wife,Female,0,0,60,<=50K
6,Not-in-family,Male,0,0,45,<=50K
9,Own-child,Male,0,0,40,<=50K
14,Unmarried,Male,0,0,40,<=50K
9,Husband,Male,2829,0,40,<=50K
9,Husband,Male,0,0,60,<=50K
10,Husband,Male,0,0,50,>50K
10,Own-child,Male,0,0,3,<=50K
13,Husband,Male,0,0,50,<=50K
13,Husband,Male,0,0,30,>50K
13,Not-in-family,Male,0,0,25,<=50K
10,Own-child,Male,0,0,40,<=50K
11,Not-in-family,Male,0,0,30,<=50K
10,Not-in-family,Female,0,0,12,<=50K
16,Not-in-family,Male,0,0,40,>50K
10,Not-in-family,Female,0,0,40,<=50K
13,Husband,Male,0,0,50,>50K
5,Not-in-family,Male,0,0,40,<=50K
9,Unmarried,Female,0,0,30,<=50K
4,Husband,Male,0,0,40,<=50K
11,Own-child,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
10,Not-in-family,Male,0,0,40,<=50K
12,Husband,Male,0,0,40,<=50K
10,Unmarried,Female,0,0,40,<=50K
9,Not-in-family,Female,0,0,4,<=50K
10,Own-child,Male,0,0,10,<=50K
9,Husband,Male,0,0,60,>50K
10,Own-child,Male,0,0,35,<=50K
13,Husband,Male,0,0,60,<=50K
14,Husband,Male,0,0,45,>50K
10,Husband,Male,0,0,50,<=50K
10,Wife,Female,0,0,14,>50K
13,Husband,Male,15024,0,60,>50K
10,Own-child,Female,0,0,15,<=50K
11,Unmarried,Female,0,0,40,<=50K
7,Unmarried,Male,0,0,40,<=50K
16,Husband,Male,0,0,40,>50K
8,Own-child,Female,0,0,24,<=50K
14,Not-in-family,Male,0,0,40,<=50K
9,Own-child,Male,0,0,40,<=50K
10,Own-child,Female,0,0,20,<=50K
9,Husband,Male,0,0,48,<=50K
9,Own-child,Female,0,0,35,<=50K
9,Husband,Male,0,0,50,<=50K
9,Unmarried,Female,0,0,44,<=50K
9,Husband,Male,0,0,40,<=50K
9,Own-child,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,>50K
9,Not-in-family,Male,0,0,44,<=50K
10,Own-child,Female,0,0,40,<=50K
6,Own-child,Male,0,0,40,<=50K
9,Unmarried,Female,0,0,40,<=50K
13,Not-in-family,Female,0,0,50,<=50K
8,Not-in-family,Male,0,0,40,<=50K
9,Own-child,Male,0,0,40,<=50K
13,Husband,Male,0,0,40,>50K
13,Husband,Male,0,0,45,<=50K
10,Wife,Female,10566,0,35,<=50K
7,Husband,Male,0,0,20,<=50K
9,Husband,Male,0,0,40,<=50K
10,Unmarried,Female,0,0,40,<=50K
10,Husband,Male,0,1977,40,>50K
9,Husband,Male,0,0,40,<=50K
10,Unmarried,Female,0,0,40,<=50K
9,Own-child,Male,0,0,40,<=50K
9,Husband,Male,0,0,54,<=50K
13,Unmarried,Male,0,0,65,<=50K
12,Own-child,Female,0,0,40,<=50K
9,Own-child,Male,0,0,25,<=50K
9,Husband,Male,0,0,35,>50K
9,Husband,Male,0,0,40,<=50K
10,Husband,Male,0,0,46,<=50K
9,Unmarried,Male,0,0,40,<=50K
3,Husband,Male,0,0,40,<=50K
10,Husband,Male,0,0,50,<=50K
14,Husband,Male,0,0,50,>50K
9,Husband,Male,0,0,40,>50K
7,Own-child,Female,0,0,19,<=50K
9,Own-child,Female,0,0,40,<=50K
9,Husband,Male,4064,0,55,<=50K
10,Husband,Male,0,2042,50,<=50K
9,Own-child,Male,0,0,80,<=50K
13,Husband,Male,0,0,45,>50K
4,Husband,Male,0,0,56,<=50K
14,Own-child,Female,0,0,40,<=50K
9,Not-in-family,Male,0,0,40,<=50K
9,Own-child,Male,0,0,25,<=50K
10,Husband,Male,0,0,60,<=50K
5,Own-child,Male,0,0,40,<=50K
10,Own-child,Male,0,1602,16,<=50K
9,Not-in-family,Male,0,1980,46,<=50K
9,Husband,Male,0,0,50,<=50K
10,Own-child,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,32,<=50K
10,Own-child,Male,0,0,40,<=50K
10,Own-child,Female,0,0,30,<=50K
12,Not-in-family,Male,0,0,52,<=50K
10,Husband,Male,0,0,40,<=50K
15,Own-child,Male,0,0,20,<=50K
13,Husband,Male,0,0,52,>50K
9,Husband,Male,0,0,40,<=50K
16,Husband,Male,0,0,50,>50K
13,Unmarried,Female,0,0,32,<=50K
9,Not-in-family,Male,0,0,40,<=50K
9,Not-in-family,Female,0,0,55,<=50K
13,Wife,Female,0,0,30,>50K
9,Own-child,Male,0,0,40,<=50K
10,Not-in-family,Female,0,0,40,<=50K
13,Husband,Male,0,0,40,>50K
4,Own-child,Male,0,0,40,<=50K
9,Husband,Male,0,0,50,<=50K
9,Unmarried,Male,0,0,40,<=50K
13,Husband,Male,0,0,40,<=50K
9,Husband,Male,3908,0,35,<=50K
10,Own-child,Male,0,0,60,<=50K
4,Husband,Male,0,0,40,<=50K
14,Not-in-family,Female,0,0,40,<=50K
9,Not-in-family,Female,0,0,43,<=50K
10,Husband,Male,0,0,55,<=50K
9,Not-in-family,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
13,Not-in-family,Female,0,1876,40,<=50K
6,Husband,Male,0,1887,40,>50K
13,Husband,Male,0,0,45,<=50K
9,Not-in-family,Female,0,0,45,<=50K
14,Husband,Male,0,0,48,<=50K
9,Husband,Male,0,0,40,<=50K
7,Husband,Male,0,0,40,<=50K
9,Unmarried,Female,0,0,38,<=50K
3,Other-relative,Male,0,0,40,<=50K
9,Wife,Female,0,0,45,<=50K
9,Unmarried,Female,0,0,40,<=50K
10,Husband,Male,0,0,40,>50K
9,Not-in-family,Male,0,0,45,<=50K
9,Husband,Male,0,0,45,<=50K
10,Own-child,Female,0,0,30,<=50K
13,Husband,Male,7688,0,40,>50K
14,Husband,Male,0,0,10,>50K
9,Own-child,Male,0,0,25,<=50K
11,Own-child,Male,0,0,40,<=50K
10,Not-in-family,Female,0,0,40,<=50K
9,Not-in-family,Male,0,0,40,<=50K
10,Not-in-family,Male,0,0,38,<=50K
10,Not-in-family,Female,0,0,40,<=50K
10,Own-child,Male,0,0,30,<=50K
10,Not-in-family,Male,0,0,30,<=50K
10,Husband,Male,0,0,40,<=50K
10,Wife,Female,0,0,50,<=50K
9,Husband,Male,0,0,49,>50K
9,Husband,Male,0,0,40,<=50K
10,Not-in-family,Male,0,0,24,<=50K
14,Wife,Female,15024,0,37,>50K
13,Wife,Female,0,0,8,>50K
10,Other-relative,Male,0,0,40,<=50K
9,Not-in-family,Female,0,0,33,<=50K
10,Other-relative,Male,0,0,50,<=50K
13,Not-in-family,Female,0,0,40,<=50K
10,Own-child,Male,0,1380,40,<=50K
10,Unmarried,Female,0,0,40,<=50K
10,Husband,Male,0,0,25,<=50K
10,Own-child,Female,0,0,40,<=50K
9,Not-in-family,Male,0,0,45,<=50K
9,Unmarried,Male,0,0,40,<=50K
13,Husband,Male,0,0,41,<=50K
10,Husband,Male,0,0,40,<=50K
7,Husband,Male,0,0,40,<=50K
10,Unmarried,Female,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
13,Husband,Male,0,0,20,<=50K
13,Husband,Male,0,0,40,<=50K
10,Husband,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,65,<=50K
10,Own-child,Female,0,0,40,<=50K
13,Husband,Male,0,0,44,>50K
9,Unmarried,Female,0,0,70,<=50K
10,Husband,Male,0,0,40,>50K
4,Husband,Male,0,0,15,<=50K
10,Husband,Male,0,0,43,<=50K
7,Own-child,Female,0,0,12,<=50K
9,Not-in-family,Female,0,0,35,<=50K
9,Other-relative,Female,2329,0,20,<=50K
10,Own-child,Female,0,0,15,<=50K
9,Wife,Female,0,0,40,>50K
10,Husband,Male,0,0,40,<=50K
13,Husband,Male,0,0,25,>50K
13,Husband,Male,0,1902,42,>50K
6,Unmarried,Female,0,0,40,<=50K
10,Unmarried,Male,6849,0,40,<=50K
9,Husband,Male,0,0,38,>50K
9,Not-in-family,Male,0,0,40,<=50K
10,Husband,Male,0,0,60,<=50K
9,Wife,Female,0,0,17,<=50K
7,Not-in-family,Female,0,0,34,<=50K
10,Own-child,Male,0,0,20,<=50K
10,Not-in-family,Female,0,0,40,<=50K
10,Not-in-family,Male,0,0,30,<=50K
14,Unmarried,Female,0,0,43,<=50K
10,Unmarried,Female,2036,0,60,<=50K
9,Husband,Male,0,0,72,>50K
13,Own-child,Female,0,0,40,<=50K
14,Own-child,Female,0,0,40,<=50K
7,Not-in-family,Male,0,2001,40,<=50K
13,Not-in-family,Male,0,0,45,<=50K
9,Wife,Female,0,0,42,>50K
9,Unmarried,Female,0,0,25,<=50K
14,Husband,Male,0,0,70,>50K
9,Husband,Male,0,0,40,<=50K
9,Unmarried,Female,0,0,48,<=50K
12,Husband,Male,0,0,45,<=50K
11,Own-child,Male,0,0,40,<=50K
9,Unmarried,Male,0,0,40,<=50K
14,Husband,Male,0,0,40,>50K
10,Own-child,Female,0,0,20,<=50K
9,Unmarried,Male,0,0,40,<=50K
10,Wife,Female,0,0,40,<=50K
14,Husband,Male,0,0,50,<=50K
10,Husband,Male,0,0,54,<=50K
10,Not-in-family,Female,0,0,30,<=50K
10,Husband,Male,0,0,12,<=50K
9,Other-relative,Male,0,0,60,<=50K
9,Husband,Male,0,0,40,<=50K
10,Not-in-family,Female,0,0,38,<=50K
9,Own-child,Male,0,0,30,<=50K
10,Own-child,Female,0,0,45,<=50K
10,Unmarried,Female,0,0,40,<=50K
9,Other-relative,Male,0,0,40,<=50K
10,Not-in-family,Male,0,0,40,<=50K
9,Unmarried,Female,0,0,35,<=50K
10,Husband,Male,0,0,60,<=50K
12,Husband,Male,0,0,45,>50K
9,Unmarried,Female,0,0,40,<=50K
13,Husband,Male,0,0,20,<=50K
9,Husband,Male,0,0,66,<=50K
9,Unmarried,Female,3887,0,40,<=50K
14,Not-in-family,Male,0,0,40,<=50K
9,Husband,Male,0,0,48,<=50K
11,Not-in-family,Female,0,0,30,<=50K
10,Own-child,Male,0,0,30,<=50K
14,Unmarried,Female,0,0,48,<=50K
6,Own-child,Male,0,0,35,<=50K
10,Wife,Female,0,0,35,>50K
16,Not-in-family,Male,27828,0,60,>50K
10,Not-in-family,Male,0,0,40,<=50K
13,Not-in-family,Female,0,0,45,>50K
13,Own-child,Male,0,0,40,<=50K
13,Husband,Male,0,0,33,<=50K
10,Husband,Male,0,0,40,<=50K
13,Not-in-family,Female,2174,0,50,<=50K
7,Not-in-family,Male,0,0,60,<=50K
9,Husband,Male,0,0,40,>50K
4,Not-in-family,Female,0,0,40,<=50K
7,Husband,Male,0,0,40,<=50K
13,Own-child,Female,0,0,40,<=50K
10,Unmarried,Female,0,0,30,<=50K
7,Unmarried,Female,0,0,32,<=50K
5,Husband,Male,0,0,25,<=50K
7,Not-in-family,Male,0,0,56,<=50K
6,Wife,Female,0,0,40,<=50K
9,Unmarried,Female,0,0,35,<=50K
9,Own-child,Female,0,0,38,<=50K
9,Other-relative,Male,0,0,40,<=50K
14,Unmarried,Female,0,0,40,<=50K
13,Not-in-family,Male,0,0,28,<=50K
10,Unmarried,Female,0,0,40,<=50K
13,Husband,Male,0,0,80,>50K
12,Not-in-family,Male,0,0,32,<=50K
10,Own-child,Female,0,0,26,<=50K
6,Unmarried,Female,0,0,12,<=50K
10,Husband,Male,0,0,50,<=50K
9,Not-in-family,Female,0,0,42,<=50K
14,Not-in-family,Female,0,0,40,>50K
14,Husband,Male,0,0,60,>50K
9,Not-in-family,Female,0,0,40,<=50K
10,Own-child,Female,0,0,40,<=50K
9,Not-in-family,Female,0,0,33,<=50K
9,Own-child,Female,0,0,40,<=50K
10,Husband,Male,0,0,40,<=50K
3,Other-relative,Female,0,0,40,<=50K
9,Not-in-family,Male,4865,0,50,<=50K
9,Not-in-family,Female,0,0,38,<=50K
10,Own-child,Male,0,0,28,<=50K
14,Not-in-family,Female,8614,0,47,>50K
10,Not-in-family,Male,0,0,60,<=50K
10,Husband,Male,3942,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,45,<=50K
9,Own-child,Male,0,0,40,<=50K
13,Not-in-family,Male,13550,0,55,>50K
10,Not-in-family,Male,0,0,45,<=50K
7,Own-child,Female,0,0,40,<=50K
9,Wife,Female,0,0,30,<=50K
11,Not-in-family,Female,0,0,39,<=50K
13,Husband,Male,0,0,40,>50K
10,Own-child,Female,0,0,35,<=50K
6,Not-in-family,Male,0,0,29,<=50K
13,Husband,Male,15024,0,50,>50K
13,Not-in-family,Male,0,0,45,<=50K
9,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
10,Unmarried,Male,3325,0,42,<=50K
10,Unmarried,Female,0,0,38,<=50K
9,Husband,Male,0,0,50,<=50K
10,Not-in-family,Male,0,0,45,>50K
10,Other-relative,Female,0,0,30,<=50K
13,Not-in-family,Female,0,0,20,<=50K
11,Not-in-family,Female,2202,0,40,<=50K
11,Husband,Male,0,0,40,<=50K
13,Not-in-family,Female,0,0,40,<=50K
15,Unmarried,Female,0,0,40,<=50K
3,Wife,Female,0,0,40,<=50K
9,Not-in-family,Female,0,0,40,<=50K
14,Husband,Male,0,0,35,>50K
9,Own-child,Male,0,0,40,<=50K
9,Husband,Male,0,2042,40,<=50K
13,Husband,Male,0,2415,60,>50K
13,Not-in-family,Male,0,0,30,<=50K
4,Not-in-family,Female,0,0,40,<=50K
9,Unmarried,Female,0,0,25,<=50K
13,Husband,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,40,<=50K
6,Husband,Male,0,0,40,<=50K
13,Husband,Male,0,0,55,>50K
16,Husband,Male,0,0,40,<=50K
10,Not-in-family,Male,0,0,45,<=50K
9,Husband,Male,0,0,40,<=50K
10,Husband,Male,0,0,20,<=50K
10,Own-child,Female,0,0,25,<=50K
3,Unmarried,Male,0,0,35,<=50K
4,Not-in-family,Female,0,0,66,<=50K
12,Husband,Male,0,0,50,<=50K
13,Husband,Male,0,0,40,>50K
9,Husband,Male,7298,0,40,>50K
13,Husband,Male,0,0,40,<=50K
13,Wife,Female,0,0,40,<=50K
12,Husband,Male,4386,0,45,>50K
13,Not-in-family,Male,0,0,30,<=50K
10,Unmarried,Male,0,0,40,<=50K
6,Own-child,Male,0,0,8,<=50K
13,Unmarried,Male,0,0,65,<=50K
10,Own-child,Male,0,0,20,<=50K
2,Husband,Male,0,0,40,<=50K
9,Unmarried,Male,0,0,35,<=50K
10,Husband,Male,0,0,40,>50K
11,Husband,Male,0,0,40,<=50K
10,Own-child,Male,0,0,35,<=50K
15,Husband,Male,0,0,45,>50K
8,Not-in-family,Male,0,0,40,<=50K
9,Own-child,Female,1831,0,40,<=50K
9,Not-in-family,Female,0,0,38,<=50K
14,Own-child,Female,0,0,36,<=50K
7,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,50,<=50K
9,Own-child,Female,0,0,20,<=50K
10,Own-child,Male,0,0,10,<=50K
13,Not-in-family,Female,8614,0,40,>50K
15,Husband,Male,99999,0,35,>50K
9,Wife,Female,0,0,35,<=50K
11,Not-in-family,Female,0,0,43,<=50K
13,Husband,Male,0,2377,12,>50K
6,Own-child,Male,0,0,30,<=50K
9,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
13,Not-in-family,Male,0,0,40,<=50K
7,Not-in-family,Male,0,0,65,<=50K
9,Not-in-family,Male,0,0,50,<=50K
13,Husband,Male,0,0,35,>50K
10,Wife,Female,0,0,35,<=50K
10,Not-in-family,Male,0,0,25,<=50K
10,Husband,Male,0,0,40,>50K
5,Husband,Male,0,0,65,<=50K
8,Not-in-family,Male,0,0,50,>50K
6,Husband,Male,0,0,60,<=50K
13,Wife,Female,5178,0,42,>50K
10,Unmarried,Female,0,0,25,<=50K
11,Wife,Female,0,0,30,<=50K
10,Not-in-family,Female,0,0,40,<=50K
9,Own-child,Male,0,0,20,<=50K
10,Husband,Male,0,0,50,<=50K
9,Unmarried,Female,0,0,40,<=50K
10,Own-child,Male,0,0,40,<=50K
9,Not-in-family,Female,0,0,40,<=50K
14,Not-in-family,Female,0,0,50,<=50K
11,Husband,Male,0,0,40,<=50K
13,Husband,Male,0,0,40,<=50K
12,Own-child,Female,0,0,8,<=50K
14,Husband,Male,0,0,18,<=50K
9,Not-in-family,Female,0,0,40,<=50K
13,Husband,Male,0,0,50,<=50K
13,Not-in-family,Female,0,0,40,<=50K
9,Not-in-family,Male,0,0,40,<=50K
9,Own-child,Female,0,0,28,<=50K
9,Not-in-family,Male,0,0,40,<=50K
10,Not-in-family,Male,0,0,40,<=50K
13,Unmarried,Female,0,0,40,<=50K
7,Unmarried,Male,0,0,40,<=50K
13,Husband,Male,0,0,44,>50K
9,Unmarried,Female,0,0,36,<=50K
13,Wife,Female,7688,0,45,>50K
13,Husband,Male,0,0,40,<=50K
9,Not-in-family,Male,0,1590,40,<=50K
15,Husband,Male,0,0,85,>50K
9,Husband,Male,0,0,50,<=50K
14,Unmarried,Female,5455,0,45,<=50K
14,Not-in-family,Female,0,0,40,<=50K
10,Not-in-family,Male,0,0,40,<=50K
12,Husband,Male,0,0,40,>50K
9,Not-in-family,Male,0,0,53,<=50K
9,Not-in-family,Male,0,0,40,<=50K
6,Own-child,Male,0,0,20,<=50K
9,Other-relative,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,20,<=50K
9,Own-child,Female,0,0,40,<=50K
13,Husband,Male,7298,0,50,>50K
10,Wife,Female,0,0,38,>50K
13,Husband,Male,4064,0,44,<=50K
9,Not-in-family,Female,0,0,24,<=50K
13,Not-in-family,Male,8614,0,45,>50K
14,Unmarried,Male,0,0,40,<=50K
10,Husband,Male,0,0,45,>50K
13,Not-in-family,Female,0,0,40,<=50K
10,Own-child,Female,0,0,40,<=50K
13,Husband,Male,0,0,45,<=50K
6,Own-child,Male,0,0,40,<=50K
9,Husband,Male,0,0,80,>50K
9,Husband,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,55,<=50K
8,Other-relative,Male,0,0,40,<=50K
10,Own-child,Female,0,0,20,<=50K
7,Husband,Male,0,0,40,<=50K
13,Own-child,Female,0,0,15,<=50K
9,Not-in-family,Male,0,0,45,<=50K
15,Not-in-family,Male,3325,0,40,<=50K
13,Not-in-family,Male,3325,0,60,<=50K
15,Husband,Male,0,0,29,>50K
14,Not-in-family,Female,10520,0,50,>50K
12,Not-in-family,Female,0,0,56,>50K
3,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,44,<=50K
5,Unmarried,Female,0,0,40,<=50K
2,Not-in-family,Male,0,0,20,<=50K
12,Not-in-family,Female,0,0,25,<=50K
9,Husband,Male,0,0,40,<=50K
9,Husband,Male,99999,0,40,>50K
9,Husband,Male,7688,0,35,>50K
13,Not-in-family,Male,0,0,45,<=50K
9,Unmarried,Female,0,0,50,<=50K
15,Husband,Male,0,0,40,>50K
10,Unmarried,Male,0,0,60,<=50K
13,Husband,Male,0,1977,45,>50K
13,Own-child,Male,0,1092,40,<=50K
10,Unmarried,Female,0,0,40,<=50K
13,Husband,Male,3103,0,40,>50K
4,Not-in-family,Female,0,0,35,<=50K
10,Husband,Male,0,0,40,<=50K
10,Not-in-family,Female,0,0,40,<=50K
12,Own-child,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,40,>50K
10,Unmarried,Female,0,0,32,<=50K
10,Unmarried,Female,0,0,40,<=50K
10,Husband,Male,0,0,40,>50K
5,Husband,Male,0,0,15,<=50K
10,Unmarried,Female,0,0,21,<=50K
11,Husband,Male,0,0,40,>50K
11,Husband,Male,0,0,40,<=50K
10,Husband,Male,0,0,60,<=50K
9,Not-in-family,Male,4650,0,44,<=50K
10,Other-relative,Female,0,0,40,<=50K
3,Husband,Male,0,0,40,>50K
13,Husband,Male,0,0,40,<=50K
10,Not-in-family,Male,0,0,35,<=50K
9,Husband,Male,2885,0,40,<=50K
9,Not-in-family,Male,0,0,65,<=50K
10,Wife,Female,0,0,35,<=50K
9,Husband,Male,0,0,60,<=50K
13,Not-in-family,Male,0,0,50,<=50K
14,Husband,Male,0,0,40,<=50K
13,Husband,Male,0,0,48,>50K
9,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,55,<=50K
10,Husband,Male,0,0,40,<=50K
10,Husband,Male,0,0,45,>50K
10,Husband,Male,7688,0,55,>50K
10,Not-in-family,Male,0,0,40,<=50K
10,Husband,Male,0,0,50,>50K
10,Unmarried,Female,0,0,30,<=50K
6,Own-child,Female,0,0,6,<=50K
9,Own-child,Female,0,0,38,<=50K
10,Wife,Female,0,0,25,<=50K
9,Not-in-family,Female,0,0,50,<=50K
13,Not-in-family,Male,0,0,50,<=50K
9,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,50,<=50K
9,Own-child,Female,0,0,25,<=50K
15,Husband,Male,0,0,99,<=50K
14,Wife,Female,0,0,40,>50K
11,Not-in-family,Male,0,0,40,<=50K
14,Husband,Male,0,0,50,>50K
9,Not-in-family,Male,0,0,40,<=50K
11,Unmarried,Female,0,0,40,<=50K
15,Husband,Male,0,0,45,>50K
9,Husband,Male,0,0,40,<=50K
16,Not-in-family,Male,0,0,50,>50K
12,Husband,Male,0,0,45,>50K
6,Own-child,Male,0,0,4,<=50K
11,Wife,Female,0,0,42,>50K
13,Not-in-family,Male,0,0,40,<=50K
14,Not-in-family,Female,0,0,40,>50K
10,Own-child,Female,0,0,40,<=50K
13,Husband,Male,0,0,60,>50K
14,Wife,Female,0,0,40,>50K
16,Husband,Male,0,0,50,>50K
10,Not-in-family,Male,0,0,40,<=50K
6,Not-in-family,Male,0,0,56,<=50K
14,Not-in-family,Male,0,0,99,<=50K
9,Husband,Male,0,0,40,<=50K
13,Husband,Male,0,0,50,<=50K
9,Not-in-family,Female,0,0,40,<=50K
10,Own-child,Female,0,0,40,<=50K
16,Not-in-family,Male,2885,0,40,<=50K
9,Wife,Female,0,0,40,>50K
13,Unmarried,Female,0,0,27,<=50K
2,Unmarried,Female,0,0,30,<=50K
9,Not-in-family,Female,0,0,30,<=50K
9,Not-in-family,Male,0,0,35,<=50K
13,Husband,Male,0,0,70,>50K
8,Other-relative,Male,0,0,40,<=50K
9,Own-child,Male,0,0,28,<=50K
10,Own-child,Female,0,0,40,<=50K
10,Not-in-family,Male,0,0,30,<=50K
10,Husband,Male,0,1485,60,>50K
6,Other-relative,Female,0,0,40,<=50K
10,Own-child,Male,0,0,35,<=50K
9,Own-child,Male,0,0,32,<=50K
7,Own-child,Female,0,0,15,<=50K
9,Husband,Male,0,0,40,>50K
3,Other-relative,Female,0,0,40,<=50K
9,Not-in-family,Male,0,0,40,<=50K
14,Wife,Female,0,0,45,>50K
9,Unmarried,Female,0,0,35,<=50K
15,Husband,Male,0,0,50,>50K
9,Not-in-family,Male,0,1408,40,<=50K
13,Husband,Male,0,0,50,<=50K
10,Own-child,Female,0,1602,40,<=50K
10,Not-in-family,Male,0,0,40,<=50K
13,Not-in-family,Female,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
10,Not-in-family,Male,0,0,40,<=50K
10,Husband,Male,0,1902,40,>50K
14,Husband,Male,0,0,40,>50K
10,Husband,Male,0,0,44,>50K
13,Husband,Male,0,1977,40,>50K
10,Not-in-family,Male,0,0,40,<=50K
10,Own-child,Female,0,0,25,<=50K
14,Not-in-family,Male,0,0,40,>50K
9,Not-in-family,Female,0,0,11,<=50K
14,Husband,Male,0,1977,41,>50K
9,Unmarried,Female,0,0,50,>50K
13,Own-child,Male,0,0,48,<=50K
10,Not-in-family,Male,0,0,40,<=50K
13,Not-in-family,Female,14084,0,40,>50K
10,Husband,Male,0,0,48,<=50K
4,Not-in-family,Female,0,0,64,<=50K
9,Husband,Male,0,0,50,<=50K
10,Unmarried,Female,0,0,38,<=50K
10,Not-in-family,Female,0,0,50,<=50K
9,Unmarried,Male,0,0,40,<=50K
14,Not-in-family,Male,0,0,80,>50K
9,Husband,Male,0,0,35,<=50K
7,Husband,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,40,<=50K
7,Not-in-family,Female,0,0,40,<=50K
10,Husband,Male,0,0,55,<=50K
10,Husband,Male,15024,0,50,>50K
10,Husband,Male,0,0,40,<=50K
9,Not-in-family,Female,0,0,55,<=50K
9,Husband,Male,0,0,40,<=50K
13,Not-in-family,Male,0,0,40,>50K
8,Husband,Male,3942,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
9,Husband,Male,1424,0,24,<=50K
11,Unmarried,Male,0,0,40,<=50K
10,Unmarried,Female,0,0,24,<=50K
9,Husband,Male,0,0,45,>50K
13,Wife,Female,0,0,24,<=50K
13,Not-in-family,Male,0,0,45,<=50K
12,Husband,Male,0,0,65,>50K
9,Husband,Male,0,0,16,<=50K
10,Husband,Male,0,0,40,>50K
13,Husband,Male,0,0,40,>50K
9,Husband,Male,1409,0,15,<=50K
13,Husband,Male,7688,0,40,>50K
10,Husband,Male,0,0,36,<=50K
10,Not-in-family,Female,0,0,43,<=50K
11,Unmarried,Male,0,0,50,<=50K
10,Unmarried,Female,0,0,40,<=50K
10,Husband,Male,0,0,38,<=50K
9,Husband,Male,0,0,45,<=50K
10,Not-in-family,Male,0,0,60,<=50K
9,Husband,Male,0,0,50,>50K
16,Not-in-family,Female,0,0,45,<=50K
9,Not-in-family,Female,0,0,40,<=50K
10,Not-in-family,Male,0,0,70,<=50K
13,Not-in-family,Male,10520,0,45,>50K
9,Not-in-family,Male,0,0,40,>50K
9,Own-child,Male,0,0,40,<=50K
9,Husband,Male,0,0,48,<=50K
5,Husband,Male,0,0,50,>50K
9,Husband,Male,0,0,16,<=50K
7,Husband,Male,0,0,8,<=50K
7,Other-relative,Female,0,0,20,<=50K
9,Not-in-family,Male,0,0,40,<=50K
10,Not-in-family,Female,0,0,55,<=50K
13,Not-in-family,Female,0,0,45,>50K
10,Other-relative,Female,0,0,40,<=50K
10,Husband,Male,0,0,40,<=50K
9,Not-in-family,Female,0,0,40,<=50K
9,Not-in-family,Male,0,0,48,<=50K
9,Own-child,Male,0,0,40,<=50K
9,Husband,Male,0,0,35,<=50K
9,Husband,Male,0,0,40,<=50K
10,Unmarried,Female,0,0,25,<=50K
15,Husband,Male,0,0,50,>50K
13,Not-in-family,Female,0,0,40,<=50K
9,Wife,Female,0,0,35,>50K
9,Husband,Male,0,0,60,<=50K
10,Not-in-family,Male,0,0,40,<=50K
12,Not-in-family,Female,0,0,45,<=50K
13,Husband,Male,15024,0,40,>50K
13,Unmarried,Female,0,0,56,>50K
9,Other-relative,Male,0,0,45,<=50K
9,Husband,Male,0,0,10,<=50K
9,Not-in-family,Male,0,0,40,<=50K
10,Own-child,Female,0,0,40,<=50K
9,Unmarried,Female,1831,0,40,<=50K
14,Husband,Male,0,0,17,<=50K
9,Not-in-family,Female,0,0,20,<=50K
9,Husband,Male,0,0,55,>50K
9,Not-in-family,Male,0,0,60,>50K
9,Not-in-family,Female,0,0,24,<=50K
14,Not-in-family,Male,0,0,40,<=50K
13,Husband,Male,0,0,60,<=50K
9,Husband,Male,0,0,40,>50K
9,Other-relative,Male,0,0,40,<=50K
9,Unmarried,Female,0,0,36,<=50K
13,Husband,Male,0,0,60,>50K
10,Not-in-family,Female,0,0,20,<=50K
9,Other-relative,Male,914,0,40,<=50K
