A,F,H,J
40,Married-civ-spouse,Husband,Male
27,Married-civ-spouse,Husband,Male
75,Married-civ-spouse,Husband,Male
55,Divorced,Not-in-family,Female
52,Married-civ-spouse,Husband,Male
54,Divorced,Unmarried,Female
36,Divorced,Unmarried,Male
76,Married-civ-spouse,Husband,Male
26,Never-married,Own-child,Female
18,Never-married,Own-child,Male
38,Divorced,Not-in-family,Male
50,Married-civ-spouse,Husband,Male
19,Never-married,Own-child,Female
32,Married-civ-spouse,Husband,Male
57,Married-civ-spouse,Husband,Male
20,Never-married,Own-child,Male
27,Never-married,Not-in-family,Female
31,Married-spouse-absent,Not-in-family,Male
60,Divorced,Not-in-family,Female
52,Divorced,Unmarried,Female
61,Married-civ-spouse,Husband,Male
57,Widowed,Not-in-family,Male
19,Never-married,Own-child,Male
59,Married-civ-spouse,Husband,Male
34,Never-married,Not-in-family,Male
31,Married-civ-spouse,Not-in-family,Male
42,Divorced,Not-in-family,Male
70,Never-married,Not-in-family,Female
47,Married-civ-spouse,Husband,Male
47,Married-civ-spouse,Husband,Male
29,Married-civ-spouse,Husband,Male
27,Never-married,Other-relative,Male
25,Married-civ-spouse,Wife,Female
51,Married-civ-spouse,Husband,Male
28,Never-married,Own-child,Female
35,Married-civ-spouse,Husband,Male
36,Married-civ-spouse,Husband,Male
54,Never-married,Not-in-family,Female
46,Married-civ-spouse,Husband,Male
52,Separated,Unmarried,Female
65,Married-civ-spouse,Husband,Male
43,Divorced,Not-in-family,Male
41,Divorced,Unmarried,Female
34,Never-married,Other-relative,Female
47,Married-civ-spouse,Husband,Male
49,Never-married,Not-in-family,Male
21,Never-married,Not-in-family,Female
20,Never-married,Not-in-family,Female
18,Never-married,Own-child,Male
27,Never-married,Not-in-family,Male
34,Married-civ-spouse,Husband,Male
38,Divorced,Unmarried,Female
24,Never-married,Not-in-family,Male
34,Never-married,Not-in-family,Male
47,Married-civ-spouse,Husband,Male
27,Separated,Unmarried,Female
63,Widowed,Unmarried,Female
34,Married-civ-spouse,Husband,Male
25,Married-spouse-absent,Not-in-family,Male
54,Widowed,Unmarried,Male
19,Never-married,Own-child,Female
35,Divorced,Not-in-family,Female
24,Married-civ-spouse,Husband,Male
26,Never-married,Own-child,Female
59,Divorced,Not-in-family,Female
43,Married-spouse-absent,Not-in-family,Female
20,Never-married,Own-child,Female
41,Married-civ-spouse,Husband,Male
51,Married-civ-spouse,Husband,Male
27,Never-married,Unmarried,Female
36,Married-civ-spouse,Husband,Male
25,Never-married,Own-child,Male
55,Married-civ-spouse,Husband,Male
22,Never-married,Not-in-family,Female
58,Married-civ-spouse,Husband,Male
43,Married-civ-spouse,Wife,Female
39,Married-civ-spouse,Wife,Female
40,Never-married,Unmarried,Female
46,Divorced,Not-in-family,Male
54,Never-married,Unmarried,Female
19,Never-married,Own-child,Male
24,Married-civ-spouse,Husband,Male
53,Married-civ-spouse,Husband,Male
24,Never-married,Not-in-family,Male
29,Never-married,Own-child,Male
56,Married-civ-spouse,Husband,Male
54,Married-civ-spouse,Husband,Male
21,Never-married,Not-in-family,Female
34,Separated,Not-in-family,Male
56,Divorced,Not-in-family,Female
34,Married-civ-spouse,Husband,Male
19,Never-married,Unmarried,Female
32,Married-civ-spouse,Husband,Male
48,Divorced,Unmarried,Female
67,Married-civ-spouse,Husband,Male
47,Married-civ-spouse,Husband,Male
52,Married-civ-spouse,Husband,Male
40,Married-spouse-absent,Unmarried,Female
28,Married-civ-spouse,Husband,Male
41,Married-civ-spouse,Husband,Male
57,Divorced,Unmarried,Male
51,Divorced,Not-in-family,Female
26,Never-married,Not-in-family,Female
36,Married-civ-spouse,Husband,Male
33,Married-civ-spouse,Husband,Male
46,Married-civ-spouse,Husband,Male
50,Divorced,Other-relative,Female
33,Married-spouse-absent,Not-in-family,Male
77,Never-married,Not-in-family,Male
39,Never-married,Not-in-family,Male
67,Widowed,Unmarried,Male
35,Divorced,Unmarried,Female
23,Never-married,Own-child,Female
37,Divorced,Not-in-family,Female
41,Married-civ-spouse,Husband,Male
60,Married-civ-spouse,Husband,Male
32,Never-married,Not-in-family,Male
56,Married-civ-spouse,Husband,Male
45,Divorced,Unmarried,Female
24,Divorced,Not-in-family,Female
18,Never-married,Own-child,Male
31,Married-civ-spouse,Husband,Male
21,Never-married,Own-child,Male
45,Married-civ-spouse,Husband,Male
23,Never-married,Not-in-family,Female
45,Married-civ-spouse,Husband,Male
18,Never-married,Other-relative,Female
25,Married-civ-spouse,Husband,Male
31,Married-civ-spouse,Husband,Male
19,Never-married,Other-relative,Male
41,Married-civ-spouse,Husband,Male
74,Widowed,Not-in-family,Female
27,Never-married,Not-in-family,Male
23,Never-married,Not-in-family,Female
31,Married-civ-spouse,Husband,Male
40,Married-civ-spouse,Husband,Male
41,Married-civ-spouse,Husband,Male
25,Never-married,Not-in-family,Male
42,Married-civ-spouse,Husband,Male
24,Never-married,Not-in-family,Female
42,Married-civ-spouse,Husband,Male
45,Married-civ-spouse,Husband,Male
52,Married-civ-spouse,Husband,Male
34,Divorced,Not-in-family,Male
32,Never-married,Other-relative,Male
54,Married-civ-spouse,Husband,Male
42,Never-married,Not-in-family,Male
32,Married-civ-spouse,Husband,Male
40,Married-civ-spouse,Wife,Female
55,Married-civ-spouse,Husband,Male
66,Never-married,Not-in-family,Male
52,Married-civ-spouse,Husband,Male
21,Never-married,Not-in-family,Female
33,Married-civ-spouse,Wife,Female
52,Married-civ-spouse,Husband,Male
28,Never-married,Not-in-family,Female
27,Married-civ-spouse,Husband,Male
42,Divorced,Not-in-family,Female
27,Never-married,Own-child,Female
47,Married-civ-spouse,Husband,Male
19,Never-married,Not-in-family,Female
46,Married-civ-spouse,Husband,Male
55,Widowed,Not-in-family,Female
50,Married-civ-spouse,Husband,Male
32,Never-married,Not-in-family,Female
28,Married-civ-spouse,Wife,Female
23,Never-married,Own-child,Female
43,Married-spouse-absent,Not-in-family,Male
34,Married-civ-spouse,Husband,Male
19,Never-married,Not-in-family,Male
37,Married-civ-spouse,Husband,Male
27,Never-married,Other-relative,Female
18,Never-married,Own-child,Female
31,Widowed,Unmarried,Female
49,Married-civ-spouse,Husband,Male
26,Married-civ-spouse,Husband,Male
48,Married-civ-spouse,Husband,Male
39,Married-civ-spouse,Husband,Male
41,Separated,Unmarried,Female
48,Divorced,Unmarried,Female
40,Divorced,Not-in-family,Female
70,Married-civ-spouse,Husband,Male
20,Never-married,Own-child,Male
38,Married-civ-spouse,Husband,Male
37,Separated,Own-child,Female
49,Widowed,Not-in-family,Female
51,Married-civ-spouse,Husband,Male
43,Never-married,Own-child,Male
38,Never-married,Not-in-family,Male
18,Never-married,Own-child,Male
23,Never-married,Not-in-family,Male
34,Married-civ-spouse,Husband,Male
62,Married-civ-spouse,Husband,Male
33,Never-married,Unmarried,Male
31,Never-married,Not-in-family,Female
64,Widowed,Unmarried,Female
26,Married-civ-spouse,Husband,Male
55,Married-civ-spouse,Husband,Male
61,Married-spouse-absent,Not-in-family,Male
37,Married-civ-spouse,Husband,Male
78,Married-civ-spouse,Husband,Male
27,Never-married,Unmarried,Female
49,Divorced,Not-in-family,Male
55,Married-civ-spouse,Husband,Male
42,Married-civ-spouse,Husband,Male
22,Never-married,Other-relative,Female
61,Married-civ-spouse,Husband,Male
64,Married-civ-spouse,Husband,Male
46,Married-civ-spouse,Husband,Male
24,Never-married,Not-in-family,Male
27,Married-civ-spouse,Husband,Male
47,Married-civ-spouse,Husband,Male
18,Divorced,Own-child,Male
48,Married-civ-spouse,Husband,Male
50,Divorced,Not-in-family,Male
40,Divorced,Not-in-family,Female
56,Divorced,Own-child,Male
34,Never-married,Not-in-family,Female
56,Married-civ-spouse,Husband,Male
18,Never-married,Own-child,Male
21,Never-married,Own-child,Female
40,Divorced,Unmarried,Female
27,Married-civ-spouse,Other-relative,Male
52,Married-civ-spouse,Husband,Male
46,Divorced,Not-in-family,Female
23,Never-married,Own-child,Female
50,Married-civ-spouse,Husband,Male
19,Never-married,Other-relative,Male
20,Never-married,Not-in-family,Male
39,Divorced,Not-in-family,Female
24,Never-married,Own-child,Male
72,Widowed,Not-in-family,Female
42,Married-civ-spouse,Wife,Female
42,Divorced,Unmarried,Male
51,Divorced,Not-in-family,Male
39,Married-civ-spouse,Husband,Male
40,Never-married,Unmarried,Female
34,Married-civ-spouse,Husband,Male
19,Never-married,Own-child,Male
26,Never-married,Own-child,Female
45,Divorced,Unmarried,Female
28,Never-married,Not-in-family,Female
30,Never-married,Not-in-family,Male
32,Never-married,Not-in-family,Female
19,Never-married,Own-child,Female
21,Never-married,Own-child,Male
54,Married-civ-spouse,Other-relative,Female
62,Married-civ-spouse,Husband,Male
25,Never-married,Not-in-family,Male
49,Divorced,Unmarried,Female
32,Married-civ-spouse,Husband,Male
26,Never-married,Not-in-family,Male
37,Married-civ-spouse,Husband,Male
58,Divorced,Other-relative,Female
37,Married-civ-spouse,Wife,Female
41,Never-married,Not-in-family,Female
38,Married-civ-spouse,Husband,Male
47,Married-civ-spouse,Husband,Male
42,Divorced,Unmarried,Male
30,Married-civ-spouse,Husband,Male
43,Married-civ-spouse,Husband,Male
34,Married-civ-spouse,Husband,Male
57,Divorced,Other-relative,Female
46,Married-civ-spouse,Husband,Male
32,Married-civ-spouse,Husband,Male
20,Never-married,Own-child,Female
47,Divorced,Not-in-family,Male
55,Divorced,Not-in-family,Male
53,Married-civ-spouse,Husband,Male
43,Married-civ-spouse,Husband,Male
80,Married-civ-spouse,Husband,Male
24,Never-married,Own-child,Female
43,Married-civ-spouse,Husband,Male
22,Never-married,Own-child,Male
40,Separated,Not-in-family,Male
48,Married-civ-spouse,Husband,Male
56,Married-civ-spouse,Husband,Male
34,Divorced,Own-child,Male
51,Married-civ-spouse,Husband,Male
24,Never-married,Not-in-family,Female
19,Never-married,Own-child,Female
34,Divorced,Unmarried,Female
24,Never-married,Own-child,Male
41,Married-civ-spouse,Husband,Male
24,Divorced,Not-in-family,Female
22,Never-married,Own-child,Male
32,Divorced,Unmarried,Female
41,Divorced,Not-in-family,Female
20,Never-married,Own-child,Male
31,Never-married,Not-in-family,Male
55,Married-civ-spouse,Husband,Male
49,Married-civ-spouse,Husband,Male
26,Never-married,Own-child,Male
27,Divorced,Not-in-family,Male
35,Separated,Not-in-family,Female
40,Divorced,Not-in-family,Male
59,Married-civ-spouse,Husband,Male
61,Married-civ-spouse,Husband,Male
31,Never-married,Own-child,Female
43,Divorced,Not-in-family,Male
61,Never-married,Not-in-family,Male
54,Widowed,Unmarried,Female
30,Married-civ-spouse,Husband,Male
20,Never-married,Not-in-family,Female
27,Never-married,Not-in-family,Female
44,Divorced,Not-in-family,Male
64,Widowed,Not-in-family,Female
55,Divorced,Not-in-family,Female
34,Divorced,Not-in-family,Male
61,Widowed,Not-in-family,Female
28,Married-civ-spouse,Husband,Male
34,Divorced,Unmarried,Female
47,Married-civ-spouse,Husband,Male
26,Never-married,Not-in-family,Male
35,Never-married,Unmarried,Male
36,Married-civ-spouse,Husband,Male
47,Married-civ-spouse,Husband,Male
17,Never-married,Own-child,Female
35,Married-civ-spouse,Husband,Male
33,Never-married,Own-child,Male
25,Married-civ-spouse,Wife,Female
18,Never-married,Own-child,Male
47,Separated,Not-in-family,Male
44,Widowed,Unmarried,Female
41,Divorced,Unmarried,Female
30,Never-married,Not-in-family,Female
53,Married-civ-spouse,Husband,Male
53,Widowed,Unmarried,Female
40,Married-civ-spouse,Wife,Female
24,Never-married,Not-in-family,Male
27,Never-married,Own-child,Male
50,Married-civ-spouse,Husband,Male
36,Married-civ-spouse,Husband,Male
41,Married-civ-spouse,Husband,Male
41,Never-married,Not-in-family,Female
31,Never-married,Not-in-family,Female
32,Married-civ-spouse,Husband,Male
22,Never-married,Own-child,Male
22,Divorced,Own-child,Male
18,Never-married,Own-child,Male
39,Married-civ-spouse,Husband,Male
38,Married-civ-spouse,Wife,Female
35,Married-civ-spouse,Husband,Male
23,Never-married,Not-in-family,Male
54,Married-civ-spouse,Husband,Male
36,Married-civ-spouse,Husband,Male
63,Married-civ-spouse,Husband,Male
39,Married-civ-spouse,Husband,Male
57,Married-civ-spouse,Husband,Male
58,Married-civ-spouse,Husband,Male
29,Never-married,Not-in-family,Female
17,Never-married,Own-child,Female
40,Divorced,Not-in-family,Male
69,Married-civ-spouse,Wife,Female
28,Divorced,Not-in-family,Female
38,Married-civ-spouse,Husband,Male
44,Never-married,Not-in-family,Male
45,Divorced,Unmarried,Female
33,Married-civ-spouse,Husband,Male
41,Married-civ-spouse,Husband,Male
37,Married-civ-spouse,Husband,Male
50,Married-civ-spouse,Husband,Male
48,Married-civ-spouse,Husband,Male
26,Never-married,Unmarried,Female
36,Married-civ-spouse,Husband,Male
21,Never-married,Own-child,Female
37,Married-civ-spouse,Husband,Male
20,Never-married,Own-child,Female
54,Married-civ-spouse,Wife,Female
28,Separated,Other-relative,Female
27,Never-married,Not-in-family,Male
33,Never-married,Unmarried,Female
46,Married-civ-spouse,Husband,Male
28,Divorced,Unmarried,Female
17,Never-married,Own-child,Male
40,Never-married,Not-in-family,Male
47,Married-civ-spouse,Husband,Male
44,Never-married,Not-in-family,Female
25,Never-married,Unmarried,Male
35,Married-civ-spouse,Husband,Male
29,Married-civ-spouse,Wife,Female
30,Divorced,Unmarried,Male
30,Married-civ-spouse,Husband,Male
56,Divorced,Unmarried,Female
25,Never-married,Own-child,Male
28,Never-married,Own-child,Male
43,Married-civ-spouse,Husband,Male
47,Married-civ-spouse,Husband,Male
46,Married-civ-spouse,Husband,Male
41,Divorced,Unmarried,Female
38,Married-civ-spouse,Wife,Female
29,Never-married,Other-relative,Male
25,Never-married,Not-in-family,Male
56,Married-civ-spouse,Husband,Male
31,Married-civ-spouse,Husband,Male
22,Never-married,Other-relative,Male
31,Never-married,Other-relative,Male
28,Separated,Not-in-family,Female
53,Married-civ-spouse,Husband,Male
45,Divorced,Not-in-family,Female
71,Widowed,Unmarried,Male
65,Widowed,Unmarried,Female
39,Married-civ-spouse,Husband,Male
19,Married-AF-spouse,Wife,Female
34,Divorced,Unmarried,Female
36,Married-civ-spouse,Husband,Male
40,Married-spouse-absent,Own-child,Female
90,Separated,Own-child,Female
56,Married-civ-spouse,Husband,Male
21,Never-married,Not-in-family,Female
48,Married-civ-spouse,Husband,Male
45,Separated,Unmarried,Female
46,Married-civ-spouse,Husband,Male
64,Separated,Not-in-family,Female
29,Never-married,Own-child,Male
22,Divorced,Unmarried,Female
47,Married-civ-spouse,Husband,Male
67,Married-civ-spouse,Husband,Male
43,Married-civ-spouse,Husband,Male
42,Married-civ-spouse,Husband,Male
31,Married-civ-spouse,Husband,Male
53,Divorced,Unmarried,Female
81,Widowed,Not-in-family,Female
33,Divorced,Own-child,Female
17,Never-married,Own-child,Female
55,Married-civ-spouse,Husband,Male
28,Never-married,Own-child,Male
24,Never-married,Own-child,Female
40,Separated,Unmarried,Female
30,Never-married,Not-in-family,Female
24,Never-married,Unmarried,Female
26,Married-civ-spouse,Wife,Female
38,Divorced,Unmarried,Female
30,Married-civ-spouse,Husband,Male
33,Married-civ-spouse,Husband,Male
40,Married-civ-spouse,Husband,Male
63,Married-civ-spouse,Husband,Male
23,Never-married,Other-relative,Male
56,Divorced,Unmarried,Male
42,Married-civ-spouse,Husband,Male
40,Never-married,Not-in-family,Male
49,Married-civ-spouse,Wife,Female
35,Married-spouse-absent,Not-in-family,Male
52,Divorced,Own-child,Female
28,Never-married,Own-child,Female
35,Married-civ-spouse,Husband,Male
21,Never-married,Own-child,Female
43,Never-married,Not-in-family,Male
32,Never-married,Unmarried,Female
29,Never-married,Own-child,Male
23,Never-married,Own-child,Male
50,Married-civ-spouse,Husband,Male
34,Never-married,Own-child,Male
19,Never-married,Own-child,Male
47,Married-civ-spouse,Wife,Female
37,Married-civ-spouse,Husband,Male
25,Never-married,Unmarried,Female
75,Married-civ-spouse,Husband,Male
24,Married-civ-spouse,Husband,Male
28,Never-married,Own-child,Male
17,Never-married,Own-child,Female
31,Never-married,Own-child,Male
31,Never-married,Other-relative,Female
18,Never-married,Own-child,Male
45,Married-civ-spouse,Husband,Male
31,Never-married,Own-child,Male
27,Married-civ-spouse,Husband,Male
48,Widowed,Unmarried,Female
22,Married-civ-spouse,Wife,Female
34,Married-civ-spouse,Husband,Male
26,Never-married,Unmarried,Female
53,Married-civ-spouse,Husband,Male
60,Married-civ-spouse,Husband,Male
49,Separated,Unmarried,Female
40,Divorced,Not-in-family,Female
48,Married-civ-spouse,Husband,Male
23,Never-married,Not-in-family,Male
68,Widowed,Not-in-family,Male
42,Married-civ-spouse,Husband,Male
37,Never-married,Own-child,Male
27,Never-married,Own-child,Female
38,Married-civ-spouse,Husband,Male
27,Never-married,Not-in-family,Male
75,Widowed,Not-in-family,Female
49,Married-civ-spouse,Husband,Male
27,Never-married,Not-in-family,Male
36,Never-married,Not-in-family,Male
36,Married-civ-spouse,Husband,Male
35,Divorced,Own-child,Male
36,Married-civ-spouse,Husband,Male
53,Married-civ-spouse,Husband,Male
27,Never-married,Unmarried,Female
34,Divorced,Not-in-family,Male
61,Married-civ-spouse,Husband,Male
29,Divorced,Unmarried,Male
40,Divorced,Unmarried,Female
37,Never-married,Not-in-family,Male
22,Never-married,Other-relative,Male
43,Married-civ-spouse,Husband,Male
55,Married-civ-spouse,Husband,Male
28,Divorced,Unmarried,Female
23,Never-married,Own-child,Female
64,Married-civ-spouse,Husband,Male
46,Never-married,Not-in-family,Male
29,Never-married,Own-child,Male
44,Married-civ-spouse,Husband,Male
20,Never-married,Own-child,Male
62,Divorced,Not-in-family,Male
49,Never-married,Unmarried,Female
29,Married-civ-spouse,Wife,Female
35,Married-civ-spouse,Husband,Male
39,Married-civ-spouse,Husband,Male
39,Never-married,Not-in-family,Male
37,Divorced,Other-relative,Female
38,Married-civ-spouse,Husband,Male
72,Married-civ-spouse,Husband,Male
31,Married-civ-spouse,Husband,Male
55,Married-civ-spouse,Husband,Male
38,Separated,Unmarried,Female
33,Divorced,Not-in-family,Female
