B,F,G,H,J,K,L,O
Private,Divorced,Transport-moving,Own-child,Male,0,0,<=50K
Private,Never-married,Other-service,Not-in-family,Female,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,Male,2829,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,<=50K
Private,Never-married,Other-service,Own-child,Male,0,0,<=50K
Self-emp-not-inc,Widowed,Prof-specialty,Unmarried,Male,0,0,>50K
Private,Never-married,Other-service,Own-child,Male,0,0,<=50K
Private,Married-civ-spouse,Sales,Husband,Male,0,0,<=50K
Self-emp-inc,Divorced,Other-service,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,Male,99999,0,>50K
Private,Married-civ-spouse,Other-service,Husband,Male,0,0,<=50K
noValueSetHere123156456,Divorced,noValueSetHere123156456,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Other-service,Husband,Male,2580,0,<=50K
Private,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,<=50K
Local-gov,Divorced,Prof-specialty,Own-child,Female,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Sales,Husband,Male,0,0,>50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Private,Divorced,Craft-repair,Not-in-family,Male,0,1590,<=50K
Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Adm-clerical,Wife,Female,3471,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,>50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,>50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Husband,Male,0,0,<=50K
Private,Divorced,Adm-clerical,Not-in-family,Female,0,0,<=50K
Private,Never-married,Farming-fishing,Own-child,Male,0,0,<=50K
Local-gov,Married-civ-spouse,Adm-clerical,Husband,Male,0,1848,>50K
Private,Divorced,Adm-clerical,Own-child,Female,0,0,<=50K
Private,Never-married,Craft-repair,Own-child,Male,0,0,<=50K
Private,Never-married,Adm-clerical,Not-in-family,Female,0,0,<=50K
Private,Divorced,Priv-house-serv,Unmarried,Female,0,0,<=50K
Private,Never-married,Handlers-cleaners,Own-child,Male,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,<=50K
Private,Never-married,Adm-clerical,Own-child,Male,0,0,<=50K
State-gov,Never-married,Other-service,Unmarried,Female,0,0,<=50K
Private,Divorced,Exec-managerial,Unmarried,Female,0,0,<=50K
Private,Divorced,Machine-op-inspct,Not-in-family,Female,0,0,<=50K
Private,Never-married,Adm-clerical,Other-relative,Female,0,0,<=50K
Local-gov,Never-married,Farming-fishing,Own-child,Male,0,0,<=50K
State-gov,Divorced,Adm-clerical,Not-in-family,Female,0,0,<=50K
Private,Never-married,Sales,Own-child,Male,0,0,<=50K
Private,Never-married,Other-service,Not-in-family,Male,0,0,<=50K
Local-gov,Married-civ-spouse,Craft-repair,Husband,Male,0,0,>50K
Private,Never-married,Craft-repair,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Sales,Husband,Male,0,0,>50K
Private,Separated,Craft-repair,Unmarried,Female,0,0,<=50K
Private,Never-married,Exec-managerial,Own-child,Female,0,0,<=50K
Private,Never-married,Other-service,Not-in-family,Female,0,0,<=50K
Private,Never-married,Sales,Own-child,Female,0,0,<=50K
Federal-gov,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,>50K
Private,Never-married,Adm-clerical,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Other-service,Wife,Female,0,0,<=50K
Private,Never-married,Sales,Unmarried,Female,0,0,<=50K
State-gov,Married-civ-spouse,Transport-moving,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Sales,Wife,Female,0,0,>50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Husband,Male,0,0,<=50K
State-gov,Divorced,Exec-managerial,Not-in-family,Female,0,0,<=50K
Federal-gov,Divorced,Exec-managerial,Not-in-family,Female,0,0,<=50K
Private,Never-married,Sales,Not-in-family,Female,0,0,<=50K
Self-emp-inc,Widowed,Sales,Unmarried,Female,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,Male,0,1902,>50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,4064,0,<=50K
Private,Never-married,Sales,Own-child,Female,0,0,<=50K
Private,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,<=50K
Local-gov,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,<=50K
Private,Divorced,Exec-managerial,Other-relative,Female,0,0,<=50K
Private,Widowed,Adm-clerical,Not-in-family,Female,0,0,<=50K
Private,Divorced,Prof-specialty,Not-in-family,Male,0,0,<=50K
Private,Never-married,Prof-specialty,Own-child,Female,0,0,<=50K
Private,Divorced,Handlers-cleaners,Own-child,Male,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,>50K
Private,Separated,Tech-support,Not-in-family,Female,0,0,<=50K
Local-gov,Never-married,Prof-specialty,Not-in-family,Female,0,0,>50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,<=50K
State-gov,Never-married,Adm-clerical,Not-in-family,Male,0,0,<=50K
Private,Never-married,Other-service,Own-child,Male,0,0,<=50K
Private,Divorced,Exec-managerial,Not-in-family,Male,0,0,<=50K
Self-emp-not-inc,Never-married,Sales,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Sales,Husband,Male,0,0,>50K
Private,Married-civ-spouse,Other-service,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,<=50K
Private,Divorced,Transport-moving,Not-in-family,Male,0,0,<=50K
Private,Never-married,Other-service,Own-child,Female,0,0,<=50K
Private,Divorced,Adm-clerical,Not-in-family,Female,0,0,<=50K
Private,Never-married,Handlers-cleaners,Own-child,Male,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Private,Divorced,Prof-specialty,Unmarried,Female,0,0,<=50K
Private,Widowed,Adm-clerical,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Husband,Male,0,0,>50K
Local-gov,Divorced,Prof-specialty,Unmarried,Female,0,0,<=50K
Private,Never-married,Other-service,Own-child,Male,0,0,<=50K
State-gov,Never-married,Exec-managerial,Not-in-family,Male,0,0,<=50K
Private,Separated,Adm-clerical,Other-relative,Female,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,<=50K
Private,Never-married,Other-service,Unmarried,Male,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Sales,Wife,Female,0,0,>50K
Federal-gov,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Private,Widowed,Prof-specialty,Not-in-family,Female,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Local-gov,Married-civ-spouse,Protective-serv,Husband,Male,0,0,>50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,>50K
Private,Divorced,Transport-moving,Own-child,Male,0,0,<=50K
Private,Married-civ-spouse,Transport-moving,Own-child,Male,0,0,<=50K
Private,Never-married,Craft-repair,Not-in-family,Male,0,0,<=50K
Private,Never-married,Adm-clerical,Not-in-family,Female,0,0,<=50K
Private,Never-married,Adm-clerical,Not-in-family,Female,0,0,<=50K
Private,Never-married,Other-service,Own-child,Male,0,0,<=50K
Private,Divorced,Sales,Not-in-family,Female,0,0,<=50K
Self-emp-inc,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,<=50K
noValueSetHere123156456,Never-married,noValueSetHere123156456,Own-child,Female,0,0,<=50K
Local-gov,Separated,Adm-clerical,Not-in-family,Female,0,0,<=50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Husband,Male,0,0,>50K
Private,Never-married,Other-service,Own-child,Female,0,0,<=50K
Private,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,<=50K
Private,Divorced,Sales,Own-child,Female,0,0,<=50K
Private,Never-married,Transport-moving,Own-child,Male,0,0,<=50K
Private,Divorced,Handlers-cleaners,Other-relative,Male,0,0,<=50K
Private,Married-spouse-absent,Other-service,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,>50K
Private,Never-married,Tech-support,Not-in-family,Female,0,0,>50K
Private,Never-married,Exec-managerial,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Tech-support,Husband,Male,5013,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,<=50K
Private,Never-married,Other-service,Own-child,Male,0,0,<=50K
Private,Separated,Prof-specialty,Unmarried,Female,0,0,<=50K
Local-gov,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
noValueSetHere123156456,Never-married,noValueSetHere123156456,Own-child,Male,0,0,<=50K
Private,Never-married,Machine-op-inspct,Unmarried,Female,0,0,<=50K
Federal-gov,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,>50K
Private,Married-civ-spouse,Sales,Husband,Male,15024,0,>50K
State-gov,Separated,Protective-serv,Unmarried,Male,0,0,<=50K
Private,Separated,Adm-clerical,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Other-service,Husband,Male,0,0,<=50K
Private,Married-spouse-absent,Prof-specialty,Unmarried,Female,0,0,<=50K
Private,Never-married,Prof-specialty,Not-in-family,Male,0,0,<=50K
Private,Divorced,Transport-moving,Unmarried,Male,0,0,<=50K
Private,Never-married,Sales,Own-child,Male,0,0,<=50K
Private,Never-married,Adm-clerical,Own-child,Male,0,0,<=50K
Private,Divorced,Adm-clerical,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Self-emp-not-inc,Divorced,Adm-clerical,Unmarried,Female,0,0,<=50K
Self-emp-not-inc,Never-married,Prof-specialty,Not-in-family,Male,0,0,<=50K
Private,Never-married,Other-service,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Private,Never-married,Sales,Own-child,Female,0,0,<=50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Adm-clerical,Husband,Male,3103,0,>50K
Self-emp-not-inc,Married-spouse-absent,Transport-moving,Not-in-family,Male,0,0,<=50K
Private,Never-married,Craft-repair,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,>50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,<=50K
Private,Never-married,Other-service,Unmarried,Female,0,0,<=50K
State-gov,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Transport-moving,Husband,Male,7298,0,>50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,5013,0,<=50K
Private,Married-civ-spouse,Protective-serv,Husband,Male,0,0,>50K
Local-gov,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,<=50K
Private,Never-married,Adm-clerical,Own-child,Female,0,2205,<=50K
Self-emp-not-inc,Divorced,Prof-specialty,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Machine-op-inspct,Husband,Male,6514,0,>50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Local-gov,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,<=50K
noValueSetHere123156456,Divorced,noValueSetHere123156456,Not-in-family,Female,2050,0,<=50K
Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,<=50K
Private,Never-married,Exec-managerial,Unmarried,Female,0,0,<=50K
Private,Never-married,Other-service,Own-child,Female,0,0,<=50K
Private,Never-married,Sales,Not-in-family,Female,0,0,<=50K
Private,Never-married,Prof-specialty,Not-in-family,Female,0,0,<=50K
State-gov,Married-spouse-absent,Other-service,Unmarried,Female,0,0,<=50K
Private,Divorced,Handlers-cleaners,Unmarried,Female,0,0,<=50K
Private,Separated,Craft-repair,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Tech-support,Wife,Female,0,0,<=50K
Private,Married-civ-spouse,Sales,Husband,Male,0,0,>50K
Private,Never-married,Prof-specialty,Not-in-family,Male,0,0,>50K
Private,Never-married,Prof-specialty,Own-child,Male,0,0,<=50K
Private,Divorced,Adm-clerical,Not-in-family,Female,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,<=50K
Private,Never-married,Prof-specialty,Own-child,Male,0,0,<=50K
Local-gov,Never-married,Adm-clerical,Own-child,Female,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Local-gov,Separated,Adm-clerical,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,>50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Husband,Male,0,1848,>50K
Private,Never-married,Exec-managerial,Not-in-family,Male,0,1590,<=50K
Private,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,<=50K
Private,Never-married,Sales,Not-in-family,Female,0,0,<=50K
Private,Never-married,Craft-repair,Own-child,Male,0,0,<=50K
Private,Never-married,Adm-clerical,Not-in-family,Male,0,0,<=50K
Federal-gov,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,>50K
Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,>50K
Private,Divorced,Exec-managerial,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,<=50K
Self-emp-inc,Never-married,Transport-moving,Not-in-family,Male,0,0,<=50K
noValueSetHere123156456,Divorced,noValueSetHere123156456,Not-in-family,Female,0,0,>50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,<=50K
Private,Never-married,Sales,Own-child,Female,0,0,<=50K
Self-emp-inc,Divorced,Exec-managerial,Unmarried,Female,0,0,<=50K
Private,Never-married,Other-service,Unmarried,Female,0,0,<=50K
Local-gov,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Private,Never-married,Tech-support,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Federal-gov,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,>50K
Private,Divorced,Adm-clerical,Unmarried,Male,0,0,<=50K
Private,Widowed,Machine-op-inspct,Unmarried,Male,2538,0,<=50K
Private,Married-civ-spouse,Sales,Husband,Male,7298,0,>50K
Private,Married-civ-spouse,Transport-moving,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Sales,Husband,Male,0,0,>50K
Local-gov,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,3908,0,<=50K
Private,Divorced,Transport-moving,Not-in-family,Male,0,0,<=50K
Private,Divorced,Adm-clerical,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Other-service,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Local-gov,Never-married,Adm-clerical,Own-child,Female,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,>50K
Self-emp-not-inc,Married-civ-spouse,Sales,Husband,Male,0,0,<=50K
Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,>50K
Private,Divorced,Adm-clerical,Not-in-family,Female,0,0,<=50K
Federal-gov,Divorced,Adm-clerical,Not-in-family,Female,0,0,<=50K
Private,Never-married,Tech-support,Not-in-family,Female,0,0,<=50K
Self-emp-not-inc,Married-civ-spouse,Transport-moving,Husband,Male,0,0,<=50K
Self-emp-not-inc,Never-married,Farming-fishing,Own-child,Male,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,10566,0,<=50K
Local-gov,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,<=50K
Private,Never-married,Prof-specialty,Not-in-family,Male,0,0,<=50K
Private,Never-married,Craft-repair,Other-relative,Male,0,0,<=50K
Private,Divorced,Other-service,Not-in-family,Female,0,0,<=50K
State-gov,Married-civ-spouse,Adm-clerical,Husband,Male,7688,0,>50K
Private,Married-civ-spouse,Handlers-cleaners,Wife,Female,0,0,>50K
Private,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Wife,Female,7688,0,>50K
Private,Married-civ-spouse,Transport-moving,Husband,Male,0,0,<=50K
Private,Never-married,Adm-clerical,Own-child,Female,0,0,<=50K
Local-gov,Married-civ-spouse,Prof-specialty,Wife,Female,0,1977,>50K
Private,Married-civ-spouse,Sales,Husband,Male,4386,0,>50K
noValueSetHere123156456,Never-married,noValueSetHere123156456,Own-child,Female,0,0,<=50K
Local-gov,Married-civ-spouse,Exec-managerial,Husband,Male,7298,0,>50K
noValueSetHere123156456,Never-married,noValueSetHere123156456,Own-child,Female,0,0,<=50K
Private,Married-civ-spouse,Sales,Husband,Male,0,0,<=50K
Private,Divorced,Adm-clerical,Unmarried,Female,0,0,<=50K
Private,Never-married,Other-service,Own-child,Male,1055,0,<=50K
Private,Never-married,Adm-clerical,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Local-gov,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,<=50K
State-gov,Never-married,Adm-clerical,Own-child,Female,0,0,<=50K
Private,Divorced,Machine-op-inspct,Unmarried,Male,0,0,<=50K
Self-emp-not-inc,Widowed,Other-service,Other-relative,Female,0,0,<=50K
State-gov,Never-married,Prof-specialty,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,3103,0,>50K
Private,Married-spouse-absent,Adm-clerical,Own-child,Female,0,0,<=50K
Private,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,<=50K
Private,Married-civ-spouse,Other-service,Wife,Female,0,0,<=50K
Private,Separated,Exec-managerial,Own-child,Male,0,0,<=50K
noValueSetHere123156456,Never-married,noValueSetHere123156456,Own-child,Male,0,0,<=50K
Private,Married-civ-spouse,Sales,Husband,Male,0,0,>50K
Private,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,<=50K
Self-emp-inc,Divorced,Sales,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,<=50K
Private,Never-married,Craft-repair,Own-child,Male,0,0,<=50K
Private,Never-married,Adm-clerical,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,>50K
State-gov,Married-civ-spouse,Protective-serv,Husband,Male,0,1740,<=50K
Local-gov,Married-civ-spouse,Protective-serv,Husband,Male,0,0,<=50K
State-gov,Married-civ-spouse,Prof-specialty,Husband,Male,7688,0,>50K
Federal-gov,Divorced,Prof-specialty,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,>50K
Self-emp-not-inc,Widowed,Craft-repair,Not-in-family,Male,0,0,<=50K
Private,Never-married,Other-service,Own-child,Male,0,0,<=50K
Private,Divorced,Adm-clerical,Unmarried,Female,0,0,<=50K
noValueSetHere123156456,Married-civ-spouse,noValueSetHere123156456,Husband,Male,0,0,<=50K
Private,Divorced,Tech-support,Unmarried,Female,0,0,<=50K
Private,Married-civ-spouse,Transport-moving,Husband,Male,15024,0,>50K
Private,Never-married,Sales,Not-in-family,Male,0,0,<=50K
Private,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,>50K
Private,Divorced,Machine-op-inspct,Unmarried,Male,0,974,<=50K
Self-emp-not-inc,Married-civ-spouse,Sales,Husband,Male,0,0,>50K
Private,Married-civ-spouse,Sales,Husband,Male,15024,0,>50K
Private,Never-married,Sales,Not-in-family,Female,0,1564,>50K
Private,Divorced,Sales,Unmarried,Female,0,0,<=50K
Private,Never-married,Adm-clerical,Own-child,Male,0,0,<=50K
Private,Never-married,Adm-clerical,Own-child,Female,0,0,<=50K
Private,Never-married,Farming-fishing,Not-in-family,Male,0,0,<=50K
Private,Divorced,Sales,Not-in-family,Female,0,0,<=50K
Private,Married-civ-spouse,Craft-repair,Husband,Male,0,0,<=50K
Federal-gov,Divorced,Tech-support,Unmarried,Female,0,0,<=50K
Private,Divorced,Sales,Unmarried,Female,0,0,>50K
