I,N
Black,United-States
White,United-States
White,United-States
Asian-Pac-Islander,noValueSetHere123156456
Asian-Pac-Islander,South
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Italy
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,South
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Ireland
White,United-States
White,United-States
White,United-States
Black,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,England
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
Amer-Indian-Eskimo,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Italy
White,United-States
Asian-Pac-Islander,Philippines
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Germany
White,United-States
White,India
White,United-States
White,Mexico
White,United-States
White,United-States
White,Dominican-Republic
White,United-States
White,Peru
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
Asian-Pac-Islander,Vietnam
White,United-States
White,United-States
Black,United-States
White,United-States
Amer-Indian-Eskimo,United-States
Asian-Pac-Islander,Puerto-Rico
White,United-States
Black,noValueSetHere123156456
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Peru
