HRBP,VENTMACH,VENTTUBE,INTUBATION,EXPCO2,PVSAT,CO,MINVOL,HRSAT,HREKG,KINKEDTUBE,VENTALV,SHUNT
NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,ZERO,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,ZERO,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
HIGH,NORMAL,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,True,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,ONESIDED,LOW,LOW,LOW,NORMAL,HIGH,HIGH,True,NORMAL,HIGH
HIGH,NORMAL,ZERO,ESOPHAGEAL,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,ESOPHAGEAL,ZERO,NORMAL,HIGH,LOW,HIGH,HIGH,False,LOW,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,ZERO,HIGH,LOW,HIGH,HIGH,HIGH,False,HIGH,NORMAL
NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,LOW,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
HIGH,ZERO,ZERO,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,HIGH
HIGH,LOW,ZERO,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,NORMAL,ZERO,NORMAL,LOW,HIGH,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
LOW,NORMAL,ZERO,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,ZERO,LOW,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
NORMAL,NORMAL,LOW,ONESIDED,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,LOW,HIGH
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,NORMAL,ZERO,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,ZERO,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,NORMAL,False,ZERO,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
HIGH,ZERO,ZERO,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,LOW,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,LOW,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,NORMAL,False,ZERO,NORMAL
NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,LOW,HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
HIGH,NORMAL,ZERO,ONESIDED,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,HIGH
HIGH,ZERO,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,ONESIDED,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,LOW,HIGH
HIGH,LOW,ZERO,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,LOW,NORMAL
HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
NORMAL,NORMAL,LOW,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,HIGH
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
LOW,ZERO,ZERO,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
HIGH,LOW,ZERO,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,NORMAL,ZERO,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,ESOPHAGEAL,LOW,LOW,LOW,LOW,HIGH,HIGH,False,LOW,NORMAL
HIGH,NORMAL,LOW,ONESIDED,LOW,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,NORMAL,HIGH
HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL
HIGH,LOW,ZERO,NORMAL,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,False,ZERO,HIGH
HIGH,ZERO,ZERO,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,ZERO,LOW,HIGH,ZERO,HIGH,HIGH,False,NORMAL,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,LOW,LOW,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,HIGH,HIGH,NORMAL,LOW,HIGH,LOW,HIGH,LOW,LOW,False,HIGH,NORMAL
HIGH,NORMAL,LOW,ONESIDED,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,LOW,HIGH
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,ZERO,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,False,ZERO,NORMAL
LOW,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
LOW,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,LOW,HIGH,False,ZERO,NORMAL
NORMAL,NORMAL,ZERO,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,ZERO,ZERO,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
LOW,NORMAL,LOW,ONESIDED,LOW,LOW,NORMAL,NORMAL,LOW,LOW,False,NORMAL,HIGH
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,ONESIDED,NORMAL,NORMAL,HIGH,ZERO,HIGH,HIGH,False,LOW,HIGH
NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
LOW,ZERO,ZERO,NORMAL,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
HIGH,NORMAL,ZERO,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,True,ZERO,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,NORMAL,NORMAL,False,ZERO,HIGH
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
NORMAL,NORMAL,ZERO,ONESIDED,LOW,LOW,NORMAL,NORMAL,HIGH,HIGH,False,NORMAL,HIGH
LOW,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,HIGH,LOW,HIGH,LOW,HIGH,HIGH,False,LOW,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,NORMAL,LOW,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,ZERO,ZERO,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
HIGH,LOW,ZERO,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,False,NORMAL,NORMAL
HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,ZERO,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,HIGH
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,LOW,NORMAL,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,ZERO,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,ZERO,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,NORMAL,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,HIGH
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,ZERO,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,True,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,NORMAL,NORMAL,HIGH,LOW,NORMAL,LOW,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO,HIGH
HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,HIGH,False,HIGH,NORMAL
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,ZERO,ONESIDED,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,NORMAL,HIGH
HIGH,NORMAL,LOW,ONESIDED,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,LOW,HIGH
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH
NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,LOW,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,NORMAL,NORMAL,NORMAL,HIGH,LOW,LOW,LOW,HIGH,HIGH,False,LOW,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,LOW,HIGH,NORMAL,NORMAL,False,HIGH,HIGH
LOW,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,NORMAL,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,ZERO,LOW,LOW,False,HIGH,NORMAL
NORMAL,NORMAL,LOW,NORMAL,LOW,NORMAL,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,LOW,ZERO,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL
HIGH,NORMAL,LOW,NORMAL,ZERO,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
NORMAL,NORMAL,LOW,ESOPHAGEAL,LOW,LOW,HIGH,LOW,HIGH,HIGH,True,LOW,NORMAL
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL
LOW,NORMAL,LOW,ONESIDED,NORMAL,LOW,NORMAL,LOW,LOW,LOW,False,LOW,HIGH
HIGH,ZERO,ZERO,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL
