HRBP,LVFAILURE,LVEDVOLUME,PAP,CO,PCWP,TPR
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,HIGH,NORMAL,HIGH,HIGH,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,LOW,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
NORMAL,False,NORMAL,NORMAL,LOW,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,NORMAL,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,HIGH,NORMAL,HIGH,HIGH,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
LOW,False,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
LOW,False,NORMAL,NORMAL,LOW,NORMAL,LOW
HIGH,False,HIGH,NORMAL,HIGH,HIGH,HIGH
LOW,True,LOW,HIGH,LOW,LOW,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
NORMAL,False,NORMAL,LOW,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,HIGH,LOW,LOW,HIGH,HIGH
HIGH,False,LOW,NORMAL,HIGH,NORMAL,LOW
LOW,False,HIGH,NORMAL,LOW,HIGH,LOW
LOW,False,HIGH,NORMAL,LOW,HIGH,HIGH
NORMAL,False,HIGH,NORMAL,HIGH,HIGH,LOW
HIGH,False,NORMAL,NORMAL,LOW,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,LOW
HIGH,False,HIGH,LOW,HIGH,HIGH,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,LOW,NORMAL,HIGH
LOW,False,NORMAL,LOW,LOW,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,HIGH,NORMAL,HIGH,HIGH,LOW
HIGH,False,NORMAL,NORMAL,LOW,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
LOW,False,HIGH,HIGH,NORMAL,HIGH,HIGH
HIGH,False,HIGH,NORMAL,HIGH,HIGH,NORMAL
HIGH,False,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,True,LOW,NORMAL,LOW,LOW,HIGH
HIGH,False,NORMAL,LOW,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,HIGH,LOW,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
LOW,True,LOW,NORMAL,LOW,LOW,HIGH
NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,HIGH,HIGH,HIGH,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,LOW,NORMAL,HIGH,HIGH,LOW
NORMAL,False,NORMAL,NORMAL,LOW,NORMAL,NORMAL
HIGH,False,LOW,NORMAL,HIGH,LOW,NORMAL
HIGH,False,NORMAL,NORMAL,NORMAL,NORMAL,LOW
HIGH,False,HIGH,NORMAL,LOW,HIGH,NORMAL
LOW,False,HIGH,NORMAL,NORMAL,HIGH,NORMAL
LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
LOW,False,HIGH,NORMAL,NORMAL,HIGH,HIGH
LOW,False,NORMAL,NORMAL,LOW,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,HIGH,HIGH,HIGH,LOW,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,HIGH,NORMAL,NORMAL,HIGH,NORMAL
HIGH,False,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,True,LOW,NORMAL,LOW,LOW,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
LOW,False,NORMAL,LOW,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,HIGH,NORMAL,LOW,HIGH,NORMAL
LOW,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,HIGH,NORMAL,HIGH,HIGH,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
LOW,False,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,LOW,LOW,NORMAL
HIGH,False,HIGH,NORMAL,HIGH,HIGH,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,LOW,HIGH
LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,True,LOW,NORMAL,LOW,LOW,LOW
HIGH,False,HIGH,NORMAL,LOW,HIGH,LOW
LOW,False,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
LOW,True,LOW,NORMAL,LOW,LOW,HIGH
HIGH,False,HIGH,NORMAL,NORMAL,HIGH,HIGH
LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW
LOW,False,HIGH,HIGH,NORMAL,HIGH,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,HIGH,HIGH
HIGH,False,NORMAL,LOW,LOW,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,True,LOW,NORMAL,LOW,LOW,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,LOW,NORMAL,NORMAL
HIGH,False,HIGH,NORMAL,HIGH,HIGH,HIGH
LOW,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL
HIGH,False,HIGH,NORMAL,HIGH,HIGH,LOW
LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
HIGH,False,HIGH,NORMAL,HIGH,HIGH,LOW
HIGH,False,NORMAL,NORMAL,HIGH,LOW,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,NORMAL,HIGH,NORMAL,NORMAL,HIGH
HIGH,False,HIGH,NORMAL,HIGH,HIGH,HIGH
NORMAL,False,NORMAL,LOW,HIGH,NORMAL,LOW
LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,HIGH,LOW,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,HIGH,NORMAL,LOW,HIGH,LOW
LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
LOW,False,NORMAL,NORMAL,LOW,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,HIGH,NORMAL,HIGH,HIGH,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,LOW,LOW,HIGH,LOW,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,LOW,HIGH,NORMAL,LOW
HIGH,False,LOW,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
LOW,False,NORMAL,LOW,NORMAL,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,HIGH,NORMAL,LOW,HIGH,LOW
LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
LOW,True,LOW,NORMAL,LOW,LOW,NORMAL
HIGH,True,LOW,HIGH,LOW,LOW,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL
LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
LOW,False,HIGH,NORMAL,NORMAL,NORMAL,HIGH
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL
LOW,False,LOW,NORMAL,NORMAL,LOW,LOW
HIGH,False,HIGH,HIGH,LOW,HIGH,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
LOW,True,LOW,NORMAL,LOW,LOW,LOW
LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,NORMAL
HIGH,True,LOW,NORMAL,LOW,LOW,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,HIGH,NORMAL,LOW,HIGH,LOW
LOW,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL
LOW,False,NORMAL,HIGH,NORMAL,NORMAL,LOW
HIGH,False,HIGH,NORMAL,HIGH,HIGH,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,LOW,HIGH
LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
LOW,False,HIGH,NORMAL,NORMAL,HIGH,NORMAL
NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,HIGH,NORMAL,HIGH,HIGH,NORMAL
HIGH,False,HIGH,NORMAL,LOW,HIGH,LOW
LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
LOW,False,NORMAL,LOW,NORMAL,NORMAL,HIGH
NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,HIGH,NORMAL,LOW,HIGH,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,HIGH,NORMAL,HIGH,HIGH,NORMAL
LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
NORMAL,False,HIGH,NORMAL,HIGH,HIGH,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,HIGH,NORMAL,LOW,HIGH,LOW
HIGH,False,HIGH,NORMAL,LOW,HIGH,LOW
LOW,False,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,True,LOW,HIGH,LOW,LOW,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,LOW
NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,HIGH,NORMAL,HIGH,HIGH,NORMAL
HIGH,True,LOW,NORMAL,LOW,LOW,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,HIGH,NORMAL,LOW,HIGH,LOW
HIGH,False,LOW,HIGH,LOW,NORMAL,LOW
LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,LOW,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,HIGH,NORMAL,HIGH,HIGH,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,LOW,NORMAL
HIGH,False,NORMAL,LOW,HIGH,NORMAL,HIGH
HIGH,False,LOW,NORMAL,HIGH,LOW,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
LOW,False,NORMAL,NORMAL,LOW,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
HIGH,False,HIGH,NORMAL,LOW,HIGH,HIGH
LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,LOW
LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
NORMAL,False,HIGH,NORMAL,HIGH,HIGH,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,HIGH,NORMAL,NORMAL,HIGH,LOW
HIGH,False,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,False,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
HIGH,False,LOW,NORMAL,LOW,LOW,NORMAL
HIGH,False,NORMAL,NORMAL,LOW,NORMAL,LOW
HIGH,True,LOW,HIGH,LOW,LOW,HIGH
HIGH,False,LOW,NORMAL,NORMAL,LOW,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
NORMAL,False,HIGH,NORMAL,HIGH,HIGH,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,LOW,NORMAL,NORMAL
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL
LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,True,LOW,NORMAL,LOW,LOW,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,HIGH,NORMAL,HIGH,HIGH,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,HIGH,NORMAL,HIGH,HIGH,HIGH
HIGH,False,LOW,NORMAL,HIGH,LOW,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,LOW,NORMAL,HIGH,LOW,LOW
HIGH,False,HIGH,NORMAL,LOW,HIGH,LOW
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
LOW,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,True,LOW,NORMAL,LOW,LOW,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,LOW,NORMAL,HIGH,LOW,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,HIGH,LOW
HIGH,False,HIGH,NORMAL,HIGH,HIGH,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,HIGH,NORMAL,NORMAL,HIGH,LOW
HIGH,False,NORMAL,LOW,HIGH,NORMAL,LOW
HIGH,False,HIGH,NORMAL,LOW,HIGH,LOW
LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,LOW
HIGH,False,HIGH,NORMAL,HIGH,HIGH,LOW
HIGH,False,HIGH,NORMAL,HIGH,HIGH,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
LOW,False,NORMAL,NORMAL,LOW,NORMAL,NORMAL
LOW,True,LOW,NORMAL,LOW,LOW,HIGH
NORMAL,False,HIGH,NORMAL,NORMAL,HIGH,NORMAL
NORMAL,False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
HIGH,True,LOW,NORMAL,LOW,LOW,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,NORMAL
HIGH,False,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,LOW,HIGH
HIGH,False,HIGH,HIGH,LOW,HIGH,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,HIGH,NORMAL,HIGH,HIGH,NORMAL
LOW,False,HIGH,NORMAL,NORMAL,HIGH,HIGH
HIGH,False,HIGH,NORMAL,LOW,HIGH,HIGH
HIGH,False,HIGH,NORMAL,HIGH,HIGH,NORMAL
HIGH,False,HIGH,NORMAL,NORMAL,HIGH,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,LOW,NORMAL,HIGH,LOW,LOW
HIGH,False,NORMAL,LOW,LOW,NORMAL,NORMAL
HIGH,True,LOW,NORMAL,NORMAL,LOW,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,NORMAL,LOW,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,LOW
LOW,False,HIGH,NORMAL,HIGH,HIGH,NORMAL
LOW,False,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,False,NORMAL,HIGH,HIGH,NORMAL,HIGH
HIGH,False,HIGH,NORMAL,LOW,HIGH,HIGH
LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,True,LOW,NORMAL,LOW,LOW,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
LOW,False,LOW,NORMAL,NORMAL,LOW,NORMAL
NORMAL,False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,LOW,NORMAL,HIGH,LOW,NORMAL
HIGH,False,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,False,HIGH,HIGH,LOW,HIGH,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,True,LOW,NORMAL,LOW,LOW,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,HIGH,NORMAL,LOW,HIGH,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,HIGH,NORMAL,LOW,HIGH,NORMAL
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
HIGH,False,HIGH,NORMAL,LOW,HIGH,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,HIGH,NORMAL,HIGH,HIGH,LOW
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,HIGH,NORMAL,LOW,HIGH,LOW
LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
HIGH,True,LOW,NORMAL,LOW,LOW,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
HIGH,False,NORMAL,NORMAL,LOW,NORMAL,LOW
LOW,False,LOW,NORMAL,NORMAL,LOW,HIGH
HIGH,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
HIGH,False,HIGH,NORMAL,HIGH,HIGH,NORMAL
NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL,LOW
HIGH,False,HIGH,NORMAL,HIGH,HIGH,LOW
LOW,False,LOW,NORMAL,NORMAL,LOW,HIGH
HIGH,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH
