HRBP,VENTMACH,VENTTUBE,LVFAILURE,INTUBATION,EXPCO2,PVSAT,CO,MINVOL,HRSAT,HREKG,KINKEDTUBE,VENTALV
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
HIGH,NORMAL,LOW,True,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,ONESIDED,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,NORMAL
HIGH,NORMAL,LOW,False,ONESIDED,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,False,LOW
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,True,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,HIGH,HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
LOW,HIGH,HIGH,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
HIGH,NORMAL,LOW,False,ESOPHAGEAL,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,LOW
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,ZERO,ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
LOW,NORMAL,ZERO,False,NORMAL,LOW,HIGH,LOW,HIGH,LOW,LOW,False,HIGH
HIGH,HIGH,HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,ZERO,ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
NORMAL,ZERO,ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
LOW,NORMAL,LOW,False,NORMAL,NORMAL,NORMAL,NORMAL,ZERO,LOW,LOW,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,NORMAL,HIGH,False,ZERO
HIGH,ZERO,ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,True,ZERO
HIGH,NORMAL,LOW,True,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,HIGH,LOW,HIGH,LOW,HIGH,HIGH,False,LOW
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,NORMAL,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,HIGH,HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,HIGH,HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,ONESIDED,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,False,LOW
HIGH,NORMAL,ZERO,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,ONESIDED,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,LOW
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,LOW,True,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,True,ZERO
HIGH,NORMAL,ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO
HIGH,NORMAL,LOW,False,ESOPHAGEAL,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,LOW
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,ONESIDED,ZERO,LOW,LOW,NORMAL,HIGH,HIGH,False,NORMAL
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,LOW,True,NORMAL,ZERO,LOW,LOW,ZERO,LOW,LOW,False,NORMAL
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,NORMAL
HIGH,NORMAL,LOW,False,NORMAL,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,HIGH,HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO
HIGH,NORMAL,ZERO,True,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,HIGH,HIGH,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,ONESIDED,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,LOW
HIGH,NORMAL,ZERO,False,NORMAL,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,LOW,HIGH,NORMAL,False,ZERO
HIGH,HIGH,HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,HIGH,HIGH,False,ESOPHAGEAL,ZERO,HIGH,NORMAL,LOW,LOW,LOW,False,HIGH
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,ONESIDED,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,LOW,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,True,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,True,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,True,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,ZERO,True,NORMAL,LOW,HIGH,LOW,ZERO,LOW,LOW,False,HIGH
LOW,HIGH,HIGH,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
HIGH,NORMAL,ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,True,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,ESOPHAGEAL,NORMAL,LOW,HIGH,ZERO,NORMAL,HIGH,False,ZERO
LOW,NORMAL,ZERO,False,NORMAL,LOW,HIGH,LOW,HIGH,LOW,LOW,False,HIGH
HIGH,NORMAL,ZERO,False,NORMAL,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,NORMAL
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,LOW,False,ZERO
HIGH,LOW,ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,NORMAL,False,NORMAL,HIGH,LOW,HIGH,LOW,HIGH,HIGH,False,NORMAL
HIGH,NORMAL,HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,LOW,ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,ZERO,ZERO,False,ONESIDED,LOW,LOW,NORMAL,NORMAL,LOW,LOW,False,NORMAL
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,False,NORMAL
HIGH,NORMAL,ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,NORMAL
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,LOW,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO
HIGH,NORMAL,ZERO,False,NORMAL,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,True,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,LOW,ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
HIGH,HIGH,HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,True,NORMAL,LOW,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,LOW,False,ZERO
HIGH,LOW,ZERO,False,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,LOW,NORMAL,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,HIGH,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
LOW,HIGH,HIGH,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,ZERO,False,NORMAL,NORMAL,LOW,LOW,ZERO,HIGH,LOW,False,NORMAL
HIGH,NORMAL,LOW,True,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,ZERO,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,LOW,ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,ZERO,False,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,True,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,True,ZERO
HIGH,NORMAL,LOW,False,ESOPHAGEAL,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO
HIGH,LOW,ZERO,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,True,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,ZERO,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,False,NORMAL
HIGH,NORMAL,ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,NORMAL
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO
HIGH,ZERO,ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO
HIGH,ZERO,ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,ZERO,ZERO,False,ONESIDED,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,NORMAL
HIGH,HIGH,HIGH,True,NORMAL,LOW,LOW,LOW,ZERO,NORMAL,HIGH,True,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,False,HIGH
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,True,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,True,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
HIGH,HIGH,HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
HIGH,ZERO,ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,ONESIDED,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,NORMAL
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
HIGH,ZERO,ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,ZERO,False,NORMAL,LOW,HIGH,LOW,HIGH,LOW,HIGH,False,HIGH
LOW,NORMAL,ZERO,False,NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,HIGH,HIGH,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,True,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,ZERO,LOW,HIGH,HIGH,HIGH,HIGH,False,NORMAL
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,ZERO
HIGH,LOW,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,HIGH,LOW,LOW,ZERO,HIGH,HIGH,False,NORMAL
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,ZERO,ZERO,False,NORMAL,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,ZERO,ZERO,False,NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,True,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,ONESIDED,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,False,LOW
LOW,NORMAL,LOW,True,ONESIDED,LOW,LOW,LOW,NORMAL,LOW,LOW,False,NORMAL
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,ZERO,False,ESOPHAGEAL,LOW,LOW,NORMAL,LOW,HIGH,HIGH,False,LOW
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,ZERO,ZERO,True,NORMAL,LOW,HIGH,LOW,HIGH,LOW,LOW,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,True,ZERO
HIGH,NORMAL,LOW,True,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
