udbytte,lai_3,dm_2,lai_4,dm_4,foto_4
85___87_hkg_ha,2_5___3_5,0_60_kg_m2,0_5___1_5,1_00_kg_m2,0_35_kg_m2
97___99_hkg_ha,1_5___2_5,0_48_kg_m2,0_5___1_5,1_16_kg_m2,0_60_kg_m2
103___105_hkg_ha,3_5___4_5,0_54_kg_m2,0_5___1_5,1_22_kg_m2,0_40_kg_m2
97___99_hkg_ha,3_5___4_5,0_66_kg_m2,0_5___1_5,1_16_kg_m2,0_30_kg_m2
107___109_hkg_ha,5_5___6_5,0_54_kg_m2,1_5___2_5,1_26_kg_m2,0_60_kg_m2
87___89_hkg_ha,1_5___2_5,0_50_kg_m2,0_5___1_5,1_04_kg_m2,0_50_kg_m2
41___43_hkg_ha,0_5___1_5,0_44_kg_m2,0_0___0_5,0_50_kg_m2,0_00_kg_m2
95___97_hkg_ha,2_5___3_5,0_66_kg_m2,0_5___1_5,1_14_kg_m2,0_40_kg_m2
105___107_hkg_ha,3_5___4_5,0_68_kg_m2,0_5___1_5,1_24_kg_m2,0_40_kg_m2
89___91_hkg_ha,3_5___4_5,0_40_kg_m2,0_5___1_5,1_06_kg_m2,0_35_kg_m2
33___35_hkg_ha,0_5___1_5,0_42_kg_m2,0_0___0_5,0_40_kg_m2,0_00_kg_m2
93___95_hkg_ha,2_5___3_5,0_58_kg_m2,0_5___1_5,1_10_kg_m2,0_35_kg_m2
41___43_hkg_ha,0_5___1_5,0_42_kg_m2,0_0___0_5,0_50_kg_m2,0_10_kg_m2
85___87_hkg_ha,1_5___2_5,0_44_kg_m2,0_5___1_5,1_02_kg_m2,0_50_kg_m2
81___83_hkg_ha,2_5___3_5,0_50_kg_m2,0_5___1_5,0_96_kg_m2,0_30_kg_m2
89___91_hkg_ha,2_5___3_5,0_62_kg_m2,0_5___1_5,1_06_kg_m2,0_35_kg_m2
17___19_hkg_ha,0_0___0_5,0_26_kg_m2,0_0___0_5,0_22_kg_m2,0_00_kg_m2
89___91_hkg_ha,2_5___3_5,0_62_kg_m2,0_5___1_5,1_06_kg_m2,0_35_kg_m2
81___83_hkg_ha,2_5___3_5,0_54_kg_m2,0_5___1_5,0_96_kg_m2,0_30_kg_m2
39___41_hkg_ha,0_5___1_5,0_28_kg_m2,0_0___0_5,0_46_kg_m2,0_10_kg_m2
83___85_hkg_ha,1_5___2_5,0_52_kg_m2,0_5___1_5,1_00_kg_m2,0_45_kg_m2
87___89_hkg_ha,1_5___2_5,0_48_kg_m2,0_5___1_5,1_02_kg_m2,0_45_kg_m2
81___83_hkg_ha,2_5___3_5,0_60_kg_m2,0_5___1_5,0_98_kg_m2,0_35_kg_m2
47___49_hkg_ha,1_5___2_5,0_52_kg_m2,0_0___0_5,0_56_kg_m2,0_00_kg_m2
135___137_hkg_ha,4_5___5_5,0_70_kg_m2,1_5___2_5,1_60_kg_m2,0_80_kg_m2
95___97_hkg_ha,2_5___3_5,0_56_kg_m2,0_5___1_5,1_14_kg_m2,0_40_kg_m2
127___129_hkg_ha,3_5___4_5,0_68_kg_m2,1_5___2_5,1_50_kg_m2,0_80_kg_m2
99___101_hkg_ha,3_5___4_5,0_54_kg_m2,0_5___1_5,1_18_kg_m2,0_40_kg_m2
17___19_hkg_ha,0_0___0_5,0_24_kg_m2,0_0___0_5,0_20_kg_m2,0_05_kg_m2
91___93_hkg_ha,1_5___2_5,0_48_kg_m2,0_5___1_5,1_08_kg_m2,0_50_kg_m2
105___107_hkg_ha,3_5___4_5,0_72_kg_m2,0_5___1_5,1_26_kg_m2,0_25_kg_m2
61___63_hkg_ha,0_5___1_5,0_44_kg_m2,0_0___0_5,0_74_kg_m2,0_15_kg_m2
79___81_hkg_ha,1_5___2_5,0_48_kg_m2,0_5___1_5,0_94_kg_m2,0_35_kg_m2
81___83_hkg_ha,1_5___2_5,0_38_kg_m2,0_5___1_5,0_96_kg_m2,0_45_kg_m2
83___85_hkg_ha,2_5___3_5,0_46_kg_m2,0_5___1_5,0_98_kg_m2,0_30_kg_m2
89___91_hkg_ha,1_5___2_5,0_72_kg_m2,0_5___1_5,1_06_kg_m2,0_35_kg_m2
0___1_hkg_ha,0_0___0_5,0_00_kg_m2,0_0___0_5,0_00_kg_m2,0_00_kg_m2
115___117_hkg_ha,2_5___3_5,0_72_kg_m2,0_5___1_5,1_38_kg_m2,0_60_kg_m2
81___83_hkg_ha,1_5___2_5,0_44_kg_m2,0_5___1_5,0_96_kg_m2,0_40_kg_m2
15___17_hkg_ha,0_0___0_5,0_34_kg_m2,0_0___0_5,0_18_kg_m2,0_05_kg_m2
91___93_hkg_ha,2_5___3_5,0_62_kg_m2,0_5___1_5,1_08_kg_m2,0_40_kg_m2
45___47_hkg_ha,1_5___2_5,0_32_kg_m2,0_0___0_5,0_56_kg_m2,0_00_kg_m2
115___117_hkg_ha,4_5___5_5,0_54_kg_m2,1_5___2_5,1_36_kg_m2,0_55_kg_m2
103___105_hkg_ha,3_5___4_5,0_70_kg_m2,0_5___1_5,1_22_kg_m2,0_30_kg_m2
95___97_hkg_ha,2_5___3_5,0_60_kg_m2,0_5___1_5,1_12_kg_m2,0_45_kg_m2
89___91_hkg_ha,2_5___3_5,0_60_kg_m2,0_5___1_5,1_06_kg_m2,0_35_kg_m2
101___103_hkg_ha,2_5___3_5,0_62_kg_m2,0_5___1_5,1_20_kg_m2,0_25_kg_m2
89___91_hkg_ha,1_5___2_5,0_48_kg_m2,0_5___1_5,1_06_kg_m2,0_55_kg_m2
81___83_hkg_ha,2_5___3_5,0_32_kg_m2,0_5___1_5,0_96_kg_m2,0_55_kg_m2
87___89_hkg_ha,1_5___2_5,0_60_kg_m2,0_5___1_5,1_02_kg_m2,0_45_kg_m2
61___63_hkg_ha,1_5___2_5,0_46_kg_m2,0_0___0_5,0_74_kg_m2,0_00_kg_m2
89___91_hkg_ha,2_5___3_5,0_44_kg_m2,0_5___1_5,1_06_kg_m2,0_40_kg_m2
109___111_hkg_ha,3_5___4_5,0_62_kg_m2,0_5___1_5,1_30_kg_m2,0_45_kg_m2
99___101_hkg_ha,3_5___4_5,0_50_kg_m2,0_5___1_5,1_18_kg_m2,0_60_kg_m2
93___95_hkg_ha,2_5___3_5,0_62_kg_m2,0_5___1_5,1_12_kg_m2,0_40_kg_m2
91___93_hkg_ha,3_5___4_5,0_54_kg_m2,0_5___1_5,1_08_kg_m2,0_50_kg_m2
79___81_hkg_ha,2_5___3_5,0_46_kg_m2,0_5___1_5,0_94_kg_m2,0_45_kg_m2
89___91_hkg_ha,2_5___3_5,0_56_kg_m2,0_5___1_5,1_06_kg_m2,0_40_kg_m2
101___103_hkg_ha,2_5___3_5,0_44_kg_m2,0_5___1_5,1_20_kg_m2,0_40_kg_m2
65___67_hkg_ha,1_5___2_5,0_58_kg_m2,0_0___0_5,0_78_kg_m2,0_00_kg_m2
109___111_hkg_ha,2_5___3_5,0_62_kg_m2,0_5___1_5,1_30_kg_m2,0_50_kg_m2
101___103_hkg_ha,1_5___2_5,0_62_kg_m2,0_5___1_5,1_20_kg_m2,0_45_kg_m2
95___97_hkg_ha,3_5___4_5,0_60_kg_m2,0_5___1_5,1_12_kg_m2,0_35_kg_m2
9___11_hkg_ha,0_0___0_5,0_30_kg_m2,0_0___0_5,0_10_kg_m2,0_00_kg_m2
111___113_hkg_ha,3_5___4_5,0_66_kg_m2,0_5___1_5,1_32_kg_m2,0_50_kg_m2
89___91_hkg_ha,1_5___2_5,0_54_kg_m2,0_5___1_5,1_06_kg_m2,0_50_kg_m2
115___117_hkg_ha,3_5___4_5,0_58_kg_m2,1_5___2_5,1_36_kg_m2,0_65_kg_m2
85___87_hkg_ha,2_5___3_5,0_44_kg_m2,0_5___1_5,1_00_kg_m2,0_40_kg_m2
73___75_hkg_ha,1_5___2_5,0_44_kg_m2,0_5___1_5,0_86_kg_m2,0_40_kg_m2
91___93_hkg_ha,2_5___3_5,0_62_kg_m2,0_5___1_5,1_08_kg_m2,0_35_kg_m2
107___109_hkg_ha,2_5___3_5,0_56_kg_m2,0_5___1_5,1_28_kg_m2,0_50_kg_m2
37___39_hkg_ha,0_5___1_5,0_32_kg_m2,0_0___0_5,0_44_kg_m2,0_20_kg_m2
85___87_hkg_ha,1_5___2_5,0_40_kg_m2,0_5___1_5,1_00_kg_m2,0_60_kg_m2
33___35_hkg_ha,0_5___1_5,0_38_kg_m2,0_0___0_5,0_40_kg_m2,0_00_kg_m2
101___103_hkg_ha,3_5___4_5,0_58_kg_m2,0_5___1_5,1_20_kg_m2,0_40_kg_m2
85___87_hkg_ha,1_5___2_5,0_58_kg_m2,0_5___1_5,1_02_kg_m2,0_35_kg_m2
111___113_hkg_ha,4_5___5_5,0_62_kg_m2,1_5___2_5,1_30_kg_m2,0_55_kg_m2
81___83_hkg_ha,3_5___4_5,0_54_kg_m2,0_5___1_5,0_96_kg_m2,0_25_kg_m2
99___101_hkg_ha,3_5___4_5,0_52_kg_m2,0_5___1_5,1_18_kg_m2,0_45_kg_m2
61___63_hkg_ha,1_5___2_5,0_38_kg_m2,0_5___1_5,0_74_kg_m2,0_30_kg_m2
81___83_hkg_ha,3_5___4_5,0_52_kg_m2,0_5___1_5,0_96_kg_m2,0_35_kg_m2
79___81_hkg_ha,1_5___2_5,0_56_kg_m2,0_0___0_5,0_94_kg_m2,0_00_kg_m2
99___101_hkg_ha,3_5___4_5,0_52_kg_m2,0_5___1_5,1_18_kg_m2,0_50_kg_m2
71___73_hkg_ha,1_5___2_5,0_46_kg_m2,0_5___1_5,0_84_kg_m2,0_30_kg_m2
113___115_hkg_ha,3_5___4_5,0_60_kg_m2,0_5___1_5,1_34_kg_m2,0_50_kg_m2
105___107_hkg_ha,2_5___3_5,0_58_kg_m2,0_5___1_5,1_26_kg_m2,0_70_kg_m2
45___47_hkg_ha,0_5___1_5,0_42_kg_m2,0_0___0_5,0_54_kg_m2,0_00_kg_m2
125___127_hkg_ha,4_5___5_5,0_66_kg_m2,1_5___2_5,1_48_kg_m2,0_60_kg_m2
91___93_hkg_ha,2_5___3_5,0_56_kg_m2,0_5___1_5,1_10_kg_m2,0_55_kg_m2
51___53_hkg_ha,1_5___2_5,0_44_kg_m2,0_0___0_5,0_60_kg_m2,0_00_kg_m2
19___21_hkg_ha,0_5___1_5,0_08_kg_m2,0_0___0_5,0_24_kg_m2,0_00_kg_m2
95___97_hkg_ha,2_5___3_5,0_58_kg_m2,0_5___1_5,1_14_kg_m2,0_35_kg_m2
115___117_hkg_ha,3_5___4_5,0_68_kg_m2,0_5___1_5,1_36_kg_m2,0_45_kg_m2
103___105_hkg_ha,3_5___4_5,0_60_kg_m2,0_5___1_5,1_22_kg_m2,0_50_kg_m2
97___99_hkg_ha,3_5___4_5,0_60_kg_m2,0_5___1_5,1_16_kg_m2,0_55_kg_m2
53___55_hkg_ha,0_5___1_5,0_36_kg_m2,0_0___0_5,0_62_kg_m2,0_25_kg_m2
83___85_hkg_ha,3_5___4_5,0_38_kg_m2,0_5___1_5,1_00_kg_m2,0_30_kg_m2
117___119_hkg_ha,3_5___4_5,0_80_kg_m2,0_5___1_5,1_38_kg_m2,0_35_kg_m2
89___91_hkg_ha,2_5___3_5,0_54_kg_m2,0_5___1_5,1_06_kg_m2,0_50_kg_m2
3___5_hkg_ha,0_0___0_5,0_28_kg_m2,0_0___0_5,0_04_kg_m2,0_00_kg_m2
43___45_hkg_ha,0_5___1_5,0_32_kg_m2,0_0___0_5,0_52_kg_m2,0_30_kg_m2
95___97_hkg_ha,3_5___4_5,0_60_kg_m2,0_5___1_5,1_14_kg_m2,0_40_kg_m2
87___89_hkg_ha,1_5___2_5,0_56_kg_m2,0_5___1_5,1_04_kg_m2,0_50_kg_m2
129___131_hkg_ha,4_5___5_5,0_74_kg_m2,0_5___1_5,1_54_kg_m2,0_55_kg_m2
117___119_hkg_ha,3_5___4_5,0_80_kg_m2,0_5___1_5,1_40_kg_m2,0_55_kg_m2
99___101_hkg_ha,2_5___3_5,0_58_kg_m2,0_5___1_5,1_18_kg_m2,0_45_kg_m2
109___111_hkg_ha,2_5___3_5,0_56_kg_m2,0_5___1_5,1_30_kg_m2,0_50_kg_m2
87___89_hkg_ha,1_5___2_5,0_60_kg_m2,0_5___1_5,1_04_kg_m2,0_40_kg_m2
97___99_hkg_ha,3_5___4_5,0_56_kg_m2,0_5___1_5,1_14_kg_m2,0_60_kg_m2
1___3_hkg_ha,0_0___0_5,0_04_kg_m2,0_0___0_5,0_02_kg_m2,0_15_kg_m2
85___87_hkg_ha,2_5___3_5,0_50_kg_m2,0_5___1_5,1_02_kg_m2,0_35_kg_m2
47___49_hkg_ha,0_5___1_5,0_38_kg_m2,0_0___0_5,0_56_kg_m2,0_00_kg_m2
53___55_hkg_ha,0_5___1_5,0_56_kg_m2,0_0___0_5,0_62_kg_m2,0_00_kg_m2
109___111_hkg_ha,3_5___4_5,0_58_kg_m2,1_5___2_5,1_30_kg_m2,0_55_kg_m2
99___101_hkg_ha,2_5___3_5,0_64_kg_m2,0_5___1_5,1_18_kg_m2,0_40_kg_m2
65___67_hkg_ha,1_5___2_5,0_50_kg_m2,0_0___0_5,0_78_kg_m2,0_00_kg_m2
103___105_hkg_ha,4_5___5_5,0_40_kg_m2,1_5___2_5,1_22_kg_m2,0_65_kg_m2
97___99_hkg_ha,2_5___3_5,0_60_kg_m2,0_5___1_5,1_16_kg_m2,0_50_kg_m2
67___69_hkg_ha,1_5___2_5,0_56_kg_m2,0_0___0_5,0_80_kg_m2,0_00_kg_m2
95___97_hkg_ha,3_5___4_5,0_58_kg_m2,0_5___1_5,1_14_kg_m2,0_40_kg_m2
77___79_hkg_ha,2_5___3_5,0_38_kg_m2,0_5___1_5,0_92_kg_m2,0_50_kg_m2
97___99_hkg_ha,3_5___4_5,0_56_kg_m2,0_5___1_5,1_14_kg_m2,0_45_kg_m2
23___25_hkg_ha,0_5___1_5,0_18_kg_m2,0_0___0_5,0_28_kg_m2,0_05_kg_m2
99___101_hkg_ha,2_5___3_5,0_62_kg_m2,0_5___1_5,1_18_kg_m2,0_45_kg_m2
67___69_hkg_ha,1_5___2_5,0_72_kg_m2,0_0___0_5,0_80_kg_m2,0_00_kg_m2
5___7_hkg_ha,0_0___0_5,0_06_kg_m2,0_0___0_5,0_08_kg_m2,0_20_kg_m2
101___103_hkg_ha,3_5___4_5,0_60_kg_m2,0_5___1_5,1_20_kg_m2,0_40_kg_m2
93___95_hkg_ha,2_5___3_5,0_54_kg_m2,0_5___1_5,1_10_kg_m2,0_30_kg_m2
99___101_hkg_ha,3_5___4_5,0_62_kg_m2,0_5___1_5,1_18_kg_m2,0_35_kg_m2
75___77_hkg_ha,2_5___3_5,0_52_kg_m2,0_5___1_5,0_90_kg_m2,0_35_kg_m2
45___47_hkg_ha,0_5___1_5,0_28_kg_m2,0_0___0_5,0_54_kg_m2,0_20_kg_m2
61___63_hkg_ha,1_5___2_5,0_60_kg_m2,0_0___0_5,0_74_kg_m2,0_00_kg_m2
33___35_hkg_ha,0_5___1_5,0_34_kg_m2,0_0___0_5,0_40_kg_m2,0_05_kg_m2
73___75_hkg_ha,1_5___2_5,0_46_kg_m2,0_5___1_5,0_86_kg_m2,0_35_kg_m2
117___119_hkg_ha,4_5___5_5,0_72_kg_m2,0_5___1_5,1_38_kg_m2,0_35_kg_m2
27___29_hkg_ha,0_5___1_5,0_22_kg_m2,0_0___0_5,0_32_kg_m2,0_15_kg_m2
91___93_hkg_ha,3_5___4_5,0_42_kg_m2,1_5___2_5,1_08_kg_m2,0_50_kg_m2
83___85_hkg_ha,2_5___3_5,0_48_kg_m2,0_5___1_5,1_00_kg_m2,0_40_kg_m2
93___95_hkg_ha,1_5___2_5,0_56_kg_m2,0_5___1_5,1_10_kg_m2,0_45_kg_m2
105___107_hkg_ha,3_5___4_5,0_60_kg_m2,0_5___1_5,1_24_kg_m2,0_30_kg_m2
89___91_hkg_ha,2_5___3_5,0_50_kg_m2,0_5___1_5,1_06_kg_m2,0_35_kg_m2
97___99_hkg_ha,2_5___3_5,0_52_kg_m2,0_5___1_5,1_14_kg_m2,0_35_kg_m2
45___47_hkg_ha,0_5___1_5,0_38_kg_m2,0_0___0_5,0_56_kg_m2,0_25_kg_m2
101___103_hkg_ha,2_5___3_5,0_64_kg_m2,0_5___1_5,1_20_kg_m2,0_50_kg_m2
109___111_hkg_ha,2_5___3_5,0_74_kg_m2,0_5___1_5,1_30_kg_m2,0_40_kg_m2
49___51_hkg_ha,0_5___1_5,0_46_kg_m2,0_0___0_5,0_58_kg_m2,0_00_kg_m2
133___135_hkg_ha,4_5___5_5,0_68_kg_m2,1_5___2_5,1_58_kg_m2,0_70_kg_m2
71___73_hkg_ha,1_5___2_5,0_46_kg_m2,0_5___1_5,0_84_kg_m2,0_35_kg_m2
79___81_hkg_ha,1_5___2_5,0_48_kg_m2,0_5___1_5,0_94_kg_m2,0_35_kg_m2
113___115_hkg_ha,3_5___4_5,0_58_kg_m2,0_5___1_5,1_36_kg_m2,0_50_kg_m2
91___93_hkg_ha,3_5___4_5,0_56_kg_m2,0_5___1_5,1_08_kg_m2,0_35_kg_m2
43___45_hkg_ha,0_5___1_5,0_26_kg_m2,0_0___0_5,0_52_kg_m2,0_00_kg_m2
105___107_hkg_ha,2_5___3_5,0_56_kg_m2,0_5___1_5,1_26_kg_m2,0_50_kg_m2
39___41_hkg_ha,0_5___1_5,0_30_kg_m2,0_0___0_5,0_46_kg_m2,0_20_kg_m2
93___95_hkg_ha,2_5___3_5,0_62_kg_m2,0_5___1_5,1_10_kg_m2,0_35_kg_m2
87___89_hkg_ha,2_5___3_5,0_46_kg_m2,0_5___1_5,1_02_kg_m2,0_40_kg_m2
95___97_hkg_ha,3_5___4_5,0_54_kg_m2,0_5___1_5,1_14_kg_m2,0_50_kg_m2
97___99_hkg_ha,3_5___4_5,0_68_kg_m2,0_5___1_5,1_16_kg_m2,0_35_kg_m2
67___69_hkg_ha,1_5___2_5,0_40_kg_m2,0_5___1_5,0_80_kg_m2,0_40_kg_m2
51___53_hkg_ha,0_5___1_5,0_40_kg_m2,0_0___0_5,0_60_kg_m2,0_00_kg_m2
67___69_hkg_ha,2_5___3_5,0_40_kg_m2,0_5___1_5,0_80_kg_m2,0_35_kg_m2
87___89_hkg_ha,2_5___3_5,0_58_kg_m2,0_5___1_5,1_04_kg_m2,0_35_kg_m2
87___89_hkg_ha,2_5___3_5,0_54_kg_m2,0_5___1_5,1_04_kg_m2,0_35_kg_m2
85___87_hkg_ha,2_5___3_5,0_54_kg_m2,0_5___1_5,1_02_kg_m2,0_40_kg_m2
101___103_hkg_ha,2_5___3_5,0_60_kg_m2,0_5___1_5,1_20_kg_m2,0_50_kg_m2
77___79_hkg_ha,1_5___2_5,0_50_kg_m2,0_5___1_5,0_92_kg_m2,0_35_kg_m2
101___103_hkg_ha,3_5___4_5,0_64_kg_m2,0_5___1_5,1_20_kg_m2,0_40_kg_m2
73___75_hkg_ha,1_5___2_5,0_34_kg_m2,0_5___1_5,0_88_kg_m2,0_45_kg_m2
103___105_hkg_ha,3_5___4_5,0_76_kg_m2,0_5___1_5,1_24_kg_m2,0_40_kg_m2
103___105_hkg_ha,2_5___3_5,0_54_kg_m2,0_5___1_5,1_22_kg_m2,0_50_kg_m2
83___85_hkg_ha,3_5___4_5,0_50_kg_m2,0_5___1_5,1_00_kg_m2,0_30_kg_m2
103___105_hkg_ha,2_5___3_5,0_42_kg_m2,0_5___1_5,1_22_kg_m2,0_55_kg_m2
81___83_hkg_ha,2_5___3_5,0_46_kg_m2,0_5___1_5,0_98_kg_m2,0_45_kg_m2
109___111_hkg_ha,2_5___3_5,0_48_kg_m2,0_5___1_5,1_30_kg_m2,0_50_kg_m2
111___113_hkg_ha,3_5___4_5,0_58_kg_m2,0_5___1_5,1_32_kg_m2,0_60_kg_m2
109___111_hkg_ha,3_5___4_5,0_62_kg_m2,0_5___1_5,1_28_kg_m2,0_45_kg_m2
51___53_hkg_ha,1_5___2_5,0_38_kg_m2,0_0___0_5,0_60_kg_m2,0_00_kg_m2
109___111_hkg_ha,4_5___5_5,0_66_kg_m2,0_5___1_5,1_30_kg_m2,0_55_kg_m2
95___97_hkg_ha,2_5___3_5,0_52_kg_m2,0_5___1_5,1_12_kg_m2,0_40_kg_m2
127___129_hkg_ha,4_5___5_5,0_58_kg_m2,1_5___2_5,1_52_kg_m2,0_75_kg_m2
87___89_hkg_ha,2_5___3_5,0_50_kg_m2,0_5___1_5,1_02_kg_m2,0_50_kg_m2
71___73_hkg_ha,1_5___2_5,0_46_kg_m2,0_5___1_5,0_84_kg_m2,0_25_kg_m2
119___121_hkg_ha,3_5___4_5,0_62_kg_m2,0_5___1_5,1_40_kg_m2,0_65_kg_m2
71___73_hkg_ha,1_5___2_5,0_38_kg_m2,0_5___1_5,0_86_kg_m2,0_50_kg_m2
73___75_hkg_ha,2_5___3_5,0_42_kg_m2,0_5___1_5,0_88_kg_m2,0_40_kg_m2
47___49_hkg_ha,0_5___1_5,0_42_kg_m2,0_0___0_5,0_56_kg_m2,0_15_kg_m2
73___75_hkg_ha,2_5___3_5,0_34_kg_m2,0_5___1_5,0_88_kg_m2,0_45_kg_m2
15___17_hkg_ha,0_5___1_5,0_22_kg_m2,0_0___0_5,0_20_kg_m2,0_00_kg_m2
15___17_hkg_ha,0_0___0_5,0_28_kg_m2,0_0___0_5,0_20_kg_m2,0_20_kg_m2
83___85_hkg_ha,2_5___3_5,0_52_kg_m2,0_5___1_5,0_98_kg_m2,0_35_kg_m2
85___87_hkg_ha,1_5___2_5,0_36_kg_m2,0_5___1_5,1_00_kg_m2,0_50_kg_m2
63___65_hkg_ha,1_5___2_5,0_34_kg_m2,0_5___1_5,0_76_kg_m2,0_45_kg_m2
85___87_hkg_ha,1_5___2_5,0_44_kg_m2,0_5___1_5,1_02_kg_m2,0_55_kg_m2
43___45_hkg_ha,0_5___1_5,0_34_kg_m2,0_0___0_5,0_52_kg_m2,0_00_kg_m2
95___97_hkg_ha,3_5___4_5,0_52_kg_m2,0_5___1_5,1_12_kg_m2,0_50_kg_m2
91___93_hkg_ha,2_5___3_5,0_46_kg_m2,0_5___1_5,1_08_kg_m2,0_35_kg_m2
111___113_hkg_ha,3_5___4_5,0_62_kg_m2,0_5___1_5,1_32_kg_m2,0_50_kg_m2
93___95_hkg_ha,3_5___4_5,0_52_kg_m2,0_5___1_5,1_12_kg_m2,0_45_kg_m2
83___85_hkg_ha,1_5___2_5,0_56_kg_m2,0_5___1_5,0_98_kg_m2,0_40_kg_m2
1___3_hkg_ha,0_0___0_5,0_00_kg_m2,0_0___0_5,0_04_kg_m2,0_10_kg_m2
113___115_hkg_ha,2_5___3_5,0_62_kg_m2,0_5___1_5,1_34_kg_m2,0_65_kg_m2
93___95_hkg_ha,2_5___3_5,0_54_kg_m2,0_5___1_5,1_10_kg_m2,0_45_kg_m2
111___113_hkg_ha,3_5___4_5,0_60_kg_m2,0_5___1_5,1_32_kg_m2,0_55_kg_m2
89___91_hkg_ha,2_5___3_5,0_44_kg_m2,0_5___1_5,1_06_kg_m2,0_45_kg_m2
61___63_hkg_ha,1_5___2_5,0_30_kg_m2,0_5___1_5,0_72_kg_m2,0_25_kg_m2
105___107_hkg_ha,2_5___3_5,0_56_kg_m2,0_5___1_5,1_26_kg_m2,0_45_kg_m2
61___63_hkg_ha,1_5___2_5,0_52_kg_m2,0_0___0_5,0_72_kg_m2,0_05_kg_m2
119___121_hkg_ha,4_5___5_5,0_80_kg_m2,0_5___1_5,1_42_kg_m2,0_35_kg_m2
63___65_hkg_ha,2_5___3_5,0_32_kg_m2,0_5___1_5,0_76_kg_m2,0_30_kg_m2
73___75_hkg_ha,1_5___2_5,0_34_kg_m2,0_5___1_5,0_86_kg_m2,0_30_kg_m2
105___107_hkg_ha,1_5___2_5,0_54_kg_m2,0_5___1_5,1_24_kg_m2,0_55_kg_m2
81___83_hkg_ha,3_5___4_5,0_52_kg_m2,0_5___1_5,0_96_kg_m2,0_30_kg_m2
99___101_hkg_ha,2_5___3_5,0_44_kg_m2,0_5___1_5,1_16_kg_m2,0_55_kg_m2
91___93_hkg_ha,1_5___2_5,0_62_kg_m2,0_5___1_5,1_08_kg_m2,0_40_kg_m2
101___103_hkg_ha,4_5___5_5,0_64_kg_m2,0_5___1_5,1_20_kg_m2,0_45_kg_m2
79___81_hkg_ha,1_5___2_5,0_56_kg_m2,0_5___1_5,0_94_kg_m2,0_30_kg_m2
107___109_hkg_ha,2_5___3_5,0_54_kg_m2,0_5___1_5,1_26_kg_m2,0_65_kg_m2
83___85_hkg_ha,2_5___3_5,0_44_kg_m2,0_5___1_5,1_00_kg_m2,0_35_kg_m2
79___81_hkg_ha,2_5___3_5,0_34_kg_m2,0_5___1_5,0_94_kg_m2,0_40_kg_m2
79___81_hkg_ha,2_5___3_5,0_34_kg_m2,0_5___1_5,0_96_kg_m2,0_45_kg_m2
0___1_hkg_ha,0_0___0_5,0_00_kg_m2,0_0___0_5,0_00_kg_m2,0_00_kg_m2
91___93_hkg_ha,1_5___2_5,0_56_kg_m2,0_5___1_5,1_08_kg_m2,0_45_kg_m2
53___55_hkg_ha,1_5___2_5,0_42_kg_m2,0_0___0_5,0_64_kg_m2,0_00_kg_m2
95___97_hkg_ha,2_5___3_5,0_44_kg_m2,0_5___1_5,1_12_kg_m2,0_50_kg_m2
97___99_hkg_ha,2_5___3_5,0_46_kg_m2,0_5___1_5,1_16_kg_m2,0_55_kg_m2
77___79_hkg_ha,1_5___2_5,0_56_kg_m2,0_5___1_5,0_92_kg_m2,0_30_kg_m2
95___97_hkg_ha,2_5___3_5,0_62_kg_m2,0_5___1_5,1_12_kg_m2,0_35_kg_m2
85___87_hkg_ha,2_5___3_5,0_56_kg_m2,0_5___1_5,1_02_kg_m2,0_30_kg_m2
0___1_hkg_ha,0_0___0_5,0_04_kg_m2,0_0___0_5,0_00_kg_m2,0_00_kg_m2
105___107_hkg_ha,4_5___5_5,0_58_kg_m2,1_5___2_5,1_24_kg_m2,0_55_kg_m2
103___105_hkg_ha,2_5___3_5,0_68_kg_m2,0_5___1_5,1_22_kg_m2,0_40_kg_m2
7___9_hkg_ha,0_0___0_5,0_00_kg_m2,0_0___0_5,0_08_kg_m2,0_20_kg_m2
59___61_hkg_ha,1_5___2_5,0_50_kg_m2,0_0___0_5,0_70_kg_m2,0_10_kg_m2
33___35_hkg_ha,0_5___1_5,0_34_kg_m2,0_0___0_5,0_40_kg_m2,0_00_kg_m2
109___111_hkg_ha,2_5___3_5,0_72_kg_m2,0_5___1_5,1_30_kg_m2,0_50_kg_m2
99___101_hkg_ha,4_5___5_5,0_56_kg_m2,1_5___2_5,1_18_kg_m2,0_60_kg_m2
121___123_hkg_ha,3_5___4_5,0_58_kg_m2,0_5___1_5,1_44_kg_m2,0_60_kg_m2
121___123_hkg_ha,3_5___4_5,0_66_kg_m2,0_5___1_5,1_44_kg_m2,0_55_kg_m2
125___127_hkg_ha,4_5___5_5,0_74_kg_m2,1_5___2_5,1_50_kg_m2,0_55_kg_m2
119___121_hkg_ha,3_5___4_5,0_74_kg_m2,0_5___1_5,1_42_kg_m2,0_45_kg_m2
107___109_hkg_ha,2_5___3_5,0_66_kg_m2,0_5___1_5,1_28_kg_m2,0_25_kg_m2
99___101_hkg_ha,3_5___4_5,0_62_kg_m2,0_5___1_5,1_16_kg_m2,0_35_kg_m2
105___107_hkg_ha,2_5___3_5,0_64_kg_m2,0_5___1_5,1_26_kg_m2,0_55_kg_m2
103___105_hkg_ha,4_5___5_5,0_58_kg_m2,0_5___1_5,1_22_kg_m2,0_35_kg_m2
99___101_hkg_ha,1_5___2_5,0_48_kg_m2,0_5___1_5,1_18_kg_m2,0_55_kg_m2
