HRBP,PULMEMBOLUS,INSUFFANESTH,INTUBATION,EXPCO2,MINVOL,VENTALV,SHUNT,VENTLUNG,ARTCO2,SAO2,PRESS
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
NORMAL,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
LOW,False,False,NORMAL,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL,HIGH
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,ZERO
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,True,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,ONESIDED,NORMAL,LOW,LOW,NORMAL,LOW,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH
HIGH,False,False,ONESIDED,NORMAL,ZERO,LOW,HIGH,LOW,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,HIGH,ZERO,HIGH,LOW,HIGH
NORMAL,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
HIGH,True,False,NORMAL,LOW,ZERO,ZERO,HIGH,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,ESOPHAGEAL,LOW,LOW,LOW,NORMAL,ZERO,HIGH,LOW,HIGH
NORMAL,False,False,NORMAL,LOW,ZERO,ZERO,HIGH,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,ONESIDED,ZERO,NORMAL,NORMAL,HIGH,ZERO,LOW,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,ZERO,ZERO,NORMAL,NORMAL,ZERO,LOW,LOW,NORMAL
LOW,False,False,NORMAL,LOW,ZERO,NORMAL,NORMAL,ZERO,NORMAL,LOW,NORMAL
HIGH,False,False,NORMAL,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
NORMAL,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,True,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
LOW,False,True,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
NORMAL,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,HIGH,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,HIGH,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,ONESIDED,NORMAL,ZERO,LOW,HIGH,LOW,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,False,ESOPHAGEAL,ZERO,LOW,HIGH,NORMAL,NORMAL,NORMAL,HIGH,HIGH
NORMAL,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,True,ONESIDED,LOW,NORMAL,NORMAL,HIGH,ZERO,NORMAL,LOW,HIGH
NORMAL,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,ZERO,ZERO,HIGH,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,HIGH,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
LOW,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL
NORMAL,False,False,NORMAL,LOW,ZERO,ZERO,HIGH,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,ZERO,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,ESOPHAGEAL,NORMAL,ZERO,ZERO,NORMAL,LOW,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
NORMAL,False,False,NORMAL,LOW,NORMAL,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,True,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,HIGH,ZERO,HIGH,LOW,LOW
NORMAL,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,False,ONESIDED,LOW,NORMAL,NORMAL,HIGH,ZERO,NORMAL,LOW,ZERO
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,NORMAL,NORMAL,ZERO,NORMAL,LOW,HIGH
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,ZERO
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL,ZERO
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,HIGH,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
LOW,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
NORMAL,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
LOW,False,False,NORMAL,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,HIGH,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,ZERO
HIGH,False,False,ESOPHAGEAL,NORMAL,ZERO,ZERO,NORMAL,LOW,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,ZERO,ZERO,ZERO,NORMAL,ZERO,LOW,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,NORMAL,NORMAL,ZERO,NORMAL,LOW,HIGH
HIGH,False,True,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,NORMAL,NORMAL,ZERO,NORMAL,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,LOW,HIGH
HIGH,False,False,ONESIDED,LOW,NORMAL,NORMAL,HIGH,ZERO,NORMAL,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,NORMAL,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
NORMAL,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,True,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
NORMAL,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,ONESIDED,LOW,NORMAL,NORMAL,HIGH,ZERO,NORMAL,LOW,HIGH
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
LOW,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,True,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
HIGH,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,ZERO,HIGH,NORMAL,NORMAL,LOW,NORMAL,LOW,LOW
HIGH,False,False,NORMAL,LOW,NORMAL,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,NORMAL,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,HIGH,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,NORMAL,HIGH,ZERO,NORMAL,LOW,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,ZERO
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,ONESIDED,NORMAL,LOW,LOW,HIGH,LOW,HIGH,LOW,HIGH
LOW,False,False,ONESIDED,LOW,NORMAL,NORMAL,HIGH,ZERO,NORMAL,LOW,ZERO
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,ESOPHAGEAL,LOW,LOW,LOW,NORMAL,ZERO,HIGH,LOW,ZERO
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
NORMAL,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,ZERO
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,ONESIDED,LOW,NORMAL,NORMAL,HIGH,ZERO,NORMAL,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,True,NORMAL,ZERO,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,LOW
LOW,False,False,NORMAL,LOW,NORMAL,HIGH,HIGH,LOW,LOW,LOW,HIGH
HIGH,False,False,NORMAL,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,HIGH,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,ESOPHAGEAL,LOW,LOW,LOW,NORMAL,ZERO,HIGH,NORMAL,ZERO
HIGH,False,True,NORMAL,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,HIGH
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW
LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,False,ESOPHAGEAL,LOW,ZERO,ZERO,NORMAL,LOW,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,True,NORMAL,ZERO,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,ZERO
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
LOW,False,True,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
LOW,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH
HIGH,False,False,NORMAL,LOW,ZERO,ZERO,NORMAL,ZERO,HIGH,LOW,LOW
