HRBP,VENTMACH,VENTTUBE,INSUFFANESTH,LVFAILURE,LVEDVOLUME,CO,HRSAT,HREKG,PCWP,HR,CVP,HYPOVOLEMIA,CATECHOL
HIGH,NORMAL,LOW,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,LOW,HIGH,NORMAL,HIGH,NORMAL,True,HIGH
LOW,HIGH,HIGH,False,False,LOW,NORMAL,LOW,LOW,LOW,NORMAL,LOW,False,NORMAL
HIGH,NORMAL,LOW,True,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,ZERO,ZERO,False,False,NORMAL,HIGH,HIGH,LOW,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,HIGH,HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,LOW,ZERO,True,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,LOW,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,ZERO,False,False,NORMAL,HIGH,NORMAL,LOW,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,HIGH,HIGH,False,False,NORMAL,LOW,NORMAL,HIGH,NORMAL,LOW,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,ZERO,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,True,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,False,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,False,HIGH
HIGH,LOW,NORMAL,False,False,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,False,LOW,HIGH,HIGH,HIGH,LOW,HIGH,LOW,False,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,True,False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,ZERO,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,LOW,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,HIGH,HIGH,False,True,LOW,LOW,HIGH,HIGH,LOW,HIGH,LOW,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
NORMAL,NORMAL,LOW,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,LOW,ZERO,False,True,LOW,LOW,HIGH,HIGH,LOW,HIGH,LOW,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,LOW,ZERO,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,LOW,ZERO,False,True,LOW,LOW,LOW,HIGH,LOW,HIGH,LOW,True,HIGH
LOW,LOW,ZERO,False,False,NORMAL,HIGH,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,NORMAL,LOW,False,False,LOW,NORMAL,LOW,LOW,LOW,NORMAL,LOW,False,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,NORMAL,NORMAL,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,True,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
NORMAL,NORMAL,ZERO,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,NORMAL,LOW,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,HIGH,HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,True,LOW,LOW,HIGH,LOW,LOW,HIGH,LOW,False,HIGH
HIGH,NORMAL,LOW,False,False,LOW,HIGH,HIGH,HIGH,LOW,HIGH,LOW,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,ZERO,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,LOW,False,HIGH
LOW,NORMAL,LOW,False,True,LOW,LOW,LOW,LOW,LOW,NORMAL,LOW,False,HIGH
NORMAL,ZERO,ZERO,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,True,HIGH
HIGH,NORMAL,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,LOW,False,HIGH
LOW,NORMAL,LOW,False,False,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,False,HIGH
LOW,NORMAL,ZERO,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,LOW,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,True,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,ZERO,True,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,NORMAL,False,HIGH
LOW,HIGH,NORMAL,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,HIGH
NORMAL,NORMAL,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,LOW,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,True,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,LOW,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,False,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,True,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,NORMAL,NORMAL,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,True,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,True,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,LOW,ZERO,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL
LOW,NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,NORMAL,NORMAL,NORMAL,True,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,LOW,NORMAL,NORMAL,HIGH,HIGH,HIGH,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,LOW,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,True,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,True,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,True,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,True,HIGH
LOW,NORMAL,ZERO,False,False,NORMAL,NORMAL,LOW,LOW,HIGH,NORMAL,NORMAL,False,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,HIGH
HIGH,HIGH,HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
NORMAL,NORMAL,LOW,True,False,HIGH,LOW,HIGH,LOW,HIGH,LOW,HIGH,True,NORMAL
HIGH,HIGH,HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
HIGH,LOW,ZERO,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,ZERO,ZERO,False,False,NORMAL,HIGH,HIGH,NORMAL,LOW,NORMAL,NORMAL,True,NORMAL
NORMAL,NORMAL,LOW,False,True,LOW,LOW,HIGH,HIGH,LOW,HIGH,LOW,False,HIGH
LOW,NORMAL,LOW,False,False,HIGH,NORMAL,LOW,NORMAL,NORMAL,NORMAL,HIGH,True,HIGH
NORMAL,HIGH,HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
NORMAL,NORMAL,LOW,False,False,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH,NORMAL,True,HIGH
HIGH,NORMAL,LOW,False,True,LOW,LOW,HIGH,HIGH,LOW,HIGH,LOW,True,HIGH
LOW,NORMAL,ZERO,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,NORMAL,LOW,False,False,HIGH,LOW,LOW,HIGH,HIGH,NORMAL,HIGH,True,HIGH
HIGH,NORMAL,LOW,False,True,LOW,NORMAL,HIGH,HIGH,LOW,HIGH,LOW,False,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,LOW,HIGH,HIGH,HIGH,LOW,HIGH,LOW,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,NORMAL,LOW,False,False,HIGH,LOW,LOW,LOW,HIGH,NORMAL,NORMAL,True,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,True,HIGH
HIGH,ZERO,ZERO,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,ZERO,NORMAL,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,NORMAL,HIGH,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,LOW,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,HIGH
HIGH,NORMAL,ZERO,False,False,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
NORMAL,HIGH,HIGH,True,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,HIGH,HIGH,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
NORMAL,NORMAL,LOW,True,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,True,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,ZERO,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
NORMAL,ZERO,ZERO,True,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,NORMAL,ZERO,False,False,LOW,NORMAL,LOW,LOW,LOW,NORMAL,LOW,False,NORMAL
LOW,NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,NORMAL,LOW,HIGH,False,HIGH
HIGH,ZERO,ZERO,True,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,HIGH,HIGH,True,False,NORMAL,LOW,NORMAL,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
NORMAL,HIGH,HIGH,False,True,LOW,LOW,HIGH,HIGH,LOW,HIGH,LOW,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,ZERO,ZERO,False,False,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,NORMAL,LOW,True,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH
LOW,NORMAL,LOW,False,True,LOW,LOW,HIGH,NORMAL,LOW,LOW,LOW,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
LOW,NORMAL,LOW,False,False,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,True,NORMAL
HIGH,NORMAL,LOW,False,False,LOW,HIGH,HIGH,HIGH,LOW,HIGH,LOW,False,HIGH
NORMAL,HIGH,HIGH,False,True,LOW,LOW,HIGH,HIGH,LOW,HIGH,LOW,False,HIGH
LOW,NORMAL,LOW,False,False,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,NORMAL,True,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH
LOW,NORMAL,LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,True,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
NORMAL,LOW,ZERO,False,False,NORMAL,LOW,NORMAL,LOW,NORMAL,LOW,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,True,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
