HRBP,VENTMACH,VENTTUBE,PULMEMBOLUS,INSUFFANESTH,LVFAILURE,PVSAT,CO,MINVOL,HRSAT,HREKG,VENTALV,TPR,VENTLUNG,ARTCO2,HR,SAO2,CATECHOL,DISCONNECT
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,False,LOW,NORMAL,ZERO,LOW,LOW,ZERO,LOW,ZERO,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,ZERO,ZERO,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,False,LOW,NORMAL,ZERO,LOW,LOW,ZERO,LOW,ZERO,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,NORMAL,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,NORMAL,False,False,False,LOW,LOW,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,False,True,False,LOW,LOW,ZERO,LOW,LOW,ZERO,HIGH,ZERO,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,NORMAL,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,LOW,ZERO,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,LOW,ZERO,NORMAL,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,False,LOW,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,NORMAL,NORMAL,LOW,NORMAL,False
HIGH,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,ZERO,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,True
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,HIGH,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL,LOW,NORMAL,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH,False
HIGH,LOW,ZERO,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,True,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,False,LOW,NORMAL,ZERO,LOW,LOW,ZERO,HIGH,ZERO,HIGH,NORMAL,LOW,NORMAL,False
HIGH,ZERO,ZERO,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,HIGH,False
LOW,NORMAL,LOW,False,False,False,LOW,NORMAL,ZERO,LOW,LOW,ZERO,HIGH,ZERO,HIGH,NORMAL,LOW,HIGH,False
NORMAL,NORMAL,ZERO,False,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,LOW,LOW,LOW,HIGH,NORMAL,HIGH,True
LOW,NORMAL,LOW,False,False,False,LOW,NORMAL,NORMAL,LOW,NORMAL,ZERO,HIGH,ZERO,HIGH,NORMAL,LOW,NORMAL,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,HIGH,HIGH,False
HIGH,NORMAL,LOW,False,True,False,LOW,NORMAL,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,ZERO,ZERO,False,True,False,LOW,NORMAL,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,ZERO,False,False,False,LOW,NORMAL,LOW,LOW,LOW,LOW,HIGH,ZERO,HIGH,NORMAL,LOW,NORMAL,True
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,HIGH,HIGH,False,False,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,NORMAL,False
LOW,NORMAL,LOW,False,False,False,LOW,LOW,NORMAL,LOW,NORMAL,NORMAL,HIGH,ZERO,NORMAL,LOW,LOW,NORMAL,False
HIGH,NORMAL,LOW,False,False,True,LOW,LOW,LOW,HIGH,HIGH,LOW,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
NORMAL,NORMAL,LOW,False,True,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,LOW,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,True,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,ZERO,NORMAL,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,NORMAL,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,LOW,HIGH,HIGH,LOW,LOW,LOW,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,True,LOW,LOW,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,HIGH,HIGH,False,False,False,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,NORMAL,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,True,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,NORMAL,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
NORMAL,LOW,ZERO,False,False,False,LOW,HIGH,LOW,HIGH,HIGH,LOW,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,ZERO,False,False,False,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,True
HIGH,NORMAL,NORMAL,False,False,False,LOW,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,True,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,LOW,ZERO,False,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,False
HIGH,NORMAL,ZERO,False,False,False,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,ZERO,NORMAL,HIGH,LOW,HIGH,True
LOW,NORMAL,LOW,False,False,False,LOW,NORMAL,ZERO,LOW,LOW,ZERO,HIGH,ZERO,HIGH,NORMAL,LOW,NORMAL,False
HIGH,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,False,LOW,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,True,False,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,ZERO,ZERO,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,LOW,ZERO,False,False,False,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,ZERO,NORMAL,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,False,True,False,LOW,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,HIGH,False,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,LOW,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,LOW,HIGH,HIGH,LOW,HIGH,False
LOW,ZERO,ZERO,False,False,False,HIGH,NORMAL,HIGH,LOW,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,NORMAL,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
NORMAL,NORMAL,ZERO,False,False,False,HIGH,LOW,ZERO,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,NORMAL,True
LOW,NORMAL,LOW,False,False,False,LOW,NORMAL,LOW,LOW,LOW,LOW,LOW,ZERO,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,ZERO,ZERO,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,False,LOW,NORMAL,ZERO,LOW,LOW,ZERO,LOW,ZERO,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,ZERO,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,False,False,False,LOW,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,LOW,ZERO,False,False,True,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,False,NORMAL,NORMAL,HIGH,LOW,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL,NORMAL,NORMAL,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,False,LOW,NORMAL,ZERO,LOW,LOW,ZERO,LOW,ZERO,HIGH,NORMAL,LOW,HIGH,False
NORMAL,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL,ZERO,NORMAL,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,True,True,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,LOW,HIGH,HIGH,LOW,LOW,HIGH,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,LOW,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,ZERO,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,True
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,LOW,ZERO,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,NORMAL,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,HIGH,NORMAL,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,LOW,ZERO,False,False,False,LOW,NORMAL,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,LOW,NORMAL,LOW,NORMAL,False
NORMAL,NORMAL,LOW,False,False,False,LOW,HIGH,LOW,HIGH,HIGH,LOW,HIGH,LOW,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,ZERO,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,False,NORMAL,NORMAL,ZERO,LOW,LOW,ZERO,LOW,ZERO,HIGH,NORMAL,NORMAL,HIGH,False
NORMAL,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,HIGH,NORMAL,False,False,False,LOW,HIGH,LOW,LOW,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,False,False,False,NORMAL,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,NORMAL,NORMAL,False
HIGH,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,HIGH,HIGH,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
NORMAL,NORMAL,ZERO,False,False,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,True
LOW,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,LOW,LOW,ZERO,LOW,ZERO,HIGH,NORMAL,LOW,HIGH,False
HIGH,LOW,HIGH,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False
HIGH,NORMAL,ZERO,False,False,True,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,True
HIGH,NORMAL,LOW,False,False,False,NORMAL,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,LOW,ZERO,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,False
NORMAL,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,ZERO,ZERO,False,False,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,NORMAL,True
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,LOW,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,LOW,ZERO,False,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,HIGH,False
HIGH,NORMAL,LOW,False,True,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,False
HIGH,NORMAL,LOW,False,False,False,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,False
LOW,NORMAL,LOW,False,False,False,LOW,NORMAL,ZERO,NORMAL,HIGH,ZERO,HIGH,ZERO,HIGH,NORMAL,LOW,NORMAL,False
HIGH,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,True,LOW,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,True,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,NORMAL,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,False,LOW,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH,False
HIGH,NORMAL,ZERO,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,True
LOW,NORMAL,LOW,False,True,False,LOW,NORMAL,ZERO,LOW,LOW,LOW,HIGH,LOW,HIGH,NORMAL,LOW,NORMAL,False
NORMAL,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,ZERO,ZERO,False,False,True,HIGH,LOW,HIGH,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,NORMAL,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,LOW,HIGH,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,ZERO,False,False,False,LOW,LOW,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,HIGH,LOW,HIGH,False
HIGH,LOW,ZERO,False,False,True,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,ZERO,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,False,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,False,False,False,LOW,NORMAL,ZERO,LOW,LOW,ZERO,HIGH,ZERO,HIGH,NORMAL,LOW,NORMAL,False
LOW,NORMAL,LOW,False,False,False,LOW,LOW,ZERO,NORMAL,HIGH,ZERO,HIGH,ZERO,HIGH,LOW,LOW,HIGH,False
