HRBP,INTUBATION,EXPCO2,PVSAT,PAP,MINVOL,KINKEDTUBE,VENTALV,SHUNT,VENTLUNG,ARTCO2,SAO2,PRESS,HYPOVOLEMIA
HIGH,NORMAL,LOW,LOW,HIGH,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,HIGH,LOW,HIGH,LOW,False,LOW,NORMAL,HIGH,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,HIGH,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,True
LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,True
HIGH,ESOPHAGEAL,LOW,LOW,NORMAL,LOW,False,LOW,NORMAL,ZERO,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,ZERO,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
HIGH,NORMAL,NORMAL,LOW,NORMAL,ZERO,False,NORMAL,NORMAL,NORMAL,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,LOW,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,True,ZERO,NORMAL,ZERO,HIGH,LOW,ZERO,False
HIGH,NORMAL,LOW,LOW,LOW,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,HIGH,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
LOW,NORMAL,NORMAL,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,True
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,NORMAL,LOW,HIGH,True
HIGH,NORMAL,LOW,LOW,HIGH,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,True
LOW,NORMAL,NORMAL,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,HIGH,LOW,NORMAL,LOW,False,LOW,NORMAL,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,ESOPHAGEAL,NORMAL,LOW,NORMAL,ZERO,False,ZERO,NORMAL,LOW,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
NORMAL,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,LOW,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,LOW,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,False
HIGH,NORMAL,LOW,NORMAL,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,NORMAL,LOW,True
HIGH,NORMAL,LOW,LOW,HIGH,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,HIGH,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,LOW,NORMAL,ZERO,HIGH,LOW,LOW,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,False,LOW,NORMAL,HIGH,HIGH,HIGH,HIGH,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,HIGH,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH,False
LOW,NORMAL,ZERO,HIGH,NORMAL,ZERO,True,HIGH,NORMAL,ZERO,LOW,HIGH,LOW,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,NORMAL,LOW,NORMAL,ZERO,True,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
HIGH,ESOPHAGEAL,LOW,LOW,NORMAL,LOW,True,LOW,NORMAL,ZERO,HIGH,LOW,LOW,False
NORMAL,NORMAL,LOW,LOW,NORMAL,ZERO,True,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,True
LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,True,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,ZERO,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,ZERO,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,NORMAL,HIGH,LOW,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,True
HIGH,ESOPHAGEAL,LOW,LOW,NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,LOW,NORMAL,True
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,LOW,False
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,HIGH,ZERO,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,True
HIGH,ESOPHAGEAL,LOW,LOW,NORMAL,LOW,False,LOW,NORMAL,ZERO,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
LOW,NORMAL,HIGH,NORMAL,NORMAL,LOW,False,LOW,NORMAL,HIGH,HIGH,NORMAL,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
LOW,ESOPHAGEAL,NORMAL,HIGH,NORMAL,LOW,False,HIGH,NORMAL,NORMAL,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
HIGH,NORMAL,LOW,LOW,NORMAL,NORMAL,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,True,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,False
NORMAL,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
NORMAL,NORMAL,LOW,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
NORMAL,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,ZERO,False
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,LOW,True
LOW,NORMAL,ZERO,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,False
HIGH,NORMAL,LOW,LOW,LOW,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
NORMAL,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
LOW,ONESIDED,LOW,HIGH,NORMAL,NORMAL,False,NORMAL,NORMAL,ZERO,NORMAL,HIGH,LOW,True
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,LOW,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
LOW,NORMAL,ZERO,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH,False
LOW,NORMAL,LOW,HIGH,LOW,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,LOW,True
HIGH,NORMAL,LOW,LOW,LOW,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,True
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
LOW,ONESIDED,ZERO,LOW,NORMAL,NORMAL,False,NORMAL,HIGH,ZERO,LOW,LOW,LOW,False
HIGH,NORMAL,ZERO,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,LOW,LOW,LOW,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
NORMAL,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,True,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
NORMAL,NORMAL,LOW,NORMAL,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,False
HIGH,NORMAL,LOW,LOW,LOW,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,NORMAL,NORMAL,NORMAL,NORMAL,LOW,NORMAL,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,HIGH,ZERO,HIGH,LOW,NORMAL,True
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,True
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,HIGH,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,HIGH,LOW,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,LOW,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
NORMAL,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,ZERO,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,LOW,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,True
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,LOW,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,True,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,True
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,HIGH,ZERO,False,ZERO,HIGH,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,HIGH,ZERO,True,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
NORMAL,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
LOW,NORMAL,NORMAL,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,LOW,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
LOW,ONESIDED,NORMAL,LOW,NORMAL,ZERO,False,LOW,HIGH,LOW,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,HIGH,LOW,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,True
LOW,NORMAL,ZERO,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,True,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
LOW,ONESIDED,LOW,LOW,NORMAL,NORMAL,False,NORMAL,HIGH,ZERO,NORMAL,LOW,HIGH,True
NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,True
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,ESOPHAGEAL,LOW,NORMAL,NORMAL,LOW,False,LOW,NORMAL,ZERO,HIGH,NORMAL,ZERO,False
NORMAL,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,True
LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
LOW,NORMAL,LOW,NORMAL,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,ESOPHAGEAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,LOW,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,LOW,False
HIGH,NORMAL,LOW,LOW,HIGH,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
NORMAL,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,True
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
HIGH,ONESIDED,NORMAL,LOW,NORMAL,LOW,False,LOW,NORMAL,LOW,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,LOW,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,LOW,False
HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,LOW,HIGH,True
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,True
HIGH,NORMAL,HIGH,LOW,NORMAL,LOW,False,LOW,NORMAL,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
LOW,NORMAL,ZERO,HIGH,NORMAL,HIGH,False,HIGH,HIGH,LOW,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
NORMAL,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,LOW,NORMAL,ZERO,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,HIGH,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
LOW,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
HIGH,NORMAL,LOW,NORMAL,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,NORMAL,LOW,False
LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,False
LOW,ONESIDED,NORMAL,LOW,HIGH,NORMAL,False,NORMAL,HIGH,ZERO,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,NORMAL,False
NORMAL,NORMAL,LOW,LOW,NORMAL,ZERO,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,False
