LungFlow,XrayReport,ChestXray,LungParench
Low,Asy/Patchy,Normal,Normal
High,Plethoric,Plethoric,Normal
Normal,Plethoric,Plethoric,Congested
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Normal,Normal,Normal
High,Grd_Glass,Grd_Glass,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Grd_Glass,Grd_Glass,Abnormal
Low,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
High,Grd_Glass,Grd_Glass,Congested
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Oligaemic,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Normal,Normal
Low,Normal,Normal,Normal
Low,Normal,Oligaemic,Normal
High,Asy/Patchy,Plethoric,Normal
Low,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Normal,Normal
High,Asy/Patchy,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
High,Asy/Patchy,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Grd_Glass,Congested
High,Normal,Oligaemic,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Asy/Patchy,Plethoric,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Oligaemic,Normal
High,Grd_Glass,Oligaemic,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Asy/Patchy,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Normal,Grd_Glass,Grd_Glass,Congested
Normal,Oligaemic,Normal,Normal
High,Grd_Glass,Grd_Glass,Congested
Normal,Plethoric,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Plethoric,Asy/Patch,Abnormal
High,Asy/Patchy,Plethoric,Normal
Normal,Asy/Patchy,Normal,Normal
Normal,Normal,Normal,Normal
Normal,Asy/Patchy,Plethoric,Abnormal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Asy/Patchy,Grd_Glass,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Oligaemic,Oligaemic,Abnormal
Low,Oligaemic,Oligaemic,Abnormal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Normal,Normal
Normal,Asy/Patchy,Asy/Patch,Normal
Low,Plethoric,Asy/Patch,Abnormal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Abnormal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Plethoric,Oligaemic,Normal
High,Grd_Glass,Grd_Glass,Congested
High,Grd_Glass,Grd_Glass,Abnormal
Normal,Plethoric,Normal,Normal
Normal,Normal,Normal,Normal
Low,Normal,Normal,Normal
High,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Normal,Plethoric,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
Normal,Grd_Glass,Normal,Normal
High,Plethoric,Plethoric,Normal
High,Oligaemic,Plethoric,Normal
Low,Normal,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Asy/Patch,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Normal,Normal,Normal
High,Grd_Glass,Grd_Glass,Abnormal
Normal,Asy/Patchy,Normal,Normal
Normal,Normal,Normal,Normal
Low,Grd_Glass,Asy/Patch,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Normal,Normal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Plethoric,Normal
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Grd_Glass,Congested
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Asy/Patchy,Plethoric,Congested
High,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
High,Oligaemic,Oligaemic,Abnormal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Congested
Low,Plethoric,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Grd_Glass,Oligaemic,Congested
Low,Normal,Normal,Normal
Low,Normal,Oligaemic,Normal
Normal,Normal,Normal,Normal
Normal,Normal,Oligaemic,Normal
High,Asy/Patchy,Grd_Glass,Congested
Low,Normal,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Oligaemic,Abnormal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Asy/Patchy,Asy/Patch,Congested
Low,Normal,Normal,Normal
High,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
High,Asy/Patchy,Normal,Abnormal
High,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Asy/Patchy,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Grd_Glass,Grd_Glass,Congested
High,Plethoric,Plethoric,Normal
High,Grd_Glass,Grd_Glass,Abnormal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Asy/Patchy,Asy/Patch,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Grd_Glass,Asy/Patch,Abnormal
Normal,Asy/Patchy,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Normal
Low,Grd_Glass,Grd_Glass,Congested
Normal,Oligaemic,Oligaemic,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Normal,Normal
Low,Asy/Patchy,Grd_Glass,Normal
Low,Oligaemic,Oligaemic,Abnormal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Normal,Asy/Patchy,Normal,Normal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
High,Normal,Plethoric,Normal
Normal,Normal,Asy/Patch,Normal
Low,Asy/Patchy,Oligaemic,Normal
Normal,Normal,Grd_Glass,Congested
High,Plethoric,Plethoric,Normal
Normal,Oligaemic,Normal,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Normal,Oligaemic,Oligaemic,Abnormal
Normal,Grd_Glass,Grd_Glass,Congested
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Oligaemic,Oligaemic,Abnormal
High,Plethoric,Plethoric,Congested
Low,Normal,Oligaemic,Normal
Low,Normal,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Plethoric,Asy/Patch,Abnormal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Asy/Patchy,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Asy/Patchy,Oligaemic,Normal
High,Grd_Glass,Grd_Glass,Abnormal
Low,Oligaemic,Oligaemic,Normal
Normal,Oligaemic,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Grd_Glass,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Grd_Glass,Congested
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Normal,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Normal,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Oligaemic,Normal
High,Asy/Patchy,Asy/Patch,Congested
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Oligaemic,Oligaemic,Congested
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Normal,Plethoric,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Asy/Patchy,Oligaemic,Normal
Low,Normal,Plethoric,Normal
High,Normal,Normal,Abnormal
Low,Asy/Patchy,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
Low,Normal,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Normal,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Congested
Low,Asy/Patchy,Grd_Glass,Congested
Low,Normal,Normal,Normal
High,Normal,Normal,Normal
Low,Grd_Glass,Grd_Glass,Congested
Low,Normal,Asy/Patch,Abnormal
Normal,Grd_Glass,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Abnormal
Low,Grd_Glass,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Grd_Glass,Congested
High,Normal,Normal,Abnormal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Abnormal
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Asy/Patchy,Grd_Glass,Congested
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
Normal,Asy/Patchy,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Asy/Patchy,Plethoric,Normal
Low,Grd_Glass,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Abnormal
Normal,Normal,Normal,Normal
High,Oligaemic,Oligaemic,Abnormal
Low,Plethoric,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
Low,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Oligaemic,Oligaemic,Abnormal
Low,Normal,Normal,Normal
Low,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Asy/Patchy,Asy/Patch,Congested
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Normal,Abnormal
High,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Normal,Normal
High,Normal,Normal,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Congested
High,Oligaemic,Oligaemic,Abnormal
Low,Oligaemic,Oligaemic,Normal
Normal,Oligaemic,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Normal,Normal
Normal,Normal,Normal,Normal
High,Normal,Plethoric,Normal
Normal,Normal,Normal,Normal
High,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Plethoric,Normal,Abnormal
Low,Oligaemic,Oligaemic,Abnormal
High,Grd_Glass,Grd_Glass,Congested
Low,Normal,Oligaemic,Normal
High,Plethoric,Plethoric,Congested
Normal,Normal,Normal,Normal
High,Normal,Normal,Normal
High,Grd_Glass,Grd_Glass,Abnormal
Low,Normal,Normal,Normal
High,Grd_Glass,Plethoric,Normal
Low,Normal,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Oligaemic,Normal
High,Oligaemic,Grd_Glass,Congested
Low,Plethoric,Oligaemic,Abnormal
Normal,Normal,Asy/Patch,Abnormal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
Low,Asy/Patchy,Oligaemic,Normal
High,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Grd_Glass,Grd_Glass,Congested
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Grd_Glass,Normal
High,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Normal,Normal,Abnormal
Low,Oligaemic,Oligaemic,Congested
Normal,Normal,Normal,Abnormal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Normal,Oligaemic,Normal
High,Asy/Patchy,Grd_Glass,Congested
Low,Normal,Normal,Normal
Normal,Plethoric,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Oligaemic,Normal,Normal
High,Normal,Normal,Abnormal
High,Plethoric,Plethoric,Normal
High,Oligaemic,Oligaemic,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Plethoric,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Oligaemic,Normal
High,Oligaemic,Oligaemic,Abnormal
High,Grd_Glass,Grd_Glass,Normal
High,Grd_Glass,Grd_Glass,Congested
High,Plethoric,Plethoric,Congested
High,Oligaemic,Oligaemic,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Plethoric,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Plethoric,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Congested
High,Oligaemic,Oligaemic,Congested
High,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Plethoric,Plethoric,Congested
Low,Asy/Patchy,Oligaemic,Normal
Normal,Grd_Glass,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Plethoric,Plethoric,Congested
Normal,Plethoric,Plethoric,Congested
High,Plethoric,Plethoric,Congested
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Normal,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Grd_Glass,Asy/Patch,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Oligaemic,Oligaemic,Abnormal
High,Plethoric,Plethoric,Normal
High,Grd_Glass,Plethoric,Normal
High,Normal,Normal,Normal
Normal,Plethoric,Plethoric,Abnormal
Low,Normal,Oligaemic,Normal
Low,Normal,Asy/Patch,Abnormal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Congested
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Normal,Normal,Normal
Low,Grd_Glass,Asy/Patch,Abnormal
Low,Grd_Glass,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Asy/Patchy,Asy/Patch,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Plethoric,Normal
High,Normal,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Oligaemic,Normal
Normal,Normal,Normal,Normal
Normal,Normal,Normal,Normal
High,Normal,Normal,Normal
Low,Oligaemic,Normal,Normal
Low,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Oligaemic,Normal,Normal
Low,Oligaemic,Oligaemic,Abnormal
Low,Oligaemic,Oligaemic,Normal
Normal,Plethoric,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Normal,Abnormal
Low,Normal,Grd_Glass,Congested
High,Plethoric,Plethoric,Congested
High,Normal,Grd_Glass,Abnormal
Low,Asy/Patchy,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Abnormal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Grd_Glass,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
Low,Plethoric,Oligaemic,Normal
High,Normal,Normal,Normal
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
High,Normal,Normal,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Grd_Glass,Asy/Patch,Abnormal
High,Normal,Normal,Abnormal
High,Oligaemic,Normal,Normal
Normal,Normal,Normal,Normal
Low,Asy/Patchy,Oligaemic,Abnormal
High,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Normal,Asy/Patchy,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
High,Grd_Glass,Grd_Glass,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Asy/Patch,Abnormal
Low,Asy/Patchy,Oligaemic,Normal
Normal,Normal,Normal,Normal
High,Asy/Patchy,Plethoric,Normal
Low,Grd_Glass,Plethoric,Abnormal
High,Plethoric,Asy/Patch,Normal
Low,Oligaemic,Oligaemic,Abnormal
Normal,Normal,Normal,Normal
High,Asy/Patchy,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Grd_Glass,Asy/Patch,Congested
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Low,Normal,Oligaemic,Normal
High,Grd_Glass,Grd_Glass,Abnormal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Asy/Patchy,Normal,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Oligaemic,Abnormal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Grd_Glass,Grd_Glass,Congested
Normal,Grd_Glass,Asy/Patch,Abnormal
Low,Grd_Glass,Grd_Glass,Congested
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Normal
Low,Grd_Glass,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Congested
High,Asy/Patchy,Asy/Patch,Congested
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Plethoric,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
High,Asy/Patchy,Grd_Glass,Normal
High,Grd_Glass,Grd_Glass,Abnormal
High,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Normal,Normal,Normal,Normal
Low,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Low,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Grd_Glass,Asy/Patch,Congested
Normal,Grd_Glass,Grd_Glass,Abnormal
Low,Normal,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Grd_Glass,Oligaemic,Abnormal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Normal
Low,Normal,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Asy/Patchy,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Abnormal
High,Grd_Glass,Grd_Glass,Congested
Low,Grd_Glass,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Grd_Glass,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Normal,Normal,Normal,Normal
Low,Normal,Oligaemic,Normal
Normal,Normal,Normal,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Normal,Normal,Normal
Low,Normal,Normal,Normal
High,Oligaemic,Plethoric,Normal
Normal,Grd_Glass,Grd_Glass,Congested
Normal,Plethoric,Normal,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Normal,Plethoric,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Congested
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Plethoric,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Grd_Glass,Grd_Glass,Normal
Normal,Grd_Glass,Normal,Abnormal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Oligaemic,Oligaemic,Normal
Normal,Grd_Glass,Grd_Glass,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Oligaemic,Normal
Low,Grd_Glass,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Plethoric,Plethoric,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Asy/Patchy,Grd_Glass,Congested
Normal,Grd_Glass,Grd_Glass,Normal
High,Plethoric,Plethoric,Normal
High,Oligaemic,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Normal,Normal
Low,Normal,Oligaemic,Normal
Low,Grd_Glass,Oligaemic,Normal
