OriginState,OriginStateFips
WI,55
NJ,34
NJ,34
FL,12
FL,12
MO,29
GA,13
FL,12
TX,48
IL,17
MT,30
NC,37
CO,8
UT,49
NE,31
CO,8
FL,12
CA,6
PR,72
HI,15
CO,8
FL,12
WA,53
FL,12
GA,13
NJ,34
TX,48
NY,36
OH,39
WA,53
MD,24
FL,12
CA,6
CA,6
MI,26
AL,1
PA,42
TX,48
FL,12
TN,47
NC,37
MI,26
FL,12
FL,12
UT,49
ND,38
CA,6
MA,25
CO,8
NY,36
CA,6
TN,47
CA,6
PA,42
CA,6
CA,6
IL,17
IL,17
CA,6
CT,9
CO,8
NC,37
FL,12
NC,37
FL,12
IL,17
NY,36
FL,12
NJ,34
NC,37
PR,72
CA,6
IN,18
OR,41
CA,6
CA,6
VA,51
NE,31
NJ,34
TN,47
FL,12
TX,48
FL,12
CA,6
KY,21
FL,12
AZ,4
NY,36
GA,13
MN,27
TN,47
CA,6
SC,45
AK,2
CA,6
TX,48
VA,51
FL,12
MD,24
NY,36
IL,17
CA,6
GA,13
WA,53
CA,6
TN,47
AL,1
CO,8
MD,24
TX,48
CA,6
TX,48
IL,17
NC,37
CA,6
NY,36
FL,12
FL,12
HI,15
TX,48
IL,17
TX,48
NC,37
TX,48
WA,53
TX,48
NJ,34
MD,24
MD,24
CA,6
AZ,4
MN,27
MD,24
TX,48
UT,49
FL,12
MO,29
TX,48
VA,51
VA,51
GA,13
NY,36
NE,31
CO,8
CO,8
FL,12
FL,12
FL,12
NC,37
FL,12
CA,6
GA,13
CA,6
CA,6
IA,19
CA,6
CA,6
CA,6
TN,47
TX,48
TX,48
PA,42
FL,12
TX,48
FL,12
OK,40
FL,12
LA,22
CA,6
NY,36
OH,39
VA,51
KY,21
KY,21
TN,47
FL,12
IL,17
NC,37
NV,32
GA,13
CO,8
GA,13
TX,48
CO,8
TN,47
CA,6
KS,20
CA,6
PR,72
MA,25
GA,13
CO,8
GA,13
FL,12
NY,36
AZ,4
CA,6
TX,48
MT,30
AZ,4
NC,37
HI,15
GA,13
LA,22
TX,48
CA,6
FL,12
GA,13
NC,37
IL,17
FL,12
LA,22
AZ,4
OK,40
WA,53
TN,47
UT,49
NJ,34
FL,12
NY,36
OR,41
TX,48
HI,15
MA,25
OK,40
NC,37
MA,25
SC,45
FL,12
OH,39
CA,6
AK,2
IL,17
NY,36
PR,72
HI,15
MI,26
AR,5
LA,22
NV,32
CA,6
UT,49
TX,48
GA,13
WA,53
NV,32
CO,8
TN,47
FL,12
HI,15
OK,40
MA,25
NY,36
TX,48
CA,6
IL,17
VA,51
CA,6
IL,17
NC,37
GA,13
VA,51
IL,17
AR,5
IL,17
CO,8
SC,45
MA,25
MD,24
CO,8
CO,8
TN,47
HI,15
VA,51
FL,12
VA,51
PA,42
MO,29
MO,29
PA,42
FL,12
WI,55
WI,55
VT,50
UT,49
GA,13
TX,48
NY,36
OK,40
IL,17
WI,55
MI,26
TX,48
CO,8
PA,42
TX,48
UT,49
MI,26
ID,16
VA,51
GA,13
SC,45
TX,48
MN,27
CO,8
IL,17
PA,42
CA,6
TX,48
LA,22
CA,6
OH,39
WI,55
OR,41
GA,13
MD,24
CA,6
FL,12
CA,6
CA,6
PA,42
CA,6
HI,15
CA,6
GA,13
IL,17
NY,36
NY,36
MD,24
PA,42
NY,36
PR,72
CA,6
NC,37
AZ,4
TX,48
PA,42
IL,17
NY,36
FL,12
CA,6
ID,16
MN,27
TN,47
HI,15
AZ,4
NY,36
IL,17
TN,47
CO,8
UT,49
NY,36
MD,24
CA,6
VA,51
CA,6
FL,12
MI,26
IL,17
CA,6
TX,48
VA,51
IL,17
TX,48
UT,49
CA,6
MS,28
PR,72
CO,8
GA,13
VA,51
GA,13
NC,37
VA,51
OR,41
CA,6
TX,48
OR,41
TX,48
GA,13
IL,17
CO,8
UT,49
CA,6
IA,19
IL,17
TX,48
GA,13
WA,53
AZ,4
NY,36
AZ,4
CA,6
GA,13
HI,15
TX,48
GA,13
TX,48
MN,27
OH,39
NV,32
SD,46
PA,42
CT,9
CA,6
IA,19
CA,6
HI,15
SD,46
MO,29
NY,36
UT,49
TX,48
IL,17
IL,17
UT,49
WA,53
OH,39
IL,17
MN,27
CA,6
CA,6
VA,51
CA,6
NJ,34
NJ,34
LA,22
FL,12
GA,13
MI,26
CA,6
FL,12
CO,8
CO,8
FL,12
CA,6
NC,37
GA,13
TX,48
CO,8
NC,37
CA,6
IL,17
CA,6
PA,42
CA,6
IL,17
HI,15
FL,12
NV,32
VA,51
TX,48
IL,17
VA,51
TX,48
CA,6
TX,48
CA,6
CA,6
NY,36
CA,6
SC,45
NV,32
IL,17
TX,48
UT,49
IL,17
FL,12
CA,6
TX,48
FL,12
CO,8
MO,29
FL,12
AZ,4
NJ,34
TX,48
NC,37
LA,22
AZ,4
NJ,34
CO,8
FL,12
TX,48
HI,15
OK,40
TX,48
TX,48
CA,6
CA,6
CO,8
AZ,4
OK,40
VA,51
PA,42
FL,12
NY,36
CA,6
CA,6
CA,6
NV,32
PA,42
TX,48
IL,17
TX,48
OK,40
TX,48
CO,8
GA,13
IL,17
TX,48
CA,6
AZ,4
FL,12
VA,51
GA,13
IL,17
PA,42
FL,12
NM,35
UT,49
OH,39
CA,6
PA,42
NV,32
MO,29
TX,48
NV,32
CA,6
CO,8
NC,37
CO,8
NM,35
NC,37
CO,8
CO,8
CA,6
FL,12
SD,46
GA,13
TX,48
GA,13
NJ,34
CA,6
WI,55
CA,6
KY,21
IL,17
NJ,34
CA,6
CO,8
MD,24
GA,13
CO,8
AR,5
IL,17
TX,48
NJ,34
NE,31
AZ,4
NC,37
FL,12
GA,13
FL,12
TX,48
TX,48
FL,12
IL,17
FL,12
NC,37
CA,6
NC,37
TX,48
CA,6
TX,48
FL,12
MD,24
CA,6
CA,6
CO,8
CA,6
TX,48
TX,48
NJ,34
TN,47
FL,12
TX,48
AK,2
AZ,4
CO,8
CA,6
AL,1
TX,48
IL,17
PR,72
CA,6
MA,25
FL,12
CA,6
CA,6
PA,42
CA,6
FL,12
IL,17
CA,6
NY,36
OH,39
GA,13
TX,48
MI,26
MI,26
NC,37
GA,13
CA,6
KY,21
GA,13
VT,50
IL,17
SC,45
AL,1
NV,32
FL,12
CA,6
TX,48
CA,6
FL,12
CO,8
UT,49
FL,12
CA,6
GA,13
FL,12
IN,18
PA,42
FL,12
GA,13
TX,48
CO,8
TX,48
NY,36
NC,37
GA,13
IN,18
TX,48
TX,48
CA,6
UT,49
RI,44
FL,12
CA,6
NV,32
GA,13
TN,47
MI,26
GA,13
NY,36
MI,26
NY,36
CA,6
OH,39
AZ,4
VA,51
NV,32
CA,6
CA,6
IL,17
HI,15
TX,48
UT,49
CA,6
UT,49
TX,48
TX,48
CA,6
FL,12
FL,12
MN,27
TX,48
AZ,4
GA,13
FL,12
OR,41
NV,32
MI,26
VA,51
TX,48
VA,51
MN,27
CA,6
TX,48
CA,6
UT,49
GA,13
WA,53
OH,39
TX,48
HI,15
NJ,34
NC,37
MN,27
NV,32
HI,15
HI,15
CT,9
CA,6
CA,6
FL,12
OR,41
IL,17
FL,12
FL,12
VA,51
WY,56
PA,42
NJ,34
GA,13
NJ,34
UT,49
CA,6
CA,6
AZ,4
FL,12
TX,48
TX,48
IL,17
HI,15
IL,17
GA,13
MN,27
AR,5
MA,25
VA,51
IL,17
NC,37
MD,24
CA,6
NY,36
NY,36
PA,42
SD,46
HI,15
TX,48
CA,6
VA,51
TX,48
UT,49
CA,6
CA,6
OH,39
CA,6
NV,32
CA,6
AZ,4
NE,31
MN,27
LA,22
TX,48
NJ,34
NY,36
IL,17
CA,6
KY,21
FL,12
MA,25
NY,36
HI,15
VA,51
NY,36
GA,13
FL,12
MO,29
SC,45
HI,15
FL,12
FL,12
VA,51
CO,8
AZ,4
MA,25
IL,17
GA,13
CA,6
MA,25
NC,37
NY,36
FL,12
WA,53
CA,6
FL,12
GA,13
MD,24
HI,15
PA,42
TX,48
TX,48
WA,53
FL,12
VA,51
TX,48
CO,8
TX,48
UT,49
TN,47
IL,17
AK,2
UT,49
NY,36
CO,8
TN,47
CA,6
UT,49
FL,12
FL,12
TX,48
IL,17
IL,17
PA,42
MD,24
TX,48
AZ,4
TX,48
TN,47
IL,17
LA,22
MN,27
CA,6
MA,25
MD,24
VA,51
WI,55
IL,17
HI,15
FL,12
MN,27
FL,12
VT,50
MN,27
TX,48
OR,41
MI,26
IL,17
UT,49
TX,48
MN,27
TX,48
GA,13
IL,17
NV,32
CA,6
NC,37
OH,39
CA,6
MD,24
CO,8
NY,36
CO,8
PR,72
CA,6
MN,27
NM,35
GA,13
VA,51
NC,37
GA,13
NY,36
GA,13
NJ,34
CA,6
CA,6
NY,36
PA,42
UT,49
TX,48
NV,32
VA,51
CA,6
TX,48
PA,42
IL,17
FL,12
CA,6
MI,26
KS,20
GA,13
TN,47
MI,26
WY,56
TX,48
FL,12
TX,48
UT,49
VT,50
NY,36
WA,53
WA,53
OH,39
TX,48
VA,51
HI,15
TN,47
AZ,4
MA,25
UT,49
AZ,4
CA,6
TX,48
CO,8
FL,12
NY,36
NY,36
CO,8
CO,8
AL,1
NY,36
CA,6
NC,37
UT,49
CO,8
NY,36
CA,6
FL,12
CO,8
MA,25
IL,17
SD,46
UT,49
TX,48
TX,48
TX,48
CA,6
KY,21
UT,49
PA,42
ND,38
IL,17
TX,48
TX,48
OR,41
MA,25
MA,25
CA,6
GA,13
TX,48
AZ,4
IL,17
CA,6
FL,12
TX,48
CA,6
AZ,4
MI,26
NY,36
CA,6
TX,48
MO,29
VA,51
VA,51
FL,12
NV,32
VA,51
CA,6
TX,48
FL,12
KS,20
GA,13
AZ,4
CO,8
NJ,34
WI,55
NM,35
MO,29
GA,13
GA,13
KY,21
MN,27
CA,6
KY,21
CA,6
IL,17
TX,48
FL,12
IL,17
UT,49
TX,48
MA,25
NY,36
CO,8
CA,6
CA,6
TN,47
CA,6
TX,48
IL,17
CO,8
CA,6
TX,48
FL,12
GA,13
NY,36
NM,35
MN,27
NV,32
FL,12
AL,1
PA,42
MN,27
VA,51
CA,6
IL,17
NY,36
FL,12
IL,17
CA,6
NJ,34
CA,6
VA,51
IL,17
CA,6
CA,6
TX,48
OH,39
GA,13
KY,21
PA,42
CO,8
KS,20
AR,5
GA,13
TX,48
MI,26
IL,17
GA,13
IL,17
CA,6
FL,12
FL,12
NY,36
FL,12
CA,6
MN,27
WA,53
AL,1
TX,48
NC,37
TX,48
NC,37
MT,30
GA,13
PR,72
NY,36
MN,27
IL,17
CA,6
IL,17
CA,6
PA,42
PA,42
NJ,34
OR,41
LA,22
CO,8
FL,12
FL,12
IL,17
TX,48
MD,24
NC,37
TX,48
TX,48
VA,51
FL,12
AZ,4
UT,49
MO,29
NY,36
FL,12
TX,48
TX,48
FL,12
MO,29
CO,8
CA,6
TX,48
MI,26
GA,13
CO,8
VA,51
AZ,4
UT,49
GA,13
NY,36
CA,6
NJ,34
NC,37
TX,48
NC,37
MN,27
CA,6
TX,48
CA,6
IL,17
LA,22
FL,12
CA,6
IL,17
NE,31
UT,49
FL,12
FL,12
NC,37
GA,13
IL,17
TX,48
WA,53
MO,29
CA,6
AR,5
MT,30
LA,22
CA,6
AK,2
AZ,4
GA,13
TX,48
IL,17
NV,32
VA,51
TX,48
TX,48
KY,21
NY,36
HI,15
GA,13
VA,51
RI,44
FL,12
LA,22
GA,13
KY,21
AZ,4
GA,13
FL,12
CA,6
TX,48
IL,17
CA,6
NV,32
CA,6
UT,49
TX,48
IL,17
IL,17
GA,13
FL,12
FL,12
FL,12
MT,30
TX,48
VA,51
FL,12
AZ,4
IL,17
MN,27
PA,42
NC,37
IL,17
GA,13
IL,17
TX,48
HI,15
NV,32
IL,17
OH,39
GA,13
TN,47
FL,12
AZ,4
TX,48
IL,17
NY,36
NY,36
LA,22
MA,25
CO,8
AZ,4
HI,15
CA,6
AZ,4
TX,48
CO,8
IL,17
MA,25
CA,6
AZ,4
IL,17
CA,6
TX,48
PA,42
MD,24
CA,6
TX,48
GA,13
MI,26
NC,37
WY,56
IL,17
TN,47
CA,6
VT,50
PR,72
WI,55
CA,6
HI,15
VA,51
IL,17
FL,12
FL,12
CA,6
IL,17
TX,48
OR,41
CA,6
OK,40
CA,6
NE,31
NV,32
CA,6
IL,17
FL,12
MD,24
NC,37
OR,41
SC,45
AZ,4
CA,6
TN,47
OH,39
GA,13
AZ,4
CA,6
TX,48
IL,17
CA,6
TX,48
FL,12
CA,6
IL,17
VA,51
TX,48
IL,17
CA,6
CA,6
TX,48
OH,39
HI,15
WA,53
GA,13
TN,47
IL,17
FL,12
WA,53
FL,12
VA,51
CA,6
CA,6
OH,39
IL,17
NJ,34
AK,2
LA,22
WI,55
CA,6
PA,42
NM,35
CO,8
CA,6
TX,48
NC,37
MD,24
SC,45
TX,48
TX,48
MD,24
LA,22
CA,6
CA,6
WI,55
MI,26
GA,13
MN,27
OH,39
HI,15
CA,6
NM,35
FL,12
MN,27
VT,50
CO,8
OR,41
MI,26
FL,12
GA,13
KY,21
CO,8
IN,18
IL,17
NJ,34
NC,37
FL,12
LA,22
TX,48
AR,5
MI,26
NJ,34
NC,37
WA,53
CA,6
AZ,4
OH,39
CA,6
AZ,4
LA,22
HI,15
FL,12
AZ,4
TX,48
NV,32
FL,12
TX,48
GA,13
CO,8
NC,37
UT,49
NC,37
GA,13
IN,18
IL,17
CA,6
NJ,34
TX,48
GA,13
MI,26
CA,6
IL,17
FL,12
GA,13
CA,6
GA,13
VA,51
UT,49
CO,8
IL,17
TX,48
NY,36
TX,48
TX,48
NJ,34
MO,29
LA,22
TN,47
SD,46
NC,37
MI,26
OR,41
GA,13
CA,6
TX,48
CO,8
OR,41
NC,37
VA,51
OK,40
CA,6
GA,13
WA,53
TN,47
PA,42
CA,6
NY,36
FL,12
CA,6
FL,12
FL,12
CA,6
CA,6
CO,8
IL,17
FL,12
IL,17
NY,36
MT,30
CA,6
SC,45
MD,24
IN,18
NJ,34
NY,36
HI,15
NC,37
TX,48
IL,17
UT,49
OR,41
FL,12
NJ,34
IN,18
MO,29
NC,37
VA,51
TX,48
PA,42
CA,6
FL,12
KY,21
AZ,4
AZ,4
NY,36
AZ,4
LA,22
CO,8
WA,53
WI,55
CO,8
SC,45
OH,39
CA,6
TX,48
SC,45
MA,25
TX,48
MO,29
GA,13
WI,55
CA,6
GA,13
NY,36
GA,13
GA,13
IL,17
AZ,4
TX,48
NY,36
WI,55
TX,48
AZ,4
NY,36
TX,48
GA,13
CA,6
IL,17
TX,48
GA,13
TX,48
TX,48
TX,48
IL,17
NY,36
CO,8
MN,27
VA,51
FL,12
IL,17
AZ,4
CA,6
VA,51
CT,9
CA,6
UT,49
HI,15
OR,41
WA,53
GA,13
NY,36
VA,51
CA,6
CO,8
GA,13
CA,6
IL,17
IL,17
CO,8
TN,47
TX,48
TX,48
FL,12
FL,12
NV,32
PR,72
TX,48
CA,6
MT,30
IL,17
MO,29
HI,15
NY,36
MI,26
OH,39
WI,55
CO,8
GA,13
NY,36
MI,26
NC,37
IL,17
CO,8
AZ,4
TX,48
CA,6
CA,6
AK,2
CA,6
MA,25
NC,37
MA,25
CA,6
FL,12
IL,17
AL,1
CO,8
CA,6
AZ,4
NY,36
NC,37
HI,15
LA,22
FL,12
TX,48
TX,48
WI,55
GA,13
FL,12
WI,55
TX,48
CA,6
VA,51
NC,37
IL,17
AZ,4
CA,6
OK,40
NY,36
TX,48
CO,8
IL,17
TX,48
NY,36
MI,26
MN,27
MA,25
IL,17
IA,19
CO,8
NC,37
GA,13
AZ,4
FL,12
OR,41
MI,26
TX,48
CO,8
IL,17
CA,6
ID,16
TX,48
PA,42
MT,30
FL,12
VA,51
FL,12
MI,26
CO,8
VA,51
AZ,4
PA,42
VA,51
MD,24
MO,29
NJ,34
MO,29
NV,32
HI,15
WI,55
TX,48
IL,17
HI,15
NV,32
IL,17
NJ,34
IA,19
CA,6
MD,24
AR,5
TX,48
CA,6
AR,5
GA,13
CA,6
VA,51
FL,12
TX,48
NM,35
CA,6
ID,16
CA,6
NY,36
TX,48
NC,37
WA,53
WA,53
NE,31
LA,22
IL,17
NM,35
MD,24
HI,15
UT,49
NJ,34
GA,13
CA,6
CA,6
IL,17
TX,48
CO,8
CO,8
OH,39
CA,6
LA,22
MN,27
GA,13
HI,15
AK,2
PA,42
NV,32
HI,15
CA,6
NV,32
TX,48
OH,39
IL,17
CA,6
NY,36
GA,13
MD,24
CA,6
TX,48
FL,12
WI,55
AZ,4
NH,33
VA,51
NC,37
CO,8
CA,6
AK,2
NY,36
AZ,4
PR,72
FL,12
WA,53
GA,13
TX,48
OR,41
FL,12
CA,6
MN,27
LA,22
FL,12
NV,32
OH,39
WI,55
MI,26
CA,6
WI,55
SC,45
TX,48
GA,13
KY,21
CA,6
CA,6
NC,37
IL,17
IL,17
IL,17
MT,30
RI,44
GA,13
GA,13
CA,6
NV,32
CO,8
NY,36
IL,17
GA,13
TX,48
HI,15
NM,35
TX,48
LA,22
NC,37
OR,41
MA,25
GA,13
CO,8
TX,48
OK,40
LA,22
NY,36
VA,51
TX,48
MN,27
NY,36
CA,6
CA,6
MA,25
FL,12
MO,29
TN,47
NY,36
NY,36
CA,6
FL,12
NM,35
VA,51
MO,29
IL,17
NY,36
AZ,4
MD,24
MO,29
UT,49
WA,53
NC,37
IL,17
TX,48
FL,12
CA,6
HI,15
AZ,4
CA,6
UT,49
CO,8
MA,25
IL,17
TN,47
TX,48
NY,36
FL,12
NV,32
CA,6
FL,12
ID,16
GA,13
TX,48
NC,37
VA,51
NV,32
IL,17
CO,8
WA,53
NY,36
TN,47
CA,6
AZ,4
MO,29
CA,6
FL,12
GA,13
PA,42
CA,6
CA,6
NJ,34
TX,48
MI,26
CA,6
NV,32
CA,6
NJ,34
TX,48
CO,8
AZ,4
WA,53
IL,17
FL,12
FL,12
MO,29
PR,72
NY,36
NC,37
NY,36
IL,17
IL,17
TX,48
IL,17
TX,48
TX,48
TX,48
CA,6
CA,6
UT,49
MN,27
GA,13
WA,53
TX,48
MI,26
TX,48
NC,37
VA,51
NM,35
CA,6
NM,35
OR,41
GA,13
MA,25
NY,36
TN,47
GA,13
TX,48
IN,18
TX,48
FL,12
FL,12
TX,48
FL,12
FL,12
NY,36
FL,12
IL,17
GA,13
MS,28
CA,6
UT,49
MA,25
MN,27
NV,32
IL,17
CA,6
CA,6
GA,13
CA,6
OR,41
VA,51
AL,1
NY,36
HI,15
VA,51
CO,8
NY,36
FL,12
WY,56
FL,12
IL,17
OR,41
SC,45
NC,37
TX,48
VA,51
WA,53
CA,6
TX,48
CA,6
NM,35
AR,5
NJ,34
CO,8
NC,37
HI,15
PA,42
CA,6
CA,6
OH,39
CA,6
TX,48
TX,48
FL,12
NY,36
CA,6
MN,27
VA,51
TX,48
AZ,4
MS,28
CA,6
UT,49
VA,51
CO,8
GA,13
CA,6
OR,41
IL,17
MN,27
NY,36
TX,48
MA,25
TX,48
MN,27
FL,12
LA,22
MA,25
OR,41
CA,6
NC,37
CA,6
GA,13
HI,15
NV,32
TX,48
NC,37
AR,5
FL,12
WA,53
CA,6
TX,48
IL,17
GA,13
CA,6
GA,13
NC,37
AZ,4
NY,36
CA,6
CA,6
OH,39
IL,17
TX,48
TX,48
TX,48
CA,6
WI,55
NC,37
MI,26
CA,6
MD,24
NV,32
CA,6
TX,48
TX,48
VA,51
CA,6
SC,45
GA,13
TX,48
MA,25
MD,24
FL,12
AZ,4
TX,48
MD,24
OH,39
MD,24
CO,8
CA,6
FL,12
LA,22
TX,48
MO,29
VA,51
UT,49
FL,12
CA,6
LA,22
CO,8
PA,42
CO,8
OK,40
WA,53
NJ,34
PA,42
MI,26
NJ,34
WA,53
HI,15
NJ,34
TX,48
MN,27
MA,25
MN,27
CA,6
VT,50
TX,48
CA,6
FL,12
NY,36
CA,6
PA,42
NV,32
CA,6
IL,17
NY,36
TX,48
IL,17
CO,8
NV,32
VA,51
OH,39
IL,17
PA,42
FL,12
NY,36
AZ,4
TX,48
AZ,4
FL,12
IL,17
CA,6
TX,48
FL,12
NC,37
WA,53
OR,41
WA,53
FL,12
GA,13
MI,26
CO,8
FL,12
HI,15
NY,36
CA,6
PA,42
NC,37
TX,48
MN,27
RI,44
FL,12
FL,12
CA,6
ID,16
IL,17
NY,36
CA,6
PR,72
TX,48
NJ,34
AZ,4
NY,36
NC,37
NJ,34
AZ,4
OH,39
NC,37
CA,6
WA,53
GA,13
UT,49
GA,13
CO,8
NC,37
CO,8
CA,6
CO,8
MO,29
PA,42
WA,53
NY,36
CA,6
OH,39
CA,6
GA,13
VA,51
FL,12
IL,17
TX,48
MD,24
FL,12
HI,15
OH,39
NJ,34
WI,55
GA,13
CA,6
GA,13
CO,8
CO,8
TX,48
IL,17
MA,25
CA,6
IL,17
TX,48
MA,25
IL,17
CO,8
CA,6
NC,37
CA,6
NC,37
VA,51
KY,21
MD,24
CA,6
OH,39
FL,12
TX,48
FL,12
IL,17
FL,12
MD,24
IN,18
FL,12
NY,36
WV,54
CA,6
GA,13
AL,1
CA,6
MN,27
AR,5
IL,17
GA,13
MA,25
TX,48
WA,53
NV,32
TX,48
OK,40
AZ,4
IL,17
CA,6
CA,6
NV,32
CO,8
FL,12
CA,6
CA,6
FL,12
WI,55
VI,78
CA,6
IL,17
NC,37
TX,48
WA,53
FL,12
NY,36
CA,6
NV,32
AK,2
IL,17
NJ,34
MD,24
UT,49
MN,27
TX,48
VA,51
MA,25
AZ,4
AZ,4
IL,17
TN,47
HI,15
CA,6
CA,6
IL,17
FL,12
GA,13
OH,39
OK,40
VA,51
TN,47
NC,37
RI,44
FL,12
VA,51
TN,47
TX,48
IL,17
FL,12
IL,17
MN,27
MD,24
CA,6
FL,12
IL,17
TX,48
MO,29
IL,17
IL,17
NY,36
GA,13
GA,13
FL,12
ID,16
IL,17
CA,6
CO,8
AK,2
WI,55
CA,6
NY,36
GA,13
TX,48
CA,6
NV,32
NY,36
WI,55
OR,41
GA,13
TN,47
GA,13
TX,48
LA,22
ND,38
AZ,4
CA,6
NV,32
LA,22
TN,47
IL,17
MD,24
17,Illinois
HI,15
MN,27
CA,6
CA,6
NM,35
NV,32
FL,12
GA,13
NM,35
TX,48
TX,48
VA,51
IL,17
VA,51
NC,37
FL,12
TX,48
MD,24
AZ,4
TX,48
TN,47
CA,6
AZ,4
NY,36
FL,12
UT,49
UT,49
TX,48
NY,36
CA,6
NC,37
TX,48
AZ,4
TX,48
AR,5
CO,8
CA,6
MI,26
FL,12
MN,27
MO,29
VA,51
LA,22
NM,35
CO,8
TX,48
NM,35
NV,32
MO,29
MO,29
PR,72
NY,36
TX,48
MI,26
NY,36
CA,6
IL,17
CA,6
FL,12
CA,6
CA,6
AZ,4
TX,48
GA,13
GA,13
IL,17
PA,42
TX,48
IN,18
PA,42
GA,13
NY,36
FL,12
PA,42
MD,24
CA,6
OR,41
TX,48
OR,41
NY,36
NY,36
FL,12
NY,36
MO,29
MI,26
OH,39
TX,48
NC,37
WA,53
TN,47
LA,22
VA,51
TX,48
IL,17
NY,36
TX,48
AZ,4
MO,29
IN,18
FL,12
GA,13
TX,48
LA,22
IL,17
AK,2
CA,6
VA,51
TX,48
FL,12
CA,6
CA,6
NV,32
CA,6
MA,25
FL,12
LA,22
MI,26
TX,48
NJ,34
CA,6
WI,55
TX,48
AZ,4
MI,26
TX,48
FL,12
CA,6
HI,15
NV,32
AZ,4
WA,53
36,New York
UT,49
CA,6
MO,29
NY,36
CO,8
AZ,4
TX,48
FL,12
CA,6
TX,48
NC,37
SC,45
AL,1
AR,5
FL,12
OH,39
MS,28
MI,26
CA,6
FL,12
FL,12
UT,49
IL,17
MI,26
WI,55
MD,24
AR,5
TX,48
NC,37
FL,12
GA,13
WY,56
NY,36
UT,49
NC,37
GA,13
VA,51
GA,13
IL,17
VA,51
FL,12
TX,48
IL,17
NY,36
MN,27
HI,15
CA,6
AZ,4
CA,6
TX,48
NJ,34
IN,18
FL,12
SC,45
TX,48
IA,19
IL,17
WV,54
TN,47
CA,6
MN,27
MA,25
CA,6
KY,21
TX,48
CA,6
TX,48
TX,48
PA,42
CA,6
MT,30
OK,40
AZ,4
CO,8
GA,13
MI,26
TX,48
NY,36
CA,6
CA,6
CO,8
NM,35
CO,8
TX,48
FL,12
NY,36
IA,19
FL,12
CA,6
WA,53
HI,15
NV,32
NY,36
NV,32
NC,37
CA,6
NV,32
TX,48
MO,29
MO,29
GA,13
GA,13
CA,6
TX,48
MD,24
CO,8
MD,24
IL,17
SC,45
OH,39
PR,72
OR,41
FL,12
IL,17
TN,47
IL,17
CO,8
IL,17
IL,17
CA,6
CA,6
MO,29
NY,36
TX,48
CO,8
IN,18
TX,48
TX,48
CA,6
CA,6
CO,8
GA,13
CO,8
OK,40
CO,8
PA,42
IN,18
FL,12
MI,26
LA,22
NC,37
MO,29
WA,53
NC,37
IL,17
MN,27
IL,17
TX,48
TX,48
CA,6
NY,36
CA,6
FL,12
NJ,34
CO,8
IL,17
NY,36
TX,48
TX,48
MA,25
TX,48
NY,36
CA,6
NY,36
NJ,34
CA,6
IL,17
CA,6
NV,32
FL,12
WA,53
PA,42
GA,13
NJ,34
VA,51
NY,36
NY,36
NJ,34
OH,39
PA,42
NJ,34
FL,12
NV,32
RI,44
NY,36
GA,13
TX,48
WA,53
TX,48
TN,47
IL,17
IL,17
NC,37
MA,25
TX,48
CO,8
TX,48
TX,48
IL,17
FL,12
AZ,4
GA,13
TX,48
IN,18
CA,6
CA,6
TX,48
MD,24
CA,6
GA,13
PA,42
UT,49
IL,17
CO,8
CA,6
VA,51
IL,17
IL,17
OR,41
OK,40
TX,48
FL,12
IL,17
FL,12
UT,49
CA,6
TX,48
LA,22
AZ,4
FL,12
TX,48
GA,13
CO,8
NJ,34
CA,6
MN,27
NC,37
VA,51
IN,18
GA,13
MN,27
TX,48
TX,48
PA,42
CA,6
GA,13
NJ,34
MA,25
IL,17
PA,42
TX,48
WI,55
TX,48
WI,55
IL,17
NV,32
NC,37
37,North Carolina
MN,27
VA,51
AL,1
OH,39
VA,51
TX,48
CA,6
GA,13
FL,12
AK,2
TX,48
UT,49
FL,12
CA,6
HI,15
WA,53
CO,8
FL,12
TX,48
NJ,34
TX,48
CA,6
TX,48
KY,21
TX,48
MA,25
OH,39
TX,48
CO,8
TN,47
NJ,34
PA,42
CA,6
NJ,34
WI,55
MN,27
NV,32
CA,6
FL,12
CO,8
PA,42
FL,12
GA,13
WV,54
IL,17
NE,31
NY,36
FL,12
CA,6
TN,47
NC,37
NY,36
AZ,4
ID,16
GA,13
HI,15
SC,45
AZ,4
FL,12
TX,48
CA,6
MN,27
GA,13
NY,36
GA,13
CA,6
MA,25
NC,37
HI,15
FL,12
LA,22
NC,37
NC,37
TX,48
VA,51
CA,6
AZ,4
CA,6
GA,13
CA,6
CA,6
FL,12
VA,51
CT,9
TX,48
VA,51
FL,12
GA,13
CO,8
AL,1
CA,6
NJ,34
TX,48
NJ,34
NC,37
GA,13
WI,55
CA,6
OK,40
NM,35
MO,29
TX,48
GA,13
IL,17
MI,26
NY,36
FL,12
NC,37
MI,26
IL,17
CA,6
VA,51
TX,48
CA,6
VA,51
CO,8
CO,8
CA,6
TX,48
WI,55
FL,12
CO,8
CA,6
SC,45
CA,6
MD,24
KY,21
HI,15
NC,37
CA,6
CA,6
TX,48
CA,6
MI,26
UT,49
GA,13
AZ,4
IL,17
UT,49
MO,29
WA,53
CO,8
VA,51
OH,39
TX,48
NY,36
SC,45
VA,51
IL,17
IL,17
NV,32
TX,48
AR,5
NV,32
FL,12
CO,8
NC,37
TX,48
GA,13
NY,36
GA,13
NJ,34
IL,17
NC,37
MS,28
VA,51
FL,12
