HRBP,ANAPHYLAXIS,LVFAILURE,LVEDVOLUME,CO,HRSAT,HREKG,PCWP,TPR,HR,FIO2,CVP,HYPOVOLEMIA,CATECHOL,STROKEVOLUME,BP,HISTORY
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
LOW,False,False,HIGH,LOW,LOW,LOW,HIGH,NORMAL,NORMAL,NORMAL,HIGH,True,HIGH,LOW,LOW,True
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,False
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,False
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,True,HIGH,NORMAL,NORMAL,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,NORMAL,False
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,True,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,NORMAL,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
LOW,False,False,NORMAL,NORMAL,LOW,NORMAL,NORMAL,LOW,NORMAL,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
NORMAL,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,True,LOW,LOW,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,LOW,False,HIGH,LOW,LOW,False
HIGH,False,False,HIGH,LOW,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH,True,HIGH,LOW,LOW,False
LOW,False,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,True,NORMAL,NORMAL,NORMAL,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,NORMAL,False
LOW,False,True,LOW,LOW,LOW,LOW,LOW,HIGH,NORMAL,NORMAL,NORMAL,False,NORMAL,LOW,NORMAL,True
HIGH,False,False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,True,HIGH,LOW,HIGH,False
LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,HIGH,NORMAL,NORMAL,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,False
LOW,False,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,NORMAL,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,NORMAL,False
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,LOW,LOW,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,NORMAL,False
HIGH,False,True,LOW,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,NORMAL,LOW,False,HIGH,LOW,LOW,True
HIGH,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,True,HIGH,LOW,NORMAL,False
HIGH,False,False,NORMAL,HIGH,LOW,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,NORMAL,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,False,HIGH,NORMAL,NORMAL,False
HIGH,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,LOW,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,False
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,True,HIGH,LOW,LOW,False
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,True,HIGH,NORMAL,HIGH,False
LOW,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,True,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,LOW,NORMAL,False,HIGH,NORMAL,LOW,False
LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL,HIGH,False
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH,True,HIGH,NORMAL,LOW,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,LOW,LOW,HIGH,LOW,NORMAL,False,HIGH,NORMAL,LOW,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,False
HIGH,False,False,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,True,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,True
NORMAL,True,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,False
LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,LOW,NORMAL,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,False
HIGH,False,False,HIGH,LOW,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,NORMAL,True,HIGH,LOW,LOW,False
LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,LOW,NORMAL,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
LOW,False,False,NORMAL,LOW,LOW,LOW,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,HIGH,LOW,LOW,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,NORMAL,True,HIGH,NORMAL,LOW,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,False
HIGH,False,False,LOW,HIGH,HIGH,HIGH,LOW,LOW,HIGH,LOW,NORMAL,False,HIGH,NORMAL,LOW,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,False
HIGH,False,False,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,NORMAL,False
LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,NORMAL,HIGH,NORMAL,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,False
HIGH,False,False,HIGH,LOW,HIGH,NORMAL,HIGH,LOW,HIGH,NORMAL,HIGH,True,HIGH,LOW,LOW,False
LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL,NORMAL,False
NORMAL,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,False,HIGH,NORMAL,NORMAL,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,False
LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,HIGH,NORMAL,NORMAL,False
LOW,False,True,LOW,LOW,LOW,HIGH,LOW,NORMAL,NORMAL,NORMAL,LOW,False,HIGH,LOW,LOW,True
HIGH,False,True,LOW,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,NORMAL,LOW,False,HIGH,LOW,LOW,True
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,True,HIGH,LOW,NORMAL,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,LOW,NORMAL,False
HIGH,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
LOW,False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,HIGH,NORMAL,NORMAL,False
LOW,False,False,NORMAL,NORMAL,HIGH,LOW,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,HIGH,NORMAL,NORMAL,False
LOW,False,False,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,True,HIGH,NORMAL,LOW,False
HIGH,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
LOW,False,False,LOW,NORMAL,LOW,LOW,LOW,LOW,NORMAL,NORMAL,LOW,True,HIGH,NORMAL,LOW,False
HIGH,False,False,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,True,HIGH,LOW,LOW,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
LOW,False,True,LOW,LOW,LOW,LOW,LOW,LOW,NORMAL,NORMAL,LOW,False,HIGH,LOW,LOW,True
LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,True,LOW,LOW,HIGH,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,False,HIGH,LOW,LOW,True
HIGH,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,HIGH,LOW,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,NORMAL,True,HIGH,LOW,LOW,False
LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,HIGH,NORMAL,NORMAL,False
LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,LOW,NORMAL,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,False
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,NORMAL,NORMAL,LOW,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL,NORMAL,False
LOW,False,False,HIGH,NORMAL,HIGH,LOW,HIGH,NORMAL,NORMAL,NORMAL,HIGH,True,HIGH,NORMAL,NORMAL,False
NORMAL,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,NORMAL,False
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,True,HIGH,NORMAL,HIGH,False
HIGH,False,False,HIGH,LOW,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,NORMAL,True,HIGH,LOW,LOW,False
LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,HIGH,NORMAL,LOW,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
LOW,False,False,NORMAL,NORMAL,LOW,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL,LOW,False
NORMAL,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,NORMAL,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL,False,HIGH,HIGH,LOW,False
HIGH,False,False,HIGH,LOW,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH,True,HIGH,LOW,LOW,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,True,HIGH,NORMAL,HIGH,False
LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL,HIGH,False
NORMAL,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,LOW,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,HIGH,LOW,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH,True,HIGH,LOW,LOW,False
HIGH,False,False,HIGH,LOW,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,NORMAL,True,HIGH,LOW,LOW,False
LOW,False,False,HIGH,LOW,LOW,LOW,HIGH,HIGH,NORMAL,NORMAL,NORMAL,True,NORMAL,LOW,LOW,False
HIGH,True,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,False
HIGH,False,True,LOW,LOW,HIGH,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,True,HIGH,LOW,NORMAL,True
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,False,HIGH,NORMAL,HIGH,False
LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,LOW,NORMAL,NORMAL,LOW,False,HIGH,NORMAL,LOW,False
NORMAL,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,LOW,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,True,HIGH,HIGH,HIGH,False
HIGH,False,True,LOW,LOW,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,LOW,False,HIGH,LOW,LOW,True
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,HIGH,LOW,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH,True,HIGH,LOW,LOW,False
HIGH,False,False,LOW,LOW,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,LOW,True,HIGH,LOW,LOW,False
LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL,HIGH,False
HIGH,True,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL,True,HIGH,LOW,LOW,False
HIGH,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,LOW,HIGH,NORMAL,NORMAL,True,HIGH,NORMAL,LOW,False
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH,True,HIGH,NORMAL,LOW,False
HIGH,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,LOW,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,False
HIGH,False,False,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,True,HIGH,LOW,LOW,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,HIGH,NORMAL,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,LOW,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,False
HIGH,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
LOW,False,False,NORMAL,LOW,LOW,LOW,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,NORMAL,LOW,NORMAL,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,False
HIGH,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,NORMAL,False
HIGH,False,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,True,HIGH,LOW,LOW,False
LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,LOW,NORMAL,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,False
LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,HIGH,NORMAL,NORMAL,False
NORMAL,False,False,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,True,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL,False,HIGH,HIGH,LOW,False
HIGH,False,False,HIGH,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH,True,HIGH,NORMAL,LOW,False
HIGH,False,False,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,True,HIGH,LOW,LOW,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,False
HIGH,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,NORMAL,False
HIGH,False,False,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,True,HIGH,LOW,LOW,False
HIGH,False,False,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,HIGH,True,HIGH,LOW,LOW,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,LOW,NORMAL,False,HIGH,NORMAL,HIGH,False
HIGH,False,False,NORMAL,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,False
HIGH,False,False,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,LOW,NORMAL,False
LOW,False,False,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,LOW,NORMAL,False,HIGH,NORMAL,NORMAL,False
HIGH,False,False,LOW,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,NORMAL,LOW,False,HIGH,LOW,LOW,False
HIGH,False,False,NORMAL,LOW,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL,False,HIGH,LOW,LOW,False
HIGH,False,True,LOW,LOW,HIGH,HIGH,LOW,HIGH,HIGH,LOW,LOW,False,HIGH,LOW,NORMAL,True
HIGH,False,False,LOW,NORMAL,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,LOW,False,HIGH,NORMAL,LOW,False
