udbytte,foto_2,lai_3,lai_1
19___21_hkg_ha,0_00_kg_m2,0_0___0_5,3_5___4_5
103___105_hkg_ha,0_55_kg_m2,2_5___3_5,4_5___5_5
51___53_hkg_ha,0_40_kg_m2,0_5___1_5,2_5___3_5
133___135_hkg_ha,0_55_kg_m2,5_5___6_5,___6_5
85___87_hkg_ha,0_50_kg_m2,3_5___4_5,___6_5
87___89_hkg_ha,0_45_kg_m2,1_5___2_5,2_5___3_5
87___89_hkg_ha,0_55_kg_m2,3_5___4_5,4_5___5_5
29___31_hkg_ha,0_25_kg_m2,0_5___1_5,2_5___3_5
83___85_hkg_ha,0_50_kg_m2,1_5___2_5,4_5___5_5
101___103_hkg_ha,0_45_kg_m2,2_5___3_5,3_5___4_5
111___113_hkg_ha,0_75_kg_m2,4_5___5_5,5_5___6_5
75___77_hkg_ha,0_40_kg_m2,1_5___2_5,3_5___4_5
27___29_hkg_ha,0_15_kg_m2,0_5___1_5,0_5___1_5
97___99_hkg_ha,0_45_kg_m2,2_5___3_5,3_5___4_5
97___99_hkg_ha,0_45_kg_m2,2_5___3_5,3_5___4_5
75___77_hkg_ha,0_40_kg_m2,1_5___2_5,2_5___3_5
71___73_hkg_ha,0_45_kg_m2,3_5___4_5,5_5___6_5
87___89_hkg_ha,0_60_kg_m2,2_5___3_5,4_5___5_5
0___1_hkg_ha,0_00_kg_m2,0_0___0_5,0_0___0_5
99___101_hkg_ha,0_55_kg_m2,2_5___3_5,4_5___5_5
91___93_hkg_ha,0_50_kg_m2,1_5___2_5,3_5___4_5
79___81_hkg_ha,0_50_kg_m2,1_5___2_5,2_5___3_5
93___95_hkg_ha,0_50_kg_m2,2_5___3_5,4_5___5_5
25___27_hkg_ha,0_20_kg_m2,0_5___1_5,0_5___1_5
1___3_hkg_ha,0_00_kg_m2,0_0___0_5,2_5___3_5
65___67_hkg_ha,0_40_kg_m2,1_5___2_5,3_5___4_5
47___49_hkg_ha,0_30_kg_m2,0_5___1_5,1_5___2_5
33___35_hkg_ha,0_35_kg_m2,0_5___1_5,0_5___1_5
5___7_hkg_ha,0_00_kg_m2,0_0___0_5,0_5___1_5
119___121_hkg_ha,0_60_kg_m2,5_5___6_5,___6_5
95___97_hkg_ha,0_45_kg_m2,2_5___3_5,5_5___6_5
91___93_hkg_ha,0_60_kg_m2,1_5___2_5,3_5___4_5
107___109_hkg_ha,0_50_kg_m2,4_5___5_5,___6_5
0___1_hkg_ha,0_00_kg_m2,0_0___0_5,0_5___1_5
91___93_hkg_ha,0_65_kg_m2,1_5___2_5,2_5___3_5
67___69_hkg_ha,0_25_kg_m2,1_5___2_5,3_5___4_5
121___123_hkg_ha,0_65_kg_m2,4_5___5_5,___6_5
29___31_hkg_ha,0_50_kg_m2,0_5___1_5,1_5___2_5
91___93_hkg_ha,0_50_kg_m2,1_5___2_5,2_5___3_5
0___1_hkg_ha,0_00_kg_m2,0_0___0_5,0_5___1_5
19___21_hkg_ha,0_10_kg_m2,0_0___0_5,0_0___0_5
87___89_hkg_ha,0_60_kg_m2,2_5___3_5,4_5___5_5
115___117_hkg_ha,0_70_kg_m2,3_5___4_5,4_5___5_5
87___89_hkg_ha,0_40_kg_m2,2_5___3_5,3_5___4_5
83___85_hkg_ha,0_55_kg_m2,1_5___2_5,3_5___4_5
89___91_hkg_ha,0_40_kg_m2,2_5___3_5,3_5___4_5
79___81_hkg_ha,0_50_kg_m2,1_5___2_5,2_5___3_5
73___75_hkg_ha,0_45_kg_m2,0_5___1_5,3_5___4_5
119___121_hkg_ha,0_55_kg_m2,3_5___4_5,5_5___6_5
77___79_hkg_ha,0_45_kg_m2,2_5___3_5,3_5___4_5
67___69_hkg_ha,0_40_kg_m2,3_5___4_5,5_5___6_5
99___101_hkg_ha,0_65_kg_m2,2_5___3_5,5_5___6_5
119___121_hkg_ha,0_70_kg_m2,4_5___5_5,5_5___6_5
107___109_hkg_ha,0_45_kg_m2,3_5___4_5,5_5___6_5
69___71_hkg_ha,0_45_kg_m2,1_5___2_5,3_5___4_5
75___77_hkg_ha,0_45_kg_m2,1_5___2_5,2_5___3_5
105___107_hkg_ha,0_55_kg_m2,3_5___4_5,5_5___6_5
77___79_hkg_ha,0_45_kg_m2,1_5___2_5,3_5___4_5
105___107_hkg_ha,0_50_kg_m2,4_5___5_5,___6_5
115___117_hkg_ha,0_75_kg_m2,3_5___4_5,___6_5
27___29_hkg_ha,0_05_kg_m2,0_0___0_5,1_5___2_5
101___103_hkg_ha,0_65_kg_m2,3_5___4_5,4_5___5_5
89___91_hkg_ha,0_60_kg_m2,1_5___2_5,4_5___5_5
5___7_hkg_ha,0_00_kg_m2,0_0___0_5,0_5___1_5
61___63_hkg_ha,0_45_kg_m2,1_5___2_5,5_5___6_5
91___93_hkg_ha,0_40_kg_m2,1_5___2_5,3_5___4_5
77___79_hkg_ha,0_40_kg_m2,1_5___2_5,3_5___4_5
21___23_hkg_ha,0_40_kg_m2,0_5___1_5,1_5___2_5
87___89_hkg_ha,0_50_kg_m2,2_5___3_5,3_5___4_5
83___85_hkg_ha,0_50_kg_m2,1_5___2_5,2_5___3_5
0___1_hkg_ha,0_10_kg_m2,0_0___0_5,0_0___0_5
95___97_hkg_ha,0_55_kg_m2,1_5___2_5,2_5___3_5
93___95_hkg_ha,0_45_kg_m2,2_5___3_5,3_5___4_5
109___111_hkg_ha,0_60_kg_m2,3_5___4_5,4_5___5_5
27___29_hkg_ha,0_35_kg_m2,0_5___1_5,0_5___1_5
85___87_hkg_ha,0_60_kg_m2,3_5___4_5,5_5___6_5
5___7_hkg_ha,0_05_kg_m2,0_0___0_5,0_5___1_5
123___125_hkg_ha,0_75_kg_m2,4_5___5_5,___6_5
91___93_hkg_ha,0_60_kg_m2,3_5___4_5,4_5___5_5
111___113_hkg_ha,0_55_kg_m2,3_5___4_5,5_5___6_5
1___3_hkg_ha,0_00_kg_m2,0_0___0_5,0_0___0_5
97___99_hkg_ha,0_45_kg_m2,1_5___2_5,2_5___3_5
95___97_hkg_ha,0_65_kg_m2,3_5___4_5,5_5___6_5
95___97_hkg_ha,0_60_kg_m2,3_5___4_5,5_5___6_5
87___89_hkg_ha,0_60_kg_m2,2_5___3_5,4_5___5_5
105___107_hkg_ha,0_65_kg_m2,3_5___4_5,___6_5
107___109_hkg_ha,0_50_kg_m2,3_5___4_5,5_5___6_5
105___107_hkg_ha,0_55_kg_m2,4_5___5_5,5_5___6_5
5___7_hkg_ha,0_00_kg_m2,0_0___0_5,0_0___0_5
93___95_hkg_ha,0_40_kg_m2,1_5___2_5,4_5___5_5
77___79_hkg_ha,0_50_kg_m2,2_5___3_5,5_5___6_5
39___41_hkg_ha,0_20_kg_m2,0_5___1_5,0_5___1_5
99___101_hkg_ha,0_55_kg_m2,2_5___3_5,3_5___4_5
111___113_hkg_ha,0_60_kg_m2,3_5___4_5,5_5___6_5
81___83_hkg_ha,0_45_kg_m2,2_5___3_5,5_5___6_5
25___27_hkg_ha,0_40_kg_m2,0_0___0_5,0_5___1_5
67___69_hkg_ha,0_40_kg_m2,1_5___2_5,3_5___4_5
107___109_hkg_ha,0_55_kg_m2,2_5___3_5,3_5___4_5
73___75_hkg_ha,0_45_kg_m2,1_5___2_5,2_5___3_5
81___83_hkg_ha,0_50_kg_m2,3_5___4_5,5_5___6_5
87___89_hkg_ha,0_45_kg_m2,1_5___2_5,2_5___3_5
87___89_hkg_ha,0_50_kg_m2,2_5___3_5,5_5___6_5
81___83_hkg_ha,0_40_kg_m2,1_5___2_5,3_5___4_5
87___89_hkg_ha,0_40_kg_m2,1_5___2_5,2_5___3_5
101___103_hkg_ha,0_65_kg_m2,3_5___4_5,___6_5
35___37_hkg_ha,0_35_kg_m2,0_5___1_5,2_5___3_5
27___29_hkg_ha,0_20_kg_m2,0_5___1_5,0_5___1_5
23___25_hkg_ha,0_25_kg_m2,0_5___1_5,0_5___1_5
0___1_hkg_ha,0_15_kg_m2,0_0___0_5,0_0___0_5
29___31_hkg_ha,0_20_kg_m2,0_5___1_5,2_5___3_5
93___95_hkg_ha,0_50_kg_m2,2_5___3_5,4_5___5_5
97___99_hkg_ha,0_55_kg_m2,2_5___3_5,3_5___4_5
37___39_hkg_ha,0_45_kg_m2,0_5___1_5,1_5___2_5
81___83_hkg_ha,0_45_kg_m2,3_5___4_5,5_5___6_5
111___113_hkg_ha,0_60_kg_m2,3_5___4_5,___6_5
89___91_hkg_ha,0_45_kg_m2,2_5___3_5,4_5___5_5
95___97_hkg_ha,0_55_kg_m2,2_5___3_5,4_5___5_5
93___95_hkg_ha,0_50_kg_m2,2_5___3_5,5_5___6_5
0___1_hkg_ha,0_00_kg_m2,0_0___0_5,0_0___0_5
109___111_hkg_ha,0_55_kg_m2,2_5___3_5,4_5___5_5
77___79_hkg_ha,0_35_kg_m2,1_5___2_5,2_5___3_5
81___83_hkg_ha,0_40_kg_m2,2_5___3_5,2_5___3_5
103___105_hkg_ha,0_50_kg_m2,3_5___4_5,4_5___5_5
89___91_hkg_ha,0_50_kg_m2,2_5___3_5,3_5___4_5
17___19_hkg_ha,0_20_kg_m2,0_5___1_5,1_5___2_5
107___109_hkg_ha,0_70_kg_m2,2_5___3_5,4_5___5_5
97___99_hkg_ha,0_65_kg_m2,2_5___3_5,4_5___5_5
85___87_hkg_ha,0_35_kg_m2,1_5___2_5,3_5___4_5
41___43_hkg_ha,0_40_kg_m2,0_5___1_5,1_5___2_5
85___87_hkg_ha,0_45_kg_m2,1_5___2_5,2_5___3_5
75___77_hkg_ha,0_45_kg_m2,3_5___4_5,3_5___4_5
81___83_hkg_ha,0_50_kg_m2,2_5___3_5,4_5___5_5
41___43_hkg_ha,0_40_kg_m2,0_5___1_5,2_5___3_5
19___21_hkg_ha,0_45_kg_m2,0_0___0_5,2_5___3_5
73___75_hkg_ha,0_40_kg_m2,1_5___2_5,3_5___4_5
85___87_hkg_ha,0_45_kg_m2,1_5___2_5,2_5___3_5
33___35_hkg_ha,0_30_kg_m2,0_0___0_5,0_5___1_5
43___45_hkg_ha,0_45_kg_m2,0_0___0_5,3_5___4_5
101___103_hkg_ha,0_45_kg_m2,2_5___3_5,5_5___6_5
77___79_hkg_ha,0_40_kg_m2,2_5___3_5,2_5___3_5
111___113_hkg_ha,0_75_kg_m2,3_5___4_5,___6_5
105___107_hkg_ha,0_55_kg_m2,3_5___4_5,4_5___5_5
97___99_hkg_ha,0_45_kg_m2,2_5___3_5,3_5___4_5
105___107_hkg_ha,0_45_kg_m2,2_5___3_5,3_5___4_5
65___67_hkg_ha,0_50_kg_m2,1_5___2_5,4_5___5_5
99___101_hkg_ha,0_45_kg_m2,3_5___4_5,4_5___5_5
95___97_hkg_ha,0_50_kg_m2,2_5___3_5,2_5___3_5
81___83_hkg_ha,0_55_kg_m2,1_5___2_5,2_5___3_5
111___113_hkg_ha,0_60_kg_m2,2_5___3_5,4_5___5_5
85___87_hkg_ha,0_50_kg_m2,1_5___2_5,3_5___4_5
89___91_hkg_ha,0_60_kg_m2,3_5___4_5,5_5___6_5
47___49_hkg_ha,0_30_kg_m2,0_5___1_5,1_5___2_5
77___79_hkg_ha,0_45_kg_m2,2_5___3_5,4_5___5_5
121___123_hkg_ha,0_55_kg_m2,4_5___5_5,5_5___6_5
61___63_hkg_ha,0_40_kg_m2,1_5___2_5,2_5___3_5
25___27_hkg_ha,0_35_kg_m2,0_5___1_5,3_5___4_5
63___65_hkg_ha,0_70_kg_m2,0_5___1_5,4_5___5_5
119___121_hkg_ha,0_75_kg_m2,3_5___4_5,___6_5
117___119_hkg_ha,0_60_kg_m2,4_5___5_5,5_5___6_5
127___129_hkg_ha,0_75_kg_m2,4_5___5_5,5_5___6_5
45___47_hkg_ha,0_20_kg_m2,0_5___1_5,4_5___5_5
109___111_hkg_ha,0_55_kg_m2,2_5___3_5,5_5___6_5
99___101_hkg_ha,0_50_kg_m2,3_5___4_5,4_5___5_5
75___77_hkg_ha,0_40_kg_m2,1_5___2_5,4_5___5_5
99___101_hkg_ha,0_45_kg_m2,1_5___2_5,2_5___3_5
25___27_hkg_ha,0_40_kg_m2,0_0___0_5,3_5___4_5
55___57_hkg_ha,0_45_kg_m2,0_5___1_5,1_5___2_5
55___57_hkg_ha,0_40_kg_m2,0_5___1_5,3_5___4_5
1___3_hkg_ha,0_15_kg_m2,0_0___0_5,0_5___1_5
91___93_hkg_ha,0_35_kg_m2,1_5___2_5,2_5___3_5
93___95_hkg_ha,0_55_kg_m2,3_5___4_5,5_5___6_5
83___85_hkg_ha,0_50_kg_m2,2_5___3_5,3_5___4_5
95___97_hkg_ha,0_40_kg_m2,2_5___3_5,3_5___4_5
0___1_hkg_ha,0_00_kg_m2,0_0___0_5,0_0___0_5
45___47_hkg_ha,0_25_kg_m2,0_5___1_5,0_5___1_5
81___83_hkg_ha,0_50_kg_m2,2_5___3_5,3_5___4_5
9___11_hkg_ha,0_20_kg_m2,0_0___0_5,1_5___2_5
65___67_hkg_ha,0_45_kg_m2,0_5___1_5,1_5___2_5
37___39_hkg_ha,0_35_kg_m2,0_5___1_5,1_5___2_5
101___103_hkg_ha,0_60_kg_m2,3_5___4_5,5_5___6_5
121___123_hkg_ha,0_55_kg_m2,3_5___4_5,5_5___6_5
97___99_hkg_ha,0_55_kg_m2,2_5___3_5,4_5___5_5
103___105_hkg_ha,0_55_kg_m2,3_5___4_5,4_5___5_5
109___111_hkg_ha,0_55_kg_m2,2_5___3_5,5_5___6_5
93___95_hkg_ha,0_60_kg_m2,2_5___3_5,5_5___6_5
89___91_hkg_ha,0_45_kg_m2,2_5___3_5,3_5___4_5
73___75_hkg_ha,0_55_kg_m2,1_5___2_5,3_5___4_5
95___97_hkg_ha,0_45_kg_m2,2_5___3_5,4_5___5_5
109___111_hkg_ha,0_50_kg_m2,3_5___4_5,5_5___6_5
71___73_hkg_ha,0_45_kg_m2,1_5___2_5,3_5___4_5
107___109_hkg_ha,0_65_kg_m2,3_5___4_5,___6_5
107___109_hkg_ha,0_45_kg_m2,3_5___4_5,4_5___5_5
111___113_hkg_ha,0_40_kg_m2,3_5___4_5,5_5___6_5
25___27_hkg_ha,0_25_kg_m2,0_5___1_5,1_5___2_5
85___87_hkg_ha,0_50_kg_m2,1_5___2_5,3_5___4_5
51___53_hkg_ha,0_30_kg_m2,0_5___1_5,1_5___2_5
129___131_hkg_ha,0_65_kg_m2,4_5___5_5,___6_5
109___111_hkg_ha,0_60_kg_m2,3_5___4_5,5_5___6_5
65___67_hkg_ha,0_50_kg_m2,1_5___2_5,2_5___3_5
105___107_hkg_ha,0_70_kg_m2,3_5___4_5,5_5___6_5
101___103_hkg_ha,0_50_kg_m2,4_5___5_5,___6_5
13___15_hkg_ha,0_20_kg_m2,0_0___0_5,1_5___2_5
119___121_hkg_ha,0_55_kg_m2,4_5___5_5,___6_5
115___117_hkg_ha,0_60_kg_m2,3_5___4_5,___6_5
101___103_hkg_ha,0_70_kg_m2,2_5___3_5,5_5___6_5
5___7_hkg_ha,0_10_kg_m2,0_0___0_5,0_0___0_5
97___99_hkg_ha,0_65_kg_m2,4_5___5_5,5_5___6_5
107___109_hkg_ha,0_50_kg_m2,3_5___4_5,5_5___6_5
99___101_hkg_ha,0_50_kg_m2,3_5___4_5,4_5___5_5
53___55_hkg_ha,0_50_kg_m2,1_5___2_5,1_5___2_5
99___101_hkg_ha,0_65_kg_m2,2_5___3_5,3_5___4_5
113___115_hkg_ha,0_40_kg_m2,2_5___3_5,4_5___5_5
71___73_hkg_ha,0_35_kg_m2,1_5___2_5,2_5___3_5
97___99_hkg_ha,0_55_kg_m2,3_5___4_5,4_5___5_5
39___41_hkg_ha,0_35_kg_m2,0_5___1_5,1_5___2_5
39___41_hkg_ha,0_45_kg_m2,0_5___1_5,1_5___2_5
73___75_hkg_ha,0_45_kg_m2,1_5___2_5,1_5___2_5
103___105_hkg_ha,0_60_kg_m2,3_5___4_5,5_5___6_5
125___127_hkg_ha,0_45_kg_m2,4_5___5_5,5_5___6_5
73___75_hkg_ha,0_30_kg_m2,1_5___2_5,2_5___3_5
101___103_hkg_ha,0_55_kg_m2,3_5___4_5,5_5___6_5
111___113_hkg_ha,0_70_kg_m2,3_5___4_5,5_5___6_5
83___85_hkg_ha,0_40_kg_m2,2_5___3_5,4_5___5_5
89___91_hkg_ha,0_50_kg_m2,3_5___4_5,5_5___6_5
111___113_hkg_ha,0_70_kg_m2,3_5___4_5,___6_5
27___29_hkg_ha,0_15_kg_m2,0_0___0_5,2_5___3_5
107___109_hkg_ha,0_50_kg_m2,3_5___4_5,5_5___6_5
0___1_hkg_ha,0_10_kg_m2,0_0___0_5,0_5___1_5
83___85_hkg_ha,0_45_kg_m2,2_5___3_5,3_5___4_5
113___115_hkg_ha,0_40_kg_m2,3_5___4_5,5_5___6_5
69___71_hkg_ha,0_25_kg_m2,1_5___2_5,1_5___2_5
119___121_hkg_ha,0_55_kg_m2,3_5___4_5,___6_5
59___61_hkg_ha,0_55_kg_m2,0_5___1_5,2_5___3_5
93___95_hkg_ha,0_65_kg_m2,2_5___3_5,3_5___4_5
77___79_hkg_ha,0_45_kg_m2,3_5___4_5,5_5___6_5
85___87_hkg_ha,0_50_kg_m2,3_5___4_5,4_5___5_5
111___113_hkg_ha,0_65_kg_m2,3_5___4_5,5_5___6_5
75___77_hkg_ha,0_20_kg_m2,1_5___2_5,1_5___2_5
71___73_hkg_ha,0_35_kg_m2,1_5___2_5,3_5___4_5
85___87_hkg_ha,0_60_kg_m2,1_5___2_5,3_5___4_5
127___129_hkg_ha,0_85_kg_m2,4_5___5_5,5_5___6_5
103___105_hkg_ha,0_65_kg_m2,3_5___4_5,4_5___5_5
95___97_hkg_ha,0_60_kg_m2,1_5___2_5,3_5___4_5
107___109_hkg_ha,0_65_kg_m2,3_5___4_5,4_5___5_5
87___89_hkg_ha,0_45_kg_m2,2_5___3_5,4_5___5_5
5___7_hkg_ha,0_30_kg_m2,0_0___0_5,0_5___1_5
91___93_hkg_ha,0_65_kg_m2,2_5___3_5,5_5___6_5
91___93_hkg_ha,0_45_kg_m2,2_5___3_5,4_5___5_5
121___123_hkg_ha,0_60_kg_m2,4_5___5_5,___6_5
97___99_hkg_ha,0_55_kg_m2,3_5___4_5,___6_5
41___43_hkg_ha,0_40_kg_m2,0_5___1_5,1_5___2_5
0___1_hkg_ha,0_00_kg_m2,0_0___0_5,0_0___0_5
97___99_hkg_ha,0_45_kg_m2,3_5___4_5,4_5___5_5
91___93_hkg_ha,0_65_kg_m2,3_5___4_5,___6_5
101___103_hkg_ha,0_55_kg_m2,3_5___4_5,4_5___5_5
107___109_hkg_ha,0_60_kg_m2,4_5___5_5,5_5___6_5
115___117_hkg_ha,0_60_kg_m2,3_5___4_5,5_5___6_5
53___55_hkg_ha,0_35_kg_m2,1_5___2_5,3_5___4_5
105___107_hkg_ha,0_60_kg_m2,3_5___4_5,___6_5
73___75_hkg_ha,0_50_kg_m2,1_5___2_5,1_5___2_5
85___87_hkg_ha,0_55_kg_m2,1_5___2_5,3_5___4_5
97___99_hkg_ha,0_55_kg_m2,1_5___2_5,3_5___4_5
87___89_hkg_ha,0_60_kg_m2,2_5___3_5,3_5___4_5
127___129_hkg_ha,0_70_kg_m2,4_5___5_5,___6_5
85___87_hkg_ha,0_30_kg_m2,1_5___2_5,3_5___4_5
103___105_hkg_ha,0_45_kg_m2,3_5___4_5,___6_5
81___83_hkg_ha,0_65_kg_m2,1_5___2_5,2_5___3_5
95___97_hkg_ha,0_50_kg_m2,1_5___2_5,5_5___6_5
47___49_hkg_ha,0_35_kg_m2,0_5___1_5,1_5___2_5
115___117_hkg_ha,0_55_kg_m2,2_5___3_5,5_5___6_5
45___47_hkg_ha,0_45_kg_m2,0_5___1_5,2_5___3_5
97___99_hkg_ha,0_55_kg_m2,1_5___2_5,4_5___5_5
119___121_hkg_ha,0_55_kg_m2,4_5___5_5,5_5___6_5
79___81_hkg_ha,0_45_kg_m2,3_5___4_5,4_5___5_5
123___125_hkg_ha,0_75_kg_m2,3_5___4_5,4_5___5_5
87___89_hkg_ha,0_40_kg_m2,1_5___2_5,2_5___3_5
95___97_hkg_ha,0_60_kg_m2,1_5___2_5,3_5___4_5
65___67_hkg_ha,0_50_kg_m2,1_5___2_5,3_5___4_5
113___115_hkg_ha,0_50_kg_m2,2_5___3_5,2_5___3_5
27___29_hkg_ha,0_50_kg_m2,0_0___0_5,5_5___6_5
37___39_hkg_ha,0_35_kg_m2,0_5___1_5,2_5___3_5
123___125_hkg_ha,0_50_kg_m2,3_5___4_5,4_5___5_5
25___27_hkg_ha,0_40_kg_m2,0_5___1_5,1_5___2_5
73___75_hkg_ha,0_35_kg_m2,1_5___2_5,2_5___3_5
39___41_hkg_ha,0_30_kg_m2,0_5___1_5,0_5___1_5
0___1_hkg_ha,0_10_kg_m2,0_0___0_5,0_0___0_5
29___31_hkg_ha,0_20_kg_m2,0_0___0_5,3_5___4_5
85___87_hkg_ha,0_50_kg_m2,3_5___4_5,5_5___6_5
85___87_hkg_ha,0_55_kg_m2,2_5___3_5,4_5___5_5
101___103_hkg_ha,0_45_kg_m2,1_5___2_5,2_5___3_5
97___99_hkg_ha,0_50_kg_m2,3_5___4_5,4_5___5_5
1___3_hkg_ha,0_00_kg_m2,0_0___0_5,0_0___0_5
109___111_hkg_ha,0_60_kg_m2,3_5___4_5,5_5___6_5
87___89_hkg_ha,0_50_kg_m2,2_5___3_5,2_5___3_5
85___87_hkg_ha,0_55_kg_m2,1_5___2_5,3_5___4_5
95___97_hkg_ha,0_35_kg_m2,1_5___2_5,2_5___3_5
103___105_hkg_ha,0_60_kg_m2,3_5___4_5,___6_5
79___81_hkg_ha,0_35_kg_m2,2_5___3_5,2_5___3_5
53___55_hkg_ha,0_50_kg_m2,1_5___2_5,3_5___4_5
33___35_hkg_ha,0_15_kg_m2,0_5___1_5,0_5___1_5
33___35_hkg_ha,0_35_kg_m2,0_5___1_5,2_5___3_5
111___113_hkg_ha,0_70_kg_m2,3_5___4_5,4_5___5_5
59___61_hkg_ha,0_25_kg_m2,1_5___2_5,2_5___3_5
107___109_hkg_ha,0_50_kg_m2,3_5___4_5,___6_5
137___139_hkg_ha,0_70_kg_m2,4_5___5_5,___6_5
71___73_hkg_ha,0_45_kg_m2,1_5___2_5,2_5___3_5
111___113_hkg_ha,0_75_kg_m2,2_5___3_5,3_5___4_5
91___93_hkg_ha,0_45_kg_m2,1_5___2_5,2_5___3_5
113___115_hkg_ha,0_75_kg_m2,4_5___5_5,5_5___6_5
117___119_hkg_ha,0_65_kg_m2,4_5___5_5,___6_5
105___107_hkg_ha,0_50_kg_m2,4_5___5_5,4_5___5_5
0___1_hkg_ha,0_15_kg_m2,0_0___0_5,0_5___1_5
117___119_hkg_ha,0_60_kg_m2,3_5___4_5,4_5___5_5
85___87_hkg_ha,0_55_kg_m2,2_5___3_5,3_5___4_5
109___111_hkg_ha,0_55_kg_m2,4_5___5_5,5_5___6_5
71___73_hkg_ha,0_35_kg_m2,1_5___2_5,2_5___3_5
31___33_hkg_ha,0_35_kg_m2,0_5___1_5,3_5___4_5
13___15_hkg_ha,0_20_kg_m2,0_0___0_5,0_5___1_5
93___95_hkg_ha,0_60_kg_m2,2_5___3_5,4_5___5_5
115___117_hkg_ha,0_60_kg_m2,2_5___3_5,___6_5
13___15_hkg_ha,0_45_kg_m2,0_0___0_5,2_5___3_5
89___91_hkg_ha,0_55_kg_m2,4_5___5_5,5_5___6_5
83___85_hkg_ha,0_45_kg_m2,2_5___3_5,4_5___5_5
77___79_hkg_ha,0_45_kg_m2,1_5___2_5,1_5___2_5
91___93_hkg_ha,0_45_kg_m2,2_5___3_5,2_5___3_5
75___77_hkg_ha,0_30_kg_m2,2_5___3_5,5_5___6_5
91___93_hkg_ha,0_55_kg_m2,3_5___4_5,___6_5
93___95_hkg_ha,0_55_kg_m2,2_5___3_5,4_5___5_5
93___95_hkg_ha,0_50_kg_m2,2_5___3_5,4_5___5_5
95___97_hkg_ha,0_45_kg_m2,2_5___3_5,3_5___4_5
105___107_hkg_ha,0_50_kg_m2,3_5___4_5,4_5___5_5
65___67_hkg_ha,0_60_kg_m2,0_5___1_5,3_5___4_5
53___55_hkg_ha,0_35_kg_m2,0_5___1_5,1_5___2_5
83___85_hkg_ha,0_60_kg_m2,3_5___4_5,5_5___6_5
97___99_hkg_ha,0_60_kg_m2,2_5___3_5,4_5___5_5
109___111_hkg_ha,0_70_kg_m2,2_5___3_5,4_5___5_5
117___119_hkg_ha,0_70_kg_m2,3_5___4_5,5_5___6_5
45___47_hkg_ha,0_35_kg_m2,0_5___1_5,1_5___2_5
107___109_hkg_ha,0_65_kg_m2,4_5___5_5,5_5___6_5
101___103_hkg_ha,0_45_kg_m2,2_5___3_5,4_5___5_5
113___115_hkg_ha,0_50_kg_m2,3_5___4_5,5_5___6_5
135___137_hkg_ha,0_85_kg_m2,3_5___4_5,4_5___5_5
81___83_hkg_ha,0_55_kg_m2,2_5___3_5,3_5___4_5
107___109_hkg_ha,0_55_kg_m2,4_5___5_5,5_5___6_5
103___105_hkg_ha,0_50_kg_m2,3_5___4_5,5_5___6_5
117___119_hkg_ha,0_65_kg_m2,1_5___2_5,2_5___3_5
105___107_hkg_ha,0_60_kg_m2,3_5___4_5,4_5___5_5
85___87_hkg_ha,0_50_kg_m2,2_5___3_5,3_5___4_5
115___117_hkg_ha,0_45_kg_m2,4_5___5_5,5_5___6_5
95___97_hkg_ha,0_45_kg_m2,1_5___2_5,2_5___3_5
85___87_hkg_ha,0_60_kg_m2,1_5___2_5,5_5___6_5
93___95_hkg_ha,0_55_kg_m2,2_5___3_5,4_5___5_5
97___99_hkg_ha,0_65_kg_m2,4_5___5_5,___6_5
27___29_hkg_ha,0_30_kg_m2,0_5___1_5,0_5___1_5
101___103_hkg_ha,0_50_kg_m2,3_5___4_5,4_5___5_5
0___1_hkg_ha,0_15_kg_m2,0_0___0_5,0_5___1_5
95___97_hkg_ha,0_50_kg_m2,2_5___3_5,3_5___4_5
101___103_hkg_ha,0_50_kg_m2,3_5___4_5,5_5___6_5
95___97_hkg_ha,0_45_kg_m2,2_5___3_5,3_5___4_5
101___103_hkg_ha,0_60_kg_m2,3_5___4_5,5_5___6_5
113___115_hkg_ha,0_60_kg_m2,3_5___4_5,4_5___5_5
99___101_hkg_ha,0_50_kg_m2,2_5___3_5,3_5___4_5
83___85_hkg_ha,0_65_kg_m2,3_5___4_5,4_5___5_5
113___115_hkg_ha,0_50_kg_m2,3_5___4_5,___6_5
65___67_hkg_ha,0_45_kg_m2,1_5___2_5,3_5___4_5
11___13_hkg_ha,0_25_kg_m2,0_5___1_5,0_5___1_5
61___63_hkg_ha,0_45_kg_m2,1_5___2_5,4_5___5_5
95___97_hkg_ha,0_45_kg_m2,2_5___3_5,4_5___5_5
83___85_hkg_ha,0_60_kg_m2,1_5___2_5,2_5___3_5
91___93_hkg_ha,0_50_kg_m2,3_5___4_5,___6_5
101___103_hkg_ha,0_70_kg_m2,3_5___4_5,3_5___4_5
103___105_hkg_ha,0_65_kg_m2,3_5___4_5,___6_5
93___95_hkg_ha,0_50_kg_m2,3_5___4_5,___6_5
59___61_hkg_ha,0_55_kg_m2,1_5___2_5,2_5___3_5
89___91_hkg_ha,0_60_kg_m2,3_5___4_5,___6_5
7___9_hkg_ha,0_35_kg_m2,0_0___0_5,0_5___1_5
63___65_hkg_ha,0_45_kg_m2,1_5___2_5,1_5___2_5
139___141_hkg_ha,0_50_kg_m2,3_5___4_5,5_5___6_5
61___63_hkg_ha,0_50_kg_m2,0_5___1_5,1_5___2_5
87___89_hkg_ha,0_45_kg_m2,2_5___3_5,4_5___5_5
