VENTTUBE,MINVOL,VENTALV,VENTLUNG,PRESS
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,ZERO,ZERO,ZERO,ZERO
ZERO,LOW,LOW,ZERO,ZERO
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
HIGH,HIGH,HIGH,LOW,LOW
LOW,NORMAL,NORMAL,ZERO,HIGH
LOW,LOW,LOW,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,LOW,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,NORMAL,NORMAL,ZERO,HIGH
LOW,LOW,LOW,HIGH,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,LOW,LOW,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
HIGH,HIGH,NORMAL,LOW,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,LOW,LOW,ZERO,ZERO
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,HIGH,HIGH,LOW,HIGH
NORMAL,LOW,LOW,HIGH,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,HIGH,HIGH,LOW,HIGH
ZERO,NORMAL,NORMAL,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,NORMAL,NORMAL,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,HIGH,HIGH,LOW,ZERO
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,LOW,LOW,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,ZERO,HIGH,LOW,HIGH
LOW,LOW,LOW,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,LOW,ZERO,HIGH
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,NORMAL,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,LOW,LOW,HIGH,HIGH
LOW,LOW,LOW,HIGH,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,HIGH,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,NORMAL,NORMAL,ZERO,ZERO
LOW,LOW,LOW,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
ZERO,ZERO,NORMAL,NORMAL,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
LOW,LOW,LOW,HIGH,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
NORMAL,LOW,LOW,HIGH,HIGH
LOW,HIGH,HIGH,LOW,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
HIGH,HIGH,HIGH,LOW,LOW
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,LOW,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,LOW,LOW,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,NORMAL,ZERO,NORMAL
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,LOW,LOW,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,NORMAL,NORMAL,ZERO,LOW
ZERO,HIGH,HIGH,LOW,HIGH
LOW,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,HIGH,HIGH,LOW,NORMAL
LOW,LOW,LOW,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,NORMAL,NORMAL,ZERO,HIGH
LOW,ZERO,ZERO,LOW,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
HIGH,HIGH,HIGH,LOW,LOW
HIGH,ZERO,ZERO,ZERO,LOW
HIGH,HIGH,HIGH,LOW,LOW
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,NORMAL,NORMAL,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,ZERO,ZERO,NORMAL,LOW
ZERO,HIGH,HIGH,LOW,HIGH
LOW,NORMAL,NORMAL,ZERO,ZERO
HIGH,HIGH,HIGH,LOW,LOW
LOW,LOW,LOW,HIGH,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
ZERO,ZERO,NORMAL,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,HIGH,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,NORMAL,HIGH,LOW,HIGH
ZERO,HIGH,HIGH,LOW,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
HIGH,HIGH,HIGH,LOW,LOW
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,LOW,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,HIGH,HIGH,LOW,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
ZERO,LOW,LOW,ZERO,ZERO
LOW,NORMAL,NORMAL,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,HIGH,NORMAL,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,LOW,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,ZERO,ZERO,ZERO,HIGH
HIGH,HIGH,HIGH,LOW,LOW
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,LOW,ZERO,ZERO,LOW
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,LOW,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,NORMAL,NORMAL,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,LOW,LOW,HIGH,NORMAL
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,LOW,LOW,HIGH
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,LOW,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,HIGH,ZERO,HIGH
LOW,NORMAL,ZERO,ZERO,LOW
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,NORMAL,NORMAL,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
HIGH,HIGH,HIGH,LOW,LOW
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,LOW,LOW,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,HIGH
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
ZERO,NORMAL,NORMAL,ZERO,LOW
ZERO,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
HIGH,HIGH,HIGH,LOW,LOW
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,HIGH,HIGH,LOW,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
ZERO,ZERO,HIGH,LOW,HIGH
LOW,ZERO,NORMAL,NORMAL,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
HIGH,HIGH,HIGH,LOW,LOW
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,HIGH,ZERO,ZERO,HIGH
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
ZERO,HIGH,HIGH,LOW,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
ZERO,NORMAL,NORMAL,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
ZERO,HIGH,HIGH,LOW,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,LOW,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,LOW,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,HIGH,HIGH,LOW,LOW
LOW,LOW,LOW,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,NORMAL,NORMAL,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,NORMAL,NORMAL,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,LOW,NORMAL,NORMAL,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,NORMAL,NORMAL,ZERO,ZERO
LOW,ZERO,ZERO,ZERO,HIGH
LOW,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
HIGH,HIGH,LOW,LOW,LOW
ZERO,ZERO,ZERO,ZERO,ZERO
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,ZERO,ZERO,ZERO,ZERO
LOW,ZERO,ZERO,ZERO,NORMAL
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,NORMAL,HIGH,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,NORMAL,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,HIGH,HIGH,LOW,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,LOW,LOW,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,LOW,ZERO,NORMAL
LOW,NORMAL,NORMAL,ZERO,HIGH
HIGH,HIGH,HIGH,LOW,LOW
ZERO,ZERO,ZERO,ZERO,ZERO
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,LOW,ZERO,HIGH
NORMAL,LOW,LOW,HIGH,HIGH
ZERO,LOW,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,HIGH,HIGH,LOW,HIGH
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,LOW,HIGH
HIGH,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,LOW,LOW,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
LOW,LOW,LOW,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,LOW,LOW,HIGH
LOW,ZERO,ZERO,LOW,HIGH
LOW,ZERO,LOW,ZERO,NORMAL
LOW,ZERO,NORMAL,ZERO,NORMAL
ZERO,HIGH,HIGH,LOW,HIGH
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,LOW,LOW,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,NORMAL,NORMAL,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
HIGH,ZERO,ZERO,ZERO,LOW
LOW,ZERO,HIGH,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
LOW,LOW,LOW,LOW,HIGH
ZERO,LOW,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
ZERO,HIGH,HIGH,LOW,HIGH
LOW,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,HIGH
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,LOW,LOW,HIGH,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,LOW,HIGH,NORMAL,HIGH
ZERO,NORMAL,NORMAL,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
HIGH,HIGH,HIGH,LOW,LOW
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,NORMAL,ZERO,ZERO,HIGH
LOW,LOW,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,HIGH,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
ZERO,ZERO,ZERO,ZERO,HIGH
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
NORMAL,HIGH,LOW,HIGH,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,NORMAL,NORMAL,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,LOW
ZERO,ZERO,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
ZERO,HIGH,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
HIGH,LOW,LOW,HIGH,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,HIGH,HIGH,LOW,HIGH
LOW,HIGH,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,LOW,LOW,ZERO,HIGH
HIGH,HIGH,HIGH,LOW,LOW
ZERO,HIGH,HIGH,LOW,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
HIGH,HIGH,HIGH,LOW,LOW
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,LOW,LOW,LOW,HIGH
LOW,ZERO,ZERO,ZERO,LOW
HIGH,LOW,HIGH,NORMAL,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,NORMAL
LOW,NORMAL,ZERO,ZERO,NORMAL
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,LOW
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,LOW,HIGH
LOW,NORMAL,NORMAL,ZERO,HIGH
LOW,LOW,NORMAL,NORMAL,HIGH
ZERO,ZERO,ZERO,ZERO,HIGH
LOW,LOW,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,HIGH
LOW,ZERO,ZERO,ZERO,ZERO
