ERRCAUTER,CO,HRSAT,HREKG,HR,HISTORY
False,LOW,LOW,LOW,NORMAL,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
True,LOW,NORMAL,NORMAL,HIGH,False
False,NORMAL,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,LOW,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,NORMAL,NORMAL,HIGH,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,HIGH,HIGH,HIGH,False
False,LOW,HIGH,LOW,LOW,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,HIGH,NORMAL,NORMAL,False
False,LOW,HIGH,HIGH,HIGH,True
True,NORMAL,LOW,NORMAL,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,NORMAL,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,LOW,HIGH,NORMAL,False
False,NORMAL,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,LOW,LOW,NORMAL,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,LOW,HIGH,NORMAL,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,NORMAL,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,LOW,LOW,LOW,LOW,False
False,NORMAL,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,NORMAL,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,True
False,HIGH,HIGH,HIGH,HIGH,True
True,NORMAL,HIGH,NORMAL,NORMAL,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,LOW,HIGH,NORMAL,LOW,True
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,True
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,NORMAL,LOW,LOW,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,NORMAL,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,NORMAL,NORMAL,HIGH,NORMAL,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,NORMAL,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,NORMAL,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
True,NORMAL,NORMAL,NORMAL,HIGH,True
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
True,NORMAL,HIGH,HIGH,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,True
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,LOW,HIGH,HIGH,HIGH,False
False,NORMAL,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,True
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,NORMAL,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,LOW,LOW,NORMAL,True
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,NORMAL,HIGH,False
False,LOW,LOW,LOW,NORMAL,False
False,LOW,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,LOW,LOW,LOW,LOW,False
False,HIGH,NORMAL,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,NORMAL,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,True
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,True
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,LOW,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
True,NORMAL,NORMAL,HIGH,NORMAL,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,LOW,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,True
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,NORMAL,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,LOW,LOW,NORMAL,True
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,NORMAL,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,LOW,LOW,NORMAL,True
False,NORMAL,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,True
True,HIGH,NORMAL,NORMAL,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,LOW,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,NORMAL,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,True
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,NORMAL,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,LOW,LOW,HIGH,NORMAL,True
False,LOW,HIGH,HIGH,HIGH,True
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,NORMAL,NORMAL,NORMAL,NORMAL,False
True,NORMAL,HIGH,LOW,NORMAL,False
False,NORMAL,LOW,LOW,NORMAL,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,LOW,LOW,NORMAL,True
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,True
True,HIGH,NORMAL,NORMAL,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,NORMAL,HIGH,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,NORMAL,LOW,NORMAL,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,LOW,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,True
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,True
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,LOW,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,LOW,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,LOW,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,LOW,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,True
False,NORMAL,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,True
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,NORMAL,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,LOW,NORMAL,NORMAL,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,LOW,LOW,NORMAL,False
False,LOW,LOW,LOW,NORMAL,True
False,NORMAL,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,LOW,HIGH,HIGH,HIGH,True
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,LOW,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
True,LOW,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,NORMAL,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,NORMAL,HIGH,HIGH,HIGH,True
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,LOW,HIGH,False
False,LOW,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,True
False,HIGH,HIGH,HIGH,HIGH,False
False,NORMAL,LOW,LOW,NORMAL,False
False,NORMAL,LOW,LOW,NORMAL,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,True
True,HIGH,NORMAL,NORMAL,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,LOW,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
False,HIGH,HIGH,HIGH,HIGH,False
